"","Satisfaccion_con_pisos","Satisfaccion_con_muros_y_techos","Satisfaccion_con_pintura_y_recubrimientos","Satisfaccion_con_iluminacion_natural","Satisfaccion_con_ventilacion_natural","Satisfaccion_con_proteccion_contra_exterior","Satisfaccion_con_tamano_de_dormitorios","Satisfaccion_con_tamano_de_banos","Satisfaccion_con_tamano_de_cocina","Satisfaccion_con_tamano_de_sala_comedor","Satisfaccion_con_tamano_de_patio","D1","IndiceSatisfaccion"
"322",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"323",4,4,5,4,4,4,4,4,4,4,4,-0.729086940220776,42.3953736431239
"324",2,5,5,5,4,5,5,5,5,5,5,0.855917935440736,85.0434956838785
"325",4,4,4,4,5,5,5,5,5,4,5,0.357834744909318,71.6414468811158
"326",3,3,3,4,4,4,5,5,3,2,5,-0.714473069382475,42.7885927155508
"327",3,5,5,5,5,5,5,5,5,5,5,1.12087045170978,92.1726392104126
"328",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"329",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"330",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"331",4,4,5,5,5,4,5,3,4,5,4,0.0543105622040013,63.4744458925958
"332",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"333",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"334",2,4,3,5,4,5,5,2,2,2,2,-0.885248463810341,38.1934965269173
"335",4,4,4,4,4,4,4,4,5,5,5,-0.28098415696414,54.452587144852
"336",4,5,4,5,5,5,4,4,4,4,4,-0.0825872894081728,59.7909012093428
"337",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"338",3,4,4,5,5,4,4,4,5,3,4,-0.445180464362952,50.0345160940212
"339",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"340",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"341",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"342",3,4,4,4,4,4,3,3,4,3,3,-1.28943456907694,27.3179600479567
"343",5,5,3,5,5,5,4,4,4,4,4,0.0393769234443443,63.0726227448477
"344",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"345",4,4,4,3,5,5,4,4,4,4,4,-0.567698900697083,46.7378819288804
"346",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"347",5,4,4,5,5,4,4,5,4,5,4,0.156595494830364,66.2266521202005
"348",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"349",5,4,5,4,5,5,5,5,5,5,5,0.994993939428113,88.7856484570797
"350",4,4,4,3,3,4,3,3,4,4,3,-1.27805275959536,27.6242132382582
"351",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"352",5,4,4,4,4,4,3,4,4,3,4,-0.877184018607312,38.4104885680719
"353",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"354",4,4,5,5,5,5,5,5,5,5,4,0.807506804550858,83.7408852944557
"355",4,5,3,5,5,5,3,3,3,4,2,-0.463326392405923,49.5462590762651
"356",4,3,3,5,5,3,3,4,5,3,4,-0.70731425602793,42.9812166943787
"357",3,4,2,5,5,5,4,4,4,5,2,-0.321709025275747,53.3567929422492
"358",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"359",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"360",4,4,4,5,5,4,5,5,4,4,3,-0.10014810952118,59.3183878367876
"361",5,5,5,5,5,5,4,5,4,5,4,0.781288491964492,83.0354226097309
"362",4,3,5,4,4,4,3,4,5,4,3,-0.723148623767049,42.5551574070252
"363",4,3,4,5,4,5,5,5,5,5,5,0.496096875084828,75.361700548398
"364",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"365",5,5,4,5,5,5,3,3,3,3,3,-0.243767333552493,55.4539895072054
"366",4,4,4,3,3,5,4,3,4,4,5,-0.751473072231136,41.793024398236
"367",3,5,5,5,5,5,3,4,5,4,3,0.129555310355208,65.4990751233035
"368",2,3,2,2,4,3,2,2,2,2,2,-2.04972834053039,6.86054565783397
"369",5,5,5,5,5,4,2,2,2,2,4,-0.403733854757311,51.1497303698758
"370",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"371",2,5,2,5,5,5,3,2,2,3,2,-0.831831857130845,39.6307905035174
"372",5,5,5,5,5,5,4,5,5,5,5,1.19026144598185,94.0397600235328
"373",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"374",5,5,3,5,5,5,4,4,4,4,3,0.00298083198760828,62.093304022181
"375",5,5,4,5,5,5,3,3,4,4,3,-0.0834012675146745,59.7689992971419
"376",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"377",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"378",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"379",3,2,3,4,4,3,2,2,2,3,4,-1.84159292611489,12.4608972348541
"380",4,4,4,4,4,3,2,3,2,2,3,-1.49543842230125,21.7749629202607
"381",3,4,4,5,5,5,4,4,4,4,4,-0.37753095343205,51.8547783799491
"382",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"383",5,4,5,3,5,5,5,4,4,5,4,0.290970854445827,69.8423234813115
"384",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"385",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"386",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"387",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"388",5,5,4,4,4,4,5,4,4,4,2,-0.320377236366028,53.3926277190542
"389",5,5,5,5,5,5,4,5,5,5,5,1.19026144598185,94.0397600235328
"390",5,5,5,5,5,5,4,4,4,4,2,0.283744863414737,69.6478919359633
"391",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"392",5,5,5,5,5,5,5,5,5,5,2,1.19000706878136,94.0329154326691
"393",4,4,4,4,4,4,4,3,4,5,4,-0.774910015098204,41.1624007231891
"394",5,4,5,5,5,4,4,4,4,5,5,0.310548875344233,70.3691141791907
"395",3,5,4,4,4,4,3,3,3,3,3,-1.16500042785369,30.666140562992
"396",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"397",4,4,5,5,5,5,5,5,5,5,5,0.992875650918725,88.7286511391199
"398",4,4,4,4,4,4,3,3,3,3,4,-1.25659913718801,28.201471214366
"399",4,5,4,5,5,5,5,5,5,5,5,1.00904376232632,89.1636905507128
"400",5,4,5,5,5,5,3,3,4,4,3,-0.0995693789222694,59.3339598855491
"401",2,4,3,4,5,4,4,4,4,5,4,-0.709646847478547,42.9184530736576
"402",4,4,5,3,3,4,5,4,5,5,5,-0.00959607232859428,61.7548941166919
"403",4,4,2,4,4,4,2,2,2,2,4,-1.57255315774875,19.7000174743465
"404",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"405",4,4,4,4,5,4,5,5,4,3,4,-0.342391827688435,52.8002756122485
"406",4,4,4,5,5,5,4,4,4,4,4,-0.294056521815639,54.1008457589995
"407",5,4,4,5,5,5,5,4,4,5,3,0.332916020870664,70.9709525500136
"408",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"409",5,5,5,3,5,5,3,5,3,5,3,0.297322824629262,70.0132375294272
"410",5,5,5,5,5,5,4,4,4,5,5,0.739940751478489,81.9228686299708
"411",5,4,4,5,5,4,5,3,5,5,4,0.290040672133396,69.81729483352
"412",4,4,4,5,5,5,4,4,4,4,3,-0.330452613272375,53.1215270363328
"413",4,5,5,5,5,5,4,4,4,4,5,0.298082677959566,70.0336830927573
"414",3,3,3,5,5,5,4,4,4,4,5,-0.372002611417634,52.0035308592217
"415",4,4,4,5,5,4,4,4,4,4,4,-0.511979165542429,48.2371467585627
"416",4,3,2,5,5,5,4,4,4,5,4,-0.296216096128793,54.0427375536068
"417",4,4,4,4,4,4,4,4,4,4,4,-0.924388061220647,37.1403576043736
"418",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"419",4,4,4,4,4,5,5,5,5,5,5,0.385165634240635,72.3768459461805
"420",4,4,4,4,4,5,5,3,5,5,5,0.0734961432700599,63.9906771138951
"421",4,5,4,4,4,5,5,4,5,5,4,0.184549433426364,66.9788157274351
"422",4,4,4,4,4,5,5,5,5,5,5,0.385165634240635,72.3768459461805
"423",4,5,5,5,5,5,5,5,5,5,5,1.20434488332619,94.4187065894631
"424",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"425",5,5,5,4,5,5,4,4,4,4,4,0.114832120101087,65.1029145660529
"426",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"427",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"428",5,4,4,4,4,5,5,5,5,5,5,0.59259275752041,77.9581393567174
"429",5,4,5,5,5,5,5,5,5,5,5,1.2003027741985,94.3099445496568
"430",4,4,3,3,3,4,3,3,3,3,2,-1.52388173606044,21.0096315732897
"431",4,3,2,5,5,2,3,2,2,2,2,-1.34895424901707,25.7164491549041
"432",3,4,2,5,5,4,5,5,5,5,2,0.13219958612494,65.5702253118415
"433",4,4,3,3,5,3,4,4,5,4,4,-0.72635596031674,42.4688568014577
"434",3,3,3,3,3,4,5,3,3,2,5,-1.17156615734149,30.4894748398878
"435",2,4,4,5,5,4,5,2,4,4,2,-0.603317996862613,45.779470012567
"436",3,5,4,5,5,5,5,5,5,5,5,0.925569330709909,86.9176231716623
"437",3,4,4,5,5,5,4,4,5,4,5,0.0314420005853087,62.8591157937509
"438",4,4,3,5,5,5,4,4,4,4,3,-0.415915523699633,50.8219551613009
"439",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"440",5,4,4,5,5,4,5,4,4,4,4,-0.0830414816385391,59.7786801455668
"441",3,4,3,4,4,3,3,4,3,3,2,-1.45585527968681,22.8400364243864
"442",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"443",5,5,5,5,5,5,4,5,5,3,5,0.882499520889098,85.7587330422275
"444",5,5,5,5,5,5,4,4,2,5,3,0.384216649168062,72.3513113678259
"445",4,4,4,5,5,5,4,4,4,4,5,-0.108687675447772,59.0886116036637
"446",4,4,4,5,5,4,4,4,4,4,4,-0.511979165542429,48.2371467585627
"447",2,2,3,3,3,5,2,4,3,3,3,-1.60241632626784,18.8964817407457
"448",4,4,5,5,4,5,4,5,5,5,5,0.564265029386777,77.1959181010406
"449",5,5,5,5,5,5,3,3,3,5,2,0.25929571254013,68.9900325272609
"450",5,5,5,5,5,5,5,5,5,4,5,1.17734105636682,93.6921078733234
"451",2,4,3,5,2,2,2,2,2,2,5,-1.53123596230463,20.8117495710363
"452",2,5,4,5,5,4,2,4,2,5,5,-0.319531801044022,53.4153760584089
"453",5,5,5,2,5,5,5,3,5,5,2,0.546829745734412,76.7267825693844
"454",3,5,5,5,3,5,5,3,3,3,3,-0.315155214797072,53.533137957598
"455",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"456",5,5,5,5,5,5,5,4,4,5,5,0.961451312102605,87.883108606438
"457",5,5,5,5,5,5,4,4,4,4,5,0.50550980123934,75.6149765032942
"458",4,5,4,5,5,5,5,5,4,4,5,0.551008704437679,76.8392268548985
"459",4,4,5,4,5,5,5,4,4,5,5,0.337246121644977,71.0874636529808
"460",4,4,4,5,5,5,4,4,4,4,4,-0.294056521815639,54.1008457589995
"461",4,4,3,4,4,4,3,3,4,4,4,-1.18169598157745,30.2169091292706
"462",5,5,3,5,4,4,5,5,5,5,5,0.705985270544215,81.0092200241688
"463",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"464",4,4,4,4,5,5,5,5,4,4,3,-0.0875343005647766,59.6577907446473
"465",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"466",4,5,5,4,5,5,5,4,5,5,3,0.550554523877332,76.8270061051307
"467",5,5,4,4,4,5,4,4,4,4,4,-0.287569061806616,54.2754054656906
"468",3,3,4,5,5,4,3,3,3,3,3,-1.05843835850913,33.5334327764783
"469",4,4,5,5,4,4,4,4,3,4,2,-0.647209288091341,44.5984760777263
"470",4,5,5,5,2,4,4,5,4,5,4,0.01873485393814,62.5172014253348
"471",3,4,4,5,4,5,5,4,4,4,4,-0.363120453715767,52.2425252948043
"472",5,5,5,5,5,4,4,4,4,4,3,0.0658222196879475,63.7841929355264
"473",5,5,5,5,5,5,5,4,4,4,5,0.727020361863456,81.5752164797614
"474",3,4,3,4,5,4,4,4,5,5,5,-0.242821438099976,55.4794409523815
"475",4,3,2,4,4,4,3,3,3,4,3,-1.45625477834344,22.8292870142585
"476",4,4,4,4,4,4,4,4,5,5,4,-0.466353003332007,49.4648213001878
"477",4,4,5,5,5,4,4,4,4,4,4,-0.316678044542558,53.492162797313
"478",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"479",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"480",5,5,4,5,5,5,4,5,4,4,4,0.351556420725472,71.472514444304
"481",2,4,2,3,3,3,4,4,3,4,4,-1.51926218011214,21.1339311189142
"482",5,5,5,5,5,5,5,4,4,5,4,0.776082465734737,82.8953427617738
"483",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"484",5,4,4,5,5,5,5,5,4,5,3,0.559632607724533,77.071272374438
"485",4,4,5,5,5,5,4,4,4,4,4,-0.0987554008157677,59.3558617977499
"486",5,5,4,5,5,4,5,4,4,5,5,0.548227547375943,76.7643935672508
"487",5,5,4,5,5,5,5,3,5,5,5,0.90480139463552,86.3588151289643
"488",4,4,3,4,3,3,3,2,4,4,3,-1.4242312484199,23.6909521317143
"489",4,4,4,4,4,4,3,3,4,4,2,-1.13262916260692,31.5371622816358
"490",5,5,5,5,4,5,5,5,5,5,5,1.20467194569813,94.427506938388
"491",4,5,5,5,5,5,4,4,4,4,5,0.298082677959566,70.0336830927573
"492",5,5,5,4,5,5,4,4,5,4,5,0.523805074118446,76.1072519798547
"493",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"494",4,4,5,5,5,3,5,5,5,5,5,0.696077394076833,80.7426263175916
"495",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"496",4,5,4,5,5,5,5,5,5,5,5,1.00904376232632,89.1636905507128
"497",4,3,4,5,5,5,3,2,4,4,4,-0.610452635064607,45.5874965206064
"498",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"499",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"500",5,3,5,5,4,4,5,5,5,5,5,0.680902475637684,80.3343109972483
"501",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"502",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"503",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"504",5,4,3,4,4,5,4,3,3,5,5,-0.336689403335244,52.9537121684872
"505",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"506",4,5,4,5,5,5,4,4,4,4,5,0.102781556959694,64.7786670540069
"507",5,4,4,4,5,5,4,5,3,3,5,-0.0402188661223328,60.9309189561113
"508",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"509",4,4,4,5,5,5,4,4,4,4,4,-0.294056521815639,54.1008457589995
"510",5,5,4,4,4,5,5,5,5,5,5,0.804061989927876,83.6481948070606
"511",3,4,5,4,5,4,3,5,5,5,5,0.177767074368187,66.7963210983781
"512",3,4,4,4,4,4,4,3,3,4,4,-1.17985048813798,30.2665662821541
"513",4,4,5,4,4,4,5,4,4,4,5,-0.322207533228794,53.3433794642553
"514",4,4,4,4,5,4,5,5,5,5,5,0.374343051421677,72.0856400073555
"515",4,4,4,4,4,4,3,4,4,4,4,-1.01128016703348,34.8023300121636
"516",5,4,5,5,4,5,4,5,4,5,5,0.548088045017061,76.76063994244
"517",5,4,4,5,5,5,5,5,5,5,5,1.00500165319863,89.0549285109065
"518",5,3,3,2,4,4,5,5,5,5,5,0.0686306121341797,63.8597590524667
"519",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"520",4,4,3,5,5,4,5,5,5,5,3,0.272424037940202,69.3432796575698
"521",3,3,3,2,4,3,5,3,3,3,2,-1.45298210859875,22.9173455564208
"522",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"523",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"524",4,5,5,5,5,4,5,4,5,5,5,0.759705652745531,82.4546877646018
"525",5,5,5,5,5,5,4,5,4,4,5,0.73222638809321,81.7152963277185
"526",5,5,5,4,5,5,4,5,4,4,4,0.341548706954957,71.2032343904772
"527",5,4,5,4,4,5,5,5,4,4,5,0.329858820631641,70.8886916996535
"528",5,4,4,5,5,5,4,5,5,4,4,0.363691295967497,71.7990305630985
"529",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"530",5,5,5,4,4,5,5,4,5,5,4,0.587277677706011,77.8151251767224
"531",5,3,5,5,5,5,5,5,5,5,5,1.10592518027231,91.7705030592972
"532",2,2,4,5,5,5,3,5,2,2,3,-0.702684902381866,43.1057798691038
"533",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"534",4,5,4,5,5,5,4,4,4,4,4,-0.0825872894081728,59.7909012093428
"535",4,4,5,5,5,5,3,3,4,4,3,-0.306996502202044,53.7526664750122
"536",3,4,3,4,5,5,4,4,5,4,4,-0.444698590980202,50.0474819814776
"537",3,4,4,4,4,4,4,3,3,3,5,-1.06781261662371,33.2811972721897
"538",3,4,3,4,4,4,5,4,3,4,5,-0.773481087456548,41.2008492361146
"539",5,5,4,4,4,4,5,5,5,5,4,0.400770499833219,72.7967299619595
"540",3,4,3,4,4,4,4,3,3,2,3,-1.37504046487558,25.0145408298268
"541",4,4,5,4,4,4,5,5,5,2,5,0.0547821864209641,63.4871360031887
"542",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"543",5,5,5,5,5,5,5,5,5,5,4,1.2264031602381,95.0122341553358
"544",5,5,3,5,5,4,5,5,5,5,2,0.691320393627443,80.6146285184499
"545",5,4,4,4,4,4,4,5,4,3,4,-0.563575325940607,46.8488359847062
"546",4,4,3,4,4,4,3,3,4,4,2,-1.21809207303418,29.2375904066038
"547",5,4,3,5,5,5,4,4,3,5,5,0.160672396459679,66.3363503305373
"548",4,4,4,5,4,5,5,4,4,5,3,-0.0816111633169433,59.8171660778647
"549",5,5,4,5,5,5,5,5,4,5,2,0.771101840131999,82.7613278247811
"550",4,4,5,5,4,4,5,5,3,3,2,-0.27231311546696,54.6859010239893
"551",4,4,4,5,3,2,4,4,3,4,4,-1.01788417931526,34.6246342043609
"552",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"553",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"554",4,4,4,4,5,5,4,4,4,3,4,-0.57269633143963,46.6034148117938
"555",4,4,4,5,5,5,5,5,5,5,5,0.797574529918853,83.4736351003696
"556",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"557",4,4,4,5,5,3,4,4,3,2,5,-0.565851998327482,46.7875769921989
"558",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"559",4,3,3,5,5,4,4,3,3,3,3,-0.97353473150714,35.8179558727068
"560",5,5,5,5,5,5,3,3,3,4,4,0.0612608537577182,63.661459123251
"561",5,4,4,4,4,5,5,4,4,4,4,-0.277527733589968,54.5455899918146
"562",5,5,4,5,5,5,5,5,4,5,4,0.807497931588736,83.7406465474479
"563",4,4,4,5,5,5,5,4,4,4,3,-0.10894205264826,59.0817670128001
"564",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"565",5,5,5,5,5,5,4,5,5,5,4,1.00489259961398,89.0519941788686
"566",5,5,5,4,4,4,5,5,5,5,5,0.781440467200958,83.039511845374
"567",3,4,3,5,5,5,4,4,3,4,5,-0.364660108675655,52.2010974142733
"568",5,5,3,5,4,5,4,5,4,4,2,0.0225973579336452,62.6211307849933
"569",4,5,4,5,5,4,4,4,4,4,4,-0.300509933134963,53.9272022089059
"570",5,5,5,5,5,5,5,5,4,2,5,0.880405973863722,85.7024014495572
"571",5,5,5,5,5,4,5,5,5,5,5,1.19384936287918,94.1363009995631
"572",4,4,4,4,5,4,4,3,3,3,4,-0.962606970467339,36.1119918681879
"573",4,4,4,5,5,5,5,4,4,4,5,0.112822885176343,65.048851580131
"574",4,3,3,5,5,5,4,4,4,4,4,-0.47389702616909,49.261832393608
"575",5,5,5,5,5,5,5,5,2,5,5,1.05420873447065,90.3789557360484
"576",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"577",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"578",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"579",5,4,4,4,3,4,4,4,4,5,5,-0.37425119421124,51.9430276804157
"580",2,4,4,3,4,4,5,4,4,4,2,-0.948934023141949,36.4798932766594
"581",5,3,4,4,4,3,3,3,4,4,4,-1.06205915491171,33.4360071033885
"582",5,5,4,5,5,4,5,4,3,4,5,0.22676150595258,68.1146265052662
"583",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"584",4,3,3,5,5,4,5,4,5,5,5,0.173094794984742,66.6706029101167
"585",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"586",5,5,5,5,5,5,5,5,5,4,5,1.17734105636682,93.6921078733234
"587",5,4,4,5,5,4,5,4,4,5,3,0.114993377143874,65.1072535495767
"588",5,5,4,5,4,5,5,5,4,5,5,0.785766717048771,83.1559193305001
"589",5,5,4,5,5,5,5,4,5,5,5,0.989754298752225,88.6446641368253
"590",5,3,4,5,5,5,5,5,5,5,5,0.910624059272435,86.5154870205469
"591",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"592",2,2,2,2,5,5,4,5,5,5,5,-0.202423424218844,56.5664404011924
"593",5,5,2,5,5,5,5,5,5,5,5,1.07425795497999,90.9184251195399
"594",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"595",2,5,5,5,5,5,5,5,5,5,5,1.06301799634857,90.6159887454905
"596",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"597",5,5,3,5,5,5,5,5,5,5,5,1.13100797517884,92.4454120862177
"598",5,4,4,4,4,5,4,4,4,4,3,-0.535434385670819,47.6060312926807
"599",4,5,4,5,5,5,2,5,5,5,4,0.43862874228171,73.8153911465302
"600",2,3,3,3,4,5,2,4,2,2,2,-1.50318819678478,21.5664378027438
"601",4,3,2,5,4,5,3,2,5,3,4,-0.809492493802661,40.2318813317936
"602",3,5,2,5,5,5,4,4,5,3,5,0.0273673275130619,62.7494775477557
"603",5,4,4,5,5,5,5,4,3,5,4,0.282277021143185,69.6083963373724
"604",4,4,3,4,5,5,4,5,4,4,5,-0.172742833791546,57.365063460479
"605",5,5,4,5,5,4,4,4,4,5,4,0.141348140383961,65.8163877461194
"606",3,3,3,4,4,3,2,2,2,3,4,-1.77253077620761,14.3191697505228
"607",5,5,4,4,4,4,4,4,4,4,3,-0.541887796990142,47.432387742587
"608",4,4,4,5,3,4,3,3,3,4,3,-1.09144547189814,32.6453021330694
"609",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"610",4,4,4,4,4,4,3,3,5,4,4,-0.872628963500696,38.5330525734402
"611",4,4,5,5,4,5,4,4,4,4,5,-0.120486615355733,58.7711345808021
"612",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"613",5,4,5,4,4,4,3,3,3,4,4,-0.780539918054756,41.0109155182818
"614",5,4,4,4,4,4,4,3,4,4,4,-0.801913842057578,40.4358020070495
"615",2,4,4,3,3,3,3,3,2,3,2,-1.70554539902752,16.1215620237516
"616",2,5,3,4,4,4,4,4,4,4,3,-0.976104717674798,35.7488046130455
"617",5,5,5,4,4,5,5,5,5,5,3,0.777598173103144,82.93612627848
"618",4,5,4,5,5,5,5,4,5,5,4,0.596958329104583,78.0756048816242
"619",3,4,4,5,5,4,3,3,4,3,4,-0.840629581941984,39.3940679248125
"620",4,4,3,4,3,3,3,3,4,4,4,-1.33766164756993,26.0203020023436
"621",5,3,4,3,3,3,3,4,5,5,3,-0.700890881351539,43.1540520410194
"622",2,3,4,4,5,3,4,3,3,3,3,-1.31358315594299,26.6681879900977
"623",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"624",5,5,4,5,5,5,3,4,4,4,5,0.223316574426634,68.0219328723339
"625",4,4,4,5,5,5,4,3,4,4,3,-0.41540551738908,50.8356780284718
"626",3,5,4,5,5,5,4,4,4,2,5,-0.0540238495103198,60.5594648203279
"627",5,5,4,5,4,5,3,3,3,3,5,-0.229102456635722,55.8485810129243
"628",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"629",5,5,5,5,5,5,4,5,5,5,4,1.00489259961398,89.0519941788686
"630",5,5,4,5,5,5,5,5,5,5,5,1.21647088560609,94.7449839612497
"631",5,4,3,5,5,5,4,4,4,4,5,0.013276537404745,62.3703331391687
"632",5,5,4,5,5,5,5,5,4,5,3,0.771101840132,82.7613278247812
"633",3,3,3,4,4,4,3,2,3,3,3,-1.60648367400784,18.7870405992946
"634",5,5,5,5,5,5,5,5,4,4,4,0.768368102349459,82.6877704595216
"635",3,5,2,5,5,4,2,4,2,4,5,-0.638323226548067,44.8375755549447
"636",5,5,5,5,5,5,3,4,3,3,5,0.258251629388686,68.9619391211476
"637",5,4,4,5,5,4,4,3,4,4,4,-0.389504946379359,51.5325911612385
"638",3,3,3,5,5,5,3,5,5,5,4,0.0404880811441738,63.1025209425861
"639",5,4,3,5,5,4,3,5,3,4,5,-0.151856716465225,57.9270514356382
"640",5,4,4,5,5,4,3,3,3,3,3,-0.67315920968675,43.9002350564253
"641",4,3,3,5,4,3,3,3,3,3,3,-1.34640251134291,25.7851093977934
"642",3,5,3,5,5,4,2,3,3,4,2,-0.841366974988915,39.3742267059366
"643",5,5,5,5,5,5,4,4,4,4,4,0.320140954871473,70.62721065863
"644",5,4,4,4,5,4,3,4,4,4,3,-0.633149074302612,44.9767977616458
"645",3,4,2,5,3,4,2,2,2,2,2,-1.5642048989289,19.9246461593708
"646",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"647",2,5,2,5,5,5,2,2,2,2,2,-0.908475364370636,37.5685245126763
"648",4,3,4,3,3,4,3,3,3,3,3,-1.53279641955938,20.7697619579621
"649",3,4,4,4,4,4,3,3,3,4,3,-1.30313868540755,26.9492199672774
"650",5,5,5,5,5,5,5,5,5,5,5,1.41177200660597,100
"651",2,4,4,5,5,4,3,2,4,4,2,-0.911720663299564,37.4812024438897
"652",4,3,3,4,5,4,3,4,3,4,3,-1.10745179312005,32.2146160504093
"653",4,4,5,5,5,5,3,4,3,4,5,-0.0873137514449508,59.6637251148961
"654",4,3,3,5,5,3,2,3,4,2,2,-1.12891086649065,31.6372114038722
"655",4,4,4,4,4,4,4,4,4,4,3,-0.960784152677383,36.1610388817069
"656",4,4,4,4,4,4,3,4,4,3,4,-1.08461114188709,32.829195157535
"657",4,4,3,3,4,4,4,4,4,4,5,-0.892815669391095,37.9898838364637
"658",5,5,5,5,5,5,3,4,5,4,5,0.642221803075997,79.2935204802218
"659",5,4,4,5,5,5,4,2,2,2,2,-0.465442042841968,49.4893327416036
"660",3,2,3,4,5,5,5,5,5,5,5,0.259888609271324,69.0059857476817
"661",4,5,5,5,5,5,3,5,4,5,3,0.450573171415146,74.1367828843173
