"","vid","P4_4","P4_5","P4_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","p2distance.3","strata.DH_2020...stratumID..."
"4526","799_2",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4527","799_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4528","799_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4529","799_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4530","799_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4531","799_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4532","799_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4533","799_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4534","799_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4535","799_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4536","799_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4537","799_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4538","799_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4539","799_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4540","799_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4541","799_18",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4542","799_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4543","799_20",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4544","800_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4545","800_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4546","800_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4547","800_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4548","800_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4549","800_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4550","800_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4551","800_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4552","800_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4553","800_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4554","800_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4555","800_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4556","800_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4557","800_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4558","800_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4559","800_16",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4560","800_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4561","800_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4562","800_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4563","801_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4564","801_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4565","801_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4566","801_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4567","801_7",6,2,1,1,1,1,1,1,1,1,7.02506366887388,"Muy baja"
"4568","801_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4569","801_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4570","801_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4571","801_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4572","801_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4573","801_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4574","801_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4575","801_15",2,3,2,1,1,1,1,1,1,1,3.76432817539712,"Muy baja"
"4576","801_16",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4577","801_18",8,3,1,1,1,1,1,1,1,1,10.0200440060983,"Muy baja"
"4578","801_19",8,2,2,1,1,1,1,1,1,1,11.5162367225713,"Muy baja"
"4579","801_20",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4580","802_1",8,10,2,1,1,1,2,2,2,2,33.9256603327765,"Muy Alta"
"4581","802_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4582","802_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4583","802_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4584","802_5",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4585","802_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4586","802_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4587","802_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4588","802_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4589","802_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4590","802_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4591","802_12",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4592","802_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4593","802_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4594","802_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4595","802_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4596","802_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4597","802_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4598","803_1",6,2,2,1,1,1,1,1,1,1,8.82951450147163,"Muy baja"
"4599","803_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4600","803_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4601","803_4",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"4602","803_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4603","803_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4604","803_7",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4605","803_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4606","803_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4607","803_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4608","803_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4609","803_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4610","803_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4611","803_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4612","803_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4613","803_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4614","803_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4615","803_20",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4616","804_1",6,3,3,1,1,1,1,1,1,1,10.9422234501942,"Muy baja"
"4617","804_3",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4618","804_4",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4619","804_5",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4620","804_6",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4621","804_7",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4622","804_8",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4623","804_9",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4624","804_10",8,3,3,3,1,1,1,1,1,1,17.1603513644427,"Alta"
"4625","804_11",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4626","804_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4627","804_13",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4628","804_14",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4629","804_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4630","804_16",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4631","804_17",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4632","804_18",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4633","804_19",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4634","804_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4635","805_1",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4636","805_2",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4637","805_3",6,5,3,1,1,1,1,1,1,1,11.5587396824437,"Muy baja"
"4638","805_4",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4639","805_5",6,3,3,1,1,1,1,1,1,1,10.9422234501942,"Muy baja"
"4640","805_6",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4641","805_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4642","805_9",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4643","805_10",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4644","805_11",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4645","805_12",8,5,2,1,1,1,1,1,1,1,12.4410110709456,"Baja"
"4646","805_13",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4647","805_14",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4648","805_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4649","805_16",8,3,3,2,2,2,1,1,1,1,22.333249557333,"Alta"
"4650","805_17",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4651","805_19",8,3,3,3,1,1,1,1,1,1,17.1603513644427,"Alta"
"4652","805_20",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"4653","806_1",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4654","806_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4655","806_3",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4656","806_4",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4657","806_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4658","806_6",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4659","806_9",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4660","806_11",6,7,3,3,3,1,1,1,1,1,22.1787974252825,"Alta"
"4661","806_12",6,7,3,1,1,1,1,1,1,1,12.1752559146932,"Baja"
"4662","806_13",6,7,3,1,1,1,1,1,1,1,12.1752559146932,"Baja"
"4663","806_14",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4664","806_15",6,7,3,1,1,1,1,1,1,1,12.1752559146932,"Baja"
"4665","806_16",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4666","806_17",6,7,3,1,1,1,1,1,1,1,12.1752559146932,"Baja"
"4667","806_18",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4668","806_19",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4669","806_20",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4670","807_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4671","807_2",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4672","807_3",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4673","807_4",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4674","807_5",6,7,3,1,1,1,1,1,1,1,12.1752559146932,"Baja"
"4675","807_6",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4676","807_7",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4677","807_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4678","807_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4679","807_11",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4680","807_12",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4681","807_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4682","807_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4683","807_15",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4684","807_16",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4685","807_17",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4686","807_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4687","807_19",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4688","807_20",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4689","808_1",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4690","808_3",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4691","808_4",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4692","808_6",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4693","808_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4694","808_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4695","808_11",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4696","808_12",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4697","808_13",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4698","808_14",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4699","808_15",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4700","808_16",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4701","808_17",8,10,3,3,3,3,3,3,3,3,73.0820776186597,"Muy Alta"
"4702","808_18",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4703","808_19",8,7,3,1,1,1,1,1,1,1,14.8619781357929,"Media"
"4704","808_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4705","809_1",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4706","809_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4707","809_3",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4708","809_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4709","809_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4710","809_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4711","809_9",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4712","809_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4713","809_13",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4714","809_14",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4715","809_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4716","809_16",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4717","809_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4718","809_19",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4719","810_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4720","810_2",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4721","810_3",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4722","810_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4723","810_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4724","810_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4725","810_9",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4726","810_10",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4727","810_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4728","810_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4729","810_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4730","810_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4731","810_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4732","810_17",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4733","810_18",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4734","810_19",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4735","810_20",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4736","811_1",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4737","811_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4738","811_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4739","811_5",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4740","811_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4741","811_7",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4742","811_8",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4743","811_10",8,7,2,3,1,1,1,1,1,1,16.5889329963441,"Alta"
"4744","811_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4745","811_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4746","811_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4747","811_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4748","811_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4749","811_17",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4750","811_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4751","811_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4752","811_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4753","812_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4754","812_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4755","812_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4756","812_5",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4757","812_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4758","812_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4759","812_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4760","812_12",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4761","812_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4762","812_15",6,3,3,1,1,1,1,1,1,1,10.9422234501942,"Muy baja"
"4763","812_16",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4764","812_17",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4765","812_18",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"4766","812_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4767","812_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4768","813_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4769","813_2",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4770","813_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4771","813_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4772","813_5",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4773","813_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4774","813_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4775","813_9",8,10,2,3,1,1,3,1,1,1,24.8180117810806,"Alta"
"4776","813_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4777","813_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4778","813_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4779","813_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4780","813_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4781","813_18",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4782","813_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4783","814_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4784","814_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4785","814_3",8,10,2,1,1,3,1,1,3,3,40.5695067787532,"Muy Alta"
"4786","814_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4787","814_6",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4788","814_7",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4789","814_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4790","814_10",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"4791","814_11",8,10,3,3,1,1,3,1,1,1,26.6224626136783,"Alta"
"4792","814_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4793","814_13",8,10,2,1,1,3,3,1,3,1,36.0906238634841,"Muy Alta"
"4794","814_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4795","814_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4796","814_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4797","814_18",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4798","814_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4799","814_20",8,10,3,3,3,1,1,1,1,1,25.7902939947565,"Alta"
"4800","815_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4801","815_2",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4802","815_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4803","815_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4804","815_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4805","815_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4806","815_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4807","815_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4808","815_9",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"4809","815_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4810","815_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4811","815_13",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"4812","815_14",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4813","815_15",6,7,2,1,1,1,1,1,1,1,10.3708050820955,"Muy baja"
"4814","815_16",6,3,1,1,1,1,1,1,1,1,7.33332178499865,"Muy baja"
"4815","815_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4816","815_19",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4817","815_20",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4818","816_1",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4819","816_2",8,7,2,1,1,1,1,1,1,1,13.0575273031951,"Baja"
"4820","816_3",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4821","816_4",6,2,1,1,1,1,1,1,1,1,7.02506366887388,"Muy baja"
"4822","816_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4823","816_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4824","816_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4825","816_8",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4826","816_9",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4827","816_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4828","816_11",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4829","816_12",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"4830","816_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4831","816_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4832","816_16",8,3,1,1,1,1,1,1,1,1,10.0200440060983,"Muy baja"
"4833","816_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4834","816_18",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4835","816_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4836","817_1",6,3,2,1,1,1,1,1,1,1,9.13777261759641,"Muy baja"
"4837","817_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4838","817_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4839","817_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4840","817_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4841","817_6",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4842","817_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4843","817_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4844","817_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4845","817_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4846","817_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4847","817_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4848","817_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4849","817_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4850","817_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"4851","817_19",8,10,3,3,3,3,1,1,1,1,33.1953602562456,"Muy Alta"
"4852","818_1",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"4853","818_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4854","818_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4855","818_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"4856","818_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
