"","vid","P4_4","P4_5","P4_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","p2distance.3","strata.DH_2020...stratumID..."
"52885","8064_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52886","8065_1",8,10,1,3,1,1,1,1,1,1,15.7092565121206,"Media"
"52887","8065_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52888","8065_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52889","8065_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52890","8065_5",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52891","8065_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52892","8065_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52893","8065_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52894","8065_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52895","8065_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52896","8065_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52897","8065_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52898","8065_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52899","8065_14",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52900","8065_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52901","8065_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52902","8065_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52903","8065_18",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"52904","8065_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52905","8065_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52906","8066_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52907","8066_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52908","8066_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52909","8066_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52910","8066_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52911","8066_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52912","8066_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52913","8066_14",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52914","8066_16",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52915","8066_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52916","8066_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52917","8066_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52918","8066_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52919","8067_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52920","8067_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52921","8067_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52922","8067_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52923","8067_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52924","8067_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52925","8067_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52926","8067_9",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52927","8067_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52928","8067_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52929","8067_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52930","8067_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52931","8067_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52932","8067_17",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52933","8068_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52934","8068_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52935","8068_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52936","8068_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52937","8068_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52938","8068_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52939","8068_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52940","8068_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52941","8068_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52942","8068_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52943","8068_11",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52944","8068_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52945","8068_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52946","8068_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52947","8068_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52948","8068_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52949","8068_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52950","8068_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52951","8068_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52952","8068_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52953","8069_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52954","8069_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52955","8069_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52956","8069_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52957","8069_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52958","8069_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52959","8069_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52960","8069_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52961","8069_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52962","8069_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52963","8069_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52964","8069_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52965","8069_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52966","8069_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52967","8069_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52968","8069_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52969","8069_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52970","8069_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52971","8069_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52972","8069_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52973","8070_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52974","8070_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52975","8070_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52976","8070_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52977","8070_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52978","8070_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52979","8070_7",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52980","8070_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52981","8070_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52982","8070_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52983","8070_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52984","8070_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52985","8070_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52986","8070_15",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52987","8070_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52988","8070_17",7,10,2,1,1,1,1,1,1,1,12.6389405410196,"Baja"
"52989","8070_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52990","8070_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52991","8070_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52992","8071_1",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52993","8071_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52994","8071_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52995","8071_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52996","8071_5",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"52997","8072_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"52998","8072_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"52999","8072_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53000","8073_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53001","8073_2",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"53002","8073_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53003","8074_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53004","8074_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53005","8074_4",8,4,3,1,1,1,1,1,1,1,13.9372037874186,"Baja"
"53006","8074_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53007","8074_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53008","8074_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53009","8074_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53010","8074_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53011","8074_10",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"53012","8074_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53013","8074_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53014","8074_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53015","8074_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53016","8074_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53017","8074_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53018","8074_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53019","8074_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53020","8074_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53021","8074_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53022","8075_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53023","8075_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53024","8075_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53025","8075_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53026","8076_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53027","8076_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53028","8076_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53029","8076_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53030","8076_5",3,2,2,1,1,1,1,1,1,1,4.79943116982217,"Muy baja"
"53031","8077_1",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"53032","8077_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53033","8077_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53034","8077_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53035","8077_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53036","8077_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53037","8077_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53038","8077_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53039","8077_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53040","8077_11",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"53041","8077_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53042","8077_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53043","8077_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53044","8077_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53045","8077_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53046","8077_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53047","8077_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53048","8077_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53049","8077_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53050","8078_1",8,6,2,1,1,1,1,1,1,1,12.7492691870704,"Baja"
"53051","8078_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53052","8078_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53053","8078_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53054","8078_5",8,6,2,1,1,1,1,1,1,1,12.7492691870704,"Baja"
"53055","8078_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53056","8078_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53057","8078_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53058","8078_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53059","8078_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53060","8078_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53061","8078_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53062","8078_14",8,10,3,1,1,1,3,1,1,1,23.0910569205294,"Alta"
"53063","8078_15",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53064","8078_16",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53065","8078_17",6,2,2,1,1,1,1,1,1,1,8.82951450147163,"Muy baja"
"53066","8078_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53067","8078_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53068","8078_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53069","8079_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53070","8079_2",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53071","8079_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53072","8079_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53073","8079_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53074","8079_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53075","8079_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53076","8079_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53077","8079_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53078","8079_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53079","8079_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53080","8079_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53081","8079_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53082","8079_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53083","8079_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53084","8079_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53085","8079_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53086","8079_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53087","8079_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53088","8080_1",8,3,3,1,1,1,1,1,1,1,13.6289456712938,"Baja"
"53089","8080_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53090","8080_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53091","8080_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53092","8080_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53093","8080_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53094","8080_7",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53095","8080_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53096","8080_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53097","8080_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53098","8080_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53099","8080_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53100","8080_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53101","8080_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53102","8080_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53103","8080_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53104","8080_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53105","8080_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53106","8080_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53107","8081_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53108","8081_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53109","8081_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53110","8081_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53111","8081_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53112","8081_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53113","8081_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53114","8081_9",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53115","8081_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53116","8081_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53117","8081_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53118","8081_13",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53119","8081_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53120","8081_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53121","8081_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53122","8081_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53123","8081_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53124","8081_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53125","8081_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53126","8082_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53127","8082_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53128","8082_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53129","8082_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53130","8082_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53131","8082_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53132","8082_7",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53133","8082_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53134","8082_9",5,6,2,1,1,1,1,1,1,1,8.7191858554209,"Muy baja"
"53135","8082_10",6,2,2,1,1,1,1,1,1,1,8.82951450147163,"Muy baja"
"53136","8082_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53137","8082_12",5,6,2,1,1,1,1,1,1,1,8.7191858554209,"Muy baja"
"53138","8082_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53139","8082_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53140","8082_16",8,6,2,1,1,1,1,1,1,1,12.7492691870704,"Baja"
"53141","8082_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53142","8082_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53143","8082_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53144","8082_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53145","8083_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53146","8083_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53147","8083_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53148","8083_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53149","8083_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53150","8083_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53151","8083_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53152","8083_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53153","8083_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53154","8083_10",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53155","8083_11",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53156","8083_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53157","8083_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53158","8083_14",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53159","8083_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53160","8083_16",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53161","8083_17",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53162","8083_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53163","8083_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53164","8083_20",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53165","8084_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53166","8084_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53167","8084_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53168","8084_4",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53169","8084_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53170","8084_6",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53171","8084_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53172","8084_8",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53173","8084_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53174","8084_10",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53175","8084_11",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53176","8084_12",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53177","8084_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53178","8084_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53179","8084_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53180","8084_18",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53181","8084_19",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53182","8084_20",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53183","8085_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53184","8085_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53185","8085_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53186","8085_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53187","8085_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53188","8085_6",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53189","8085_7",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53190","8085_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53191","8085_9",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53192","8085_10",8,3,1,1,1,1,1,1,1,1,10.0200440060983,"Muy baja"
"53193","8085_11",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53194","8085_12",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53195","8085_13",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53196","8085_14",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53197","8085_15",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53198","8085_17",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53199","8085_18",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"53200","8085_19",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53201","8085_20",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53202","8086_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53203","8086_2",6,6,2,1,1,1,1,1,1,1,10.0625469659707,"Muy baja"
"53204","8086_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"53205","8086_4",8,4,1,1,1,1,1,1,1,1,10.3283021222231,"Muy baja"
"53206","8086_5",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53207","8086_6",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"53208","8086_7",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"53209","8086_8",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
