"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"54329","8238_8",3,4,4,4,1,1,4,1,4,3,4,4,18.4926772001115,"Alta"
"54330","8238_9",4,4,4,4,4,1,1,2,4,4,3,3,19.5846405860853,"Alta"
"54331","8238_10",4,4,4,4,4,1,1,1,4,4,1,1,16.2112076392964,"Media"
"54332","8238_11",4,4,4,2,1,1,2,1,4,4,4,3,17.109312021437,"Media"
"54333","8238_12",2,3,4,3,1,1,2,1,4,3,3,4,14.2447415147601,"Baja"
"54334","8238_13",1,3,4,4,4,1,4,1,4,4,4,4,19.0386327499463,"Alta"
"54335","8238_14",4,4,4,4,3,1,4,1,4,4,1,1,17.5877707680401,"Media"
"54336","8238_15",4,1,1,1,1,1,4,1,4,4,1,1,9.25893138229013,"Muy baja"
"54337","8238_16",3,2,2,1,1,1,4,2,4,3,4,4,14.1895130390724,"Baja"
"54338","8238_17",1,3,3,4,4,1,1,1,4,3,4,3,14.7239304629025,"Baja"
"54339","8238_18",1,4,1,1,1,1,2,1,4,4,4,4,11.8717941946511,"Baja"
"54340","8238_19",1,3,2,3,4,1,1,1,4,3,4,4,13.7191411303556,"Baja"
"54341","8238_20",4,4,4,3,1,1,4,1,4,4,4,4,19.4967665219786,"Alta"
"54342","8239_1",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"54343","8239_2",4,4,1,3,3,3,3,4,4,4,4,4,20.6158995222691,"Alta"
"54344","8239_3",2,4,4,4,4,4,2,2,4,3,3,4,19.8340729054075,"Alta"
"54345","8239_4",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"54346","8239_5",2,3,3,3,3,3,1,2,4,4,4,4,17.2302436352755,"Media"
"54347","8239_6",3,3,4,4,4,2,2,4,2,1,3,2,16.2742679510041,"Media"
"54348","8239_8",2,3,3,3,4,3,3,3,3,1,3,2,15.216995188179,"Media"
"54349","8239_10",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"54350","8239_11",4,3,2,1,4,3,2,1,4,2,2,2,13.2338596654015,"Baja"
"54351","8239_12",2,3,1,2,2,2,3,3,4,4,4,3,15.3217153379335,"Media"
"54352","8239_13",3,3,2,2,3,3,2,1,3,3,4,4,14.7195558992365,"Baja"
"54353","8239_14",4,4,2,1,4,4,1,1,4,3,4,1,15.6365369178861,"Media"
"54354","8239_15",1,3,1,3,3,3,3,3,3,3,3,3,13.8024491835776,"Baja"
"54355","8239_16",4,4,4,4,4,2,4,3,4,3,4,4,23.446749887606,"Muy Alta"
"54356","8239_17",4,4,4,4,4,4,4,1,4,4,4,2,22.4683720499585,"Muy Alta"
"54357","8239_18",1,3,1,1,2,1,1,1,1,1,4,4,6.1519768094522,"Muy baja"
"54358","8239_19",3,2,3,4,4,4,3,3,4,4,4,4,21.0400607223262,"Alta"
"54359","8239_20",4,3,1,3,4,3,1,2,3,2,4,3,14.5821887863551,"Baja"
"54360","8240_1",1,4,2,2,3,3,1,3,3,1,3,4,12.6727256581198,"Baja"
"54361","8240_2",1,3,3,3,3,3,4,3,3,3,3,2,15.9740421243082,"Media"
"54362","8240_4",4,4,3,2,3,3,2,2,4,4,4,3,19.2431995582746,"Alta"
"54363","8240_6",3,4,3,2,1,1,3,3,4,4,4,4,18.2013786428044,"Media"
"54364","8240_10",4,3,2,2,2,2,1,1,4,2,1,1,9.9271530076196,"Muy baja"
"54365","8240_11",3,3,3,1,4,3,2,2,3,4,4,4,17.4799425033875,"Media"
"54366","8240_13",4,4,3,3,3,1,3,2,4,1,2,4,16.197976245086,"Media"
"54367","8240_16",2,2,2,2,2,2,4,4,4,4,4,1,16.0291507912934,"Media"
"54368","8240_17",1,2,3,3,3,3,3,3,4,3,2,2,14.5627969302231,"Baja"
"54369","8240_18",2,2,3,2,2,2,1,4,4,4,4,4,16.4069934990524,"Media"
"54370","8240_19",4,4,3,2,3,3,4,4,4,4,4,4,22.7673633490171,"Muy Alta"
"54371","8240_20",2,3,3,1,2,2,1,2,3,4,4,4,14.182775383053,"Baja"
"54372","8241_1",4,4,4,4,4,4,4,2,4,2,4,4,22.7526406325105,"Muy Alta"
"54373","8241_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54374","8241_3",4,4,3,4,4,4,3,4,4,4,4,4,24.2434346711647,"Muy Alta"
"54375","8241_4",2,3,1,3,3,3,2,2,2,3,4,4,13.4365879550005,"Baja"
"54376","8241_6",1,1,4,4,4,1,4,4,4,4,4,4,19.8847951515226,"Alta"
"54377","8241_8",2,4,4,4,4,4,4,4,4,4,4,4,24.4121237834297,"Muy Alta"
"54378","8241_9",1,4,4,4,4,4,4,1,4,3,4,4,20.4259100042076,"Alta"
"54379","8241_10",4,4,3,1,4,1,4,4,4,4,4,4,22.0687771340399,"Alta"
"54380","8241_11",3,4,4,1,4,1,4,1,4,4,4,4,19.8276677517007,"Alta"
"54381","8241_12",4,4,4,4,4,4,2,2,4,2,2,1,18.3263441435125,"Media"
"54382","8241_13",4,4,4,4,3,2,4,1,3,1,2,1,15.6571977416176,"Media"
"54383","8241_14",3,4,3,4,3,3,2,2,3,3,1,1,14.5377009125169,"Baja"
"54384","8241_15",2,4,4,3,4,3,3,4,4,4,4,4,22.7632811398005,"Muy Alta"
"54385","8241_16",4,4,3,2,3,4,4,2,4,4,4,4,21.5648806863618,"Alta"
"54386","8241_18",4,2,1,1,1,1,2,2,4,3,4,4,12.5733869759967,"Baja"
"54387","8241_19",3,3,3,3,3,3,4,2,4,2,2,2,15.9930612290529,"Media"
"54388","8241_20",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"54389","8242_2",2,4,2,2,2,2,1,1,4,2,2,4,11.4870065146747,"Baja"
"54390","8242_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54391","8242_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54392","8242_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54393","8242_8",4,4,4,4,4,4,4,3,4,3,4,4,24.3368515603401,"Muy Alta"
"54394","8242_9",3,4,3,4,3,3,4,1,4,4,4,4,20.5632421657564,"Alta"
"54395","8242_11",3,4,4,4,3,3,2,4,4,4,4,4,22.633267435973,"Muy Alta"
"54396","8242_12",4,4,4,4,4,4,1,2,4,2,4,4,20.6737378371884,"Alta"
"54397","8242_13",4,4,4,4,3,4,1,2,4,1,4,4,19.2109539922916,"Alta"
"54398","8242_14",3,4,4,4,4,4,4,2,4,2,4,4,21.9981712801404,"Alta"
"54399","8242_15",1,4,1,1,1,4,4,4,4,3,4,4,16.3037379708487,"Media"
"54400","8242_16",3,2,1,4,4,4,4,1,4,1,4,4,15.8348418496604,"Media"
"54401","8242_18",4,4,4,4,3,3,4,4,4,2,4,4,23.2527836285874,"Muy Alta"
"54402","8242_19",2,4,2,2,2,2,1,2,3,3,2,2,11.2113979211925,"Baja"
"54403","8242_20",4,4,2,4,2,2,1,1,4,4,4,4,17.1067580012946,"Media"
"54404","8243_1",3,3,3,3,3,3,4,4,4,4,4,1,20.2390639974733,"Alta"
"54405","8243_2",4,4,4,4,3,1,3,2,4,4,2,4,19.9747932074272,"Alta"
"54406","8243_3",4,4,4,4,2,3,4,3,4,4,4,1,21.7754802846183,"Alta"
"54407","8243_4",4,4,4,2,1,1,1,1,4,4,1,1,13.0825402219185,"Baja"
"54408","8243_5",3,2,2,2,1,2,2,1,3,3,1,1,8.23275751031756,"Muy baja"
"54409","8243_6",4,4,4,4,1,2,3,3,4,3,2,2,18.0970970921526,"Media"
"54410","8243_7",2,3,3,3,1,2,4,4,4,4,4,4,19.1069497600961,"Alta"
"54411","8243_8",3,2,2,2,1,1,3,1,4,4,4,4,13.9440470782605,"Baja"
"54412","8243_10",4,4,4,4,3,3,1,1,2,2,1,3,14.1026128152246,"Baja"
"54413","8243_11",4,4,4,4,2,2,1,1,4,3,1,3,15.472525153866,"Media"
"54414","8243_13",4,2,3,3,3,3,2,2,3,3,1,1,13.1562082091083,"Baja"
"54415","8243_14",1,1,1,1,1,1,4,1,2,2,4,4,7.54227560119132,"Muy baja"
"54416","8243_15",4,4,4,4,3,3,3,1,2,1,1,1,13.7467136441097,"Baja"
"54417","8243_16",1,2,2,2,2,2,3,3,3,3,3,3,12.3163257668966,"Baja"
"54418","8243_17",3,2,1,2,1,1,4,4,4,4,4,4,16.1236547066703,"Media"
"54419","8243_18",1,3,3,2,1,2,1,1,4,2,2,4,10.2022887908121,"Muy baja"
"54420","8243_19",2,2,2,2,2,2,4,3,4,4,4,2,15.6960791366211,"Media"
"54421","8243_20",3,3,3,4,4,4,4,2,4,2,2,2,17.6512759408197,"Media"
"54422","8244_1",2,2,3,2,2,2,4,2,4,4,3,4,16.054224791552,"Media"
"54423","8244_2",4,4,4,2,2,2,4,3,4,4,3,4,20.9967283113249,"Alta"
"54424","8244_3",3,4,4,2,1,1,2,1,4,4,4,4,16.8455377639058,"Media"
"54425","8244_5",4,4,3,4,1,1,1,1,4,4,3,1,14.687804428597,"Baja"
"54426","8244_6",4,4,4,3,2,2,3,1,4,3,1,1,15.3662459522482,"Media"
"54427","8244_9",4,4,3,1,1,4,1,1,4,4,1,1,12.9222083036339,"Baja"
"54428","8244_10",2,2,2,2,2,2,1,1,2,1,1,1,5.08834253781405,"Muy baja"
"54429","8244_12",4,4,3,3,3,2,4,3,4,4,1,3,19.1662608657214,"Alta"
"54430","8244_13",2,3,2,1,1,1,3,3,3,2,4,3,12.24884315646,"Baja"
"54431","8244_14",3,4,4,4,4,2,3,2,3,2,3,2,17.7711444838537,"Media"
"54432","8244_16",4,4,4,3,2,2,4,3,4,4,3,3,21.0168574253075,"Alta"
"54433","8244_17",3,3,3,3,1,1,4,1,4,4,4,4,16.9450680275656,"Media"
"54434","8244_18",4,3,3,3,1,1,1,1,4,4,4,3,15.1299394897747,"Media"
"54435","8244_19",4,4,2,3,4,4,4,2,4,4,4,4,21.7933843431972,"Alta"
"54436","8244_20",4,3,4,3,3,1,2,2,3,1,1,3,13.523837511458,"Baja"
"54437","8245_1",3,4,3,3,3,3,4,2,2,4,4,4,19.1193260431778,"Alta"
"54438","8245_3",3,4,1,2,1,2,3,1,4,1,2,1,9.70788171594836,"Muy baja"
"54439","8245_4",2,3,2,2,2,2,2,1,4,2,1,1,9.11118190132019,"Muy baja"
"54440","8245_6",2,2,2,3,3,3,4,4,4,4,4,4,19.1594507875768,"Alta"
"54441","8245_7",2,3,3,3,3,3,3,3,3,3,3,3,16.5262389730765,"Media"
"54442","8245_9",1,3,3,3,1,2,3,3,4,1,4,2,13.5730233351411,"Baja"
"54443","8245_10",2,3,3,1,2,2,4,4,4,4,4,4,18.7876410090316,"Alta"
"54444","8245_11",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54445","8245_13",4,2,1,1,1,1,4,4,4,4,4,4,16.3672998502189,"Media"
"54446","8245_14",1,3,3,1,1,2,4,4,4,4,3,4,16.5466939862832,"Media"
"54447","8245_15",2,3,3,2,2,2,3,3,4,4,4,3,17.2910357750623,"Media"
"54448","8245_16",4,3,2,2,3,1,4,1,4,4,2,4,16.0404562781064,"Media"
"54449","8245_17",2,3,3,2,3,1,3,3,4,4,4,4,18.0390197001124,"Media"
"54450","8245_18",3,3,3,2,2,2,4,3,3,4,4,4,18.3507384890777,"Media"
"54451","8245_19",3,4,4,1,3,3,3,3,1,3,3,3,16.2994303865783,"Media"
"54452","8245_20",3,2,3,3,2,1,4,2,4,3,4,4,16.898161341858,"Media"
"54453","8246_1",4,3,4,4,2,2,4,4,4,4,4,4,22.8137125588003,"Muy Alta"
"54454","8246_2",4,4,4,2,3,1,4,4,4,4,4,3,22.3712268000085,"Muy Alta"
"54455","8246_3",4,4,4,3,4,3,4,4,4,4,4,2,23.9837972533035,"Muy Alta"
"54456","8246_5",3,4,4,2,3,3,4,4,4,4,4,2,22.0161640255338,"Alta"
"54457","8246_6",3,3,4,3,2,2,4,4,4,4,4,4,21.5484189976089,"Alta"
"54458","8246_7",4,4,4,4,2,1,4,1,4,4,4,4,20.7099303973784,"Alta"
"54459","8246_8",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"54460","8246_9",4,3,4,2,4,2,4,4,4,3,4,4,22.4362992959957,"Muy Alta"
"54461","8246_10",4,4,4,4,1,1,4,4,4,4,4,4,22.4788909793336,"Muy Alta"
"54462","8246_11",4,4,4,4,1,1,4,4,4,4,4,4,22.4788909793336,"Muy Alta"
"54463","8246_12",3,4,4,2,1,4,2,1,4,3,4,4,17.4202460946885,"Media"
"54464","8246_13",4,4,4,4,4,4,4,3,4,4,4,4,25.0972957386586,"Muy Alta"
"54465","8246_14",4,4,4,4,4,3,2,3,3,4,4,3,21.8971852789371,"Alta"
"54466","8246_15",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54467","8246_16",2,3,3,2,1,3,4,1,4,4,4,4,16.5698761391082,"Media"
"54468","8246_17",3,3,4,3,3,4,4,2,4,2,2,2,17.4227722839843,"Media"
"54469","8246_18",4,4,4,3,4,4,4,4,4,4,4,4,25.4102382793483,"Muy Alta"
"54470","8246_19",3,4,4,3,3,3,4,4,4,4,4,4,23.5083784240329,"Muy Alta"
"54471","8246_20",4,3,3,1,3,2,4,4,4,4,4,4,20.99891938035,"Alta"
"54472","8247_1",1,1,3,3,1,1,3,2,4,4,4,4,13.9417906269387,"Baja"
"54473","8247_3",3,1,4,1,4,1,4,3,4,4,4,4,19.0374944802872,"Alta"
"54474","8247_6",4,3,3,3,4,3,3,1,4,1,4,4,17.7223579190087,"Media"
"54475","8247_7",3,4,4,4,4,1,4,2,4,4,3,4,21.3997691238762,"Alta"
"54476","8247_8",3,2,3,1,2,1,4,4,4,4,4,4,18.284490601556,"Media"
"54477","8247_10",4,4,4,4,4,3,3,3,4,3,4,4,23.1988331255324,"Muy Alta"
"54478","8247_11",4,4,4,3,2,1,4,2,4,2,4,4,19.5019845814312,"Alta"
"54479","8247_12",4,4,4,2,4,2,3,2,4,4,4,4,21.6688113003298,"Alta"
"54480","8247_13",2,2,2,2,1,1,4,1,4,3,4,4,13.1221011460126,"Baja"
"54481","8247_14",4,4,4,1,3,1,4,1,4,3,4,4,19.119353259174,"Alta"
"54482","8247_15",4,4,3,2,1,1,4,3,4,4,3,1,17.3925923052986,"Media"
"54483","8247_16",3,3,2,2,1,1,3,4,4,3,3,4,15.6833340681541,"Media"
"54484","8247_17",3,4,4,1,4,1,2,1,4,2,2,2,14.3711780009047,"Baja"
"54485","8247_18",2,4,4,1,4,1,4,3,4,3,4,4,19.9602877200346,"Alta"
"54486","8247_19",4,3,4,3,3,1,4,3,4,4,4,3,21.2457153358402,"Alta"
"54487","8248_1",2,2,2,2,3,3,4,3,3,3,4,4,16.1859863192916,"Media"
"54488","8248_3",2,3,3,3,3,3,3,2,3,3,3,4,16.1931673184041,"Media"
"54489","8248_4",3,3,3,3,3,3,2,1,2,3,1,1,11.5121116990715,"Baja"
"54490","8248_6",2,3,3,3,3,3,3,2,4,4,4,4,18.6161788321568,"Alta"
"54491","8248_7",2,2,2,3,2,1,3,4,4,4,4,4,16.8740418498237,"Media"
"54492","8248_8",3,2,3,2,2,2,3,4,4,4,4,4,18.5473980483038,"Alta"
"54493","8248_9",4,4,2,2,2,1,2,1,4,3,2,1,12.5322208752903,"Baja"
"54494","8248_10",4,2,2,1,1,1,1,1,4,4,4,4,12.8017570249277,"Baja"
"54495","8248_11",1,2,2,1,1,1,4,1,4,4,1,1,8.792752467223,"Muy baja"
"54496","8248_12",4,2,2,2,2,1,4,1,4,4,4,4,16.0938236956495,"Media"
"54497","8248_14",3,3,3,1,1,1,2,2,4,4,4,4,15.3612511625525,"Media"
"54498","8248_15",1,1,1,1,1,1,4,1,4,3,2,2,7.50991224550041,"Muy baja"
"54499","8248_16",1,2,2,1,1,2,3,1,4,3,3,2,9.84336262926981,"Muy baja"
"54500","8248_18",2,4,4,1,2,1,4,1,4,3,4,1,15.435989603339,"Media"
"54501","8248_19",2,2,2,1,2,2,2,1,4,4,4,4,13.1331764215737,"Baja"
"54502","8248_20",4,3,3,2,2,2,4,3,4,4,3,4,19.1994991692819,"Alta"
"54503","8249_1",1,1,3,1,1,1,4,3,4,4,4,4,14.4368765572478,"Baja"
"54504","8249_2",4,4,3,1,1,1,1,1,4,4,4,4,15.4115550904493,"Media"
"54505","8249_3",4,4,3,1,1,1,1,2,4,4,4,4,16.2353218399605,"Media"
"54506","8249_4",2,3,4,1,1,1,2,3,4,4,4,4,16.4152087782581,"Media"
"54507","8249_5",2,4,3,3,1,1,4,1,4,4,4,4,17.0031675986741,"Media"
"54508","8249_6",1,4,4,3,1,1,3,1,4,3,4,1,14.3078614035928,"Baja"
"54509","8249_7",3,4,4,3,2,2,4,2,4,2,4,1,17.7204807809116,"Media"
"54510","8249_8",4,4,4,4,1,1,2,1,4,4,4,2,17.6402653442409,"Media"
"54511","8249_9",3,3,3,2,2,2,4,4,4,4,4,4,20.0529345702231,"Alta"
"54512","8249_10",2,4,2,3,2,1,4,4,4,4,4,4,19.1921472952216,"Alta"
"54513","8249_11",3,4,2,2,1,1,2,2,4,4,3,2,13.9344558828105,"Baja"
"54514","8249_12",1,4,4,2,1,1,2,1,4,3,4,4,14.5761548808472,"Baja"
"54515","8249_13",3,2,3,2,3,2,3,3,4,4,4,3,17.9352758705321,"Media"
"54516","8249_15",3,3,4,3,1,1,4,4,4,4,4,4,20.4010284946635,"Alta"
"54517","8249_16",1,3,3,2,2,1,4,3,4,1,3,2,13.2283175511716,"Baja"
"54518","8249_17",2,3,2,2,3,2,3,2,4,4,3,3,15.4008104697651,"Media"
"54519","8249_18",3,4,4,4,4,4,4,1,4,4,4,2,21.7139026975885,"Alta"
"54520","8249_19",4,4,2,2,2,2,4,4,4,3,4,4,19.8748684491889,"Alta"
"54521","8250_1",4,2,3,1,1,1,3,3,4,4,4,4,16.8198859393958,"Media"
"54522","8250_2",2,3,3,2,2,2,4,1,4,2,3,4,14.5221386088826,"Baja"
"54523","8250_3",3,4,4,4,3,1,1,1,4,1,4,4,16.2975653813092,"Media"
"54524","8250_4",4,3,3,2,2,2,2,3,4,3,4,3,17.3465627030433,"Media"
"54525","8250_5",3,3,3,2,2,2,4,2,4,4,4,4,18.4054010712007,"Media"
"54526","8250_7",4,4,4,1,1,1,1,2,4,4,4,4,17.2199820585249,"Media"
"54527","8250_8",3,4,2,1,1,1,4,2,4,4,3,4,15.7909570605481,"Media"
"54528","8250_9",3,4,4,2,2,1,4,4,4,4,4,4,21.405112875899,"Alta"
"54529","8250_10",4,4,4,3,3,3,3,2,4,2,3,3,19.1266252236641,"Alta"
"54530","8250_12",2,2,1,1,1,1,4,1,4,3,4,4,11.6266167186268,"Baja"
"54531","8250_13",3,3,3,3,3,3,4,4,4,4,4,4,21.7111492819899,"Alta"
"54532","8250_14",2,4,3,2,1,1,3,2,4,4,4,3,16.1324474460844,"Media"
"54533","8250_15",3,3,3,3,3,2,2,3,4,3,4,2,17.3145621312341,"Media"
"54534","8250_16",4,4,4,2,1,1,4,1,4,3,2,3,16.1665270323998,"Media"
"54535","8250_17",1,3,3,3,3,3,4,1,4,1,4,3,14.958882698922,"Media"
"54536","8250_18",4,2,3,3,2,1,4,4,4,4,3,2,18.2950801780911,"Media"
"54537","8250_20",4,4,2,1,1,1,4,4,4,4,4,4,18.9770979157405,"Alta"
"54538","8251_1",3,4,4,3,3,3,1,2,4,2,3,4,17.4769157692516,"Media"
"54539","8251_2",4,4,4,4,4,4,2,1,4,4,4,4,22.0638270427549,"Alta"
"54540","8251_3",1,3,3,4,4,1,3,3,4,4,4,4,19.0085384319636,"Alta"
"54541","8251_4",3,3,3,2,4,1,2,2,4,4,3,4,17.194956367309,"Media"
"54542","8251_5",4,4,3,4,4,4,1,1,3,3,4,4,18.7473257157971,"Alta"
"54543","8251_6",1,4,3,2,2,1,4,4,4,4,4,4,18.9115139525946,"Alta"
"54544","8251_7",4,4,4,4,4,4,4,4,4,3,4,4,25.1606183098513,"Muy Alta"
"54545","8251_8",2,2,3,3,2,2,3,4,4,4,4,4,18.3037529047552,"Media"
"54546","8251_10",4,2,4,4,4,2,1,1,4,4,2,3,16.7966488221839,"Media"
"54547","8251_11",3,4,4,2,4,2,1,3,4,4,4,1,18.8800882160729,"Alta"
"54548","8251_12",4,3,4,4,4,3,1,2,4,2,2,4,17.8478420697427,"Media"
"54549","8251_13",1,4,4,1,2,1,1,1,4,4,4,4,14.8351469184819,"Media"
"54550","8251_14",4,4,3,3,4,3,3,3,4,4,3,3,21.1889597778262,"Alta"
"54551","8251_15",2,3,2,1,1,1,3,3,4,4,4,4,15.13885593957,"Media"
"54552","8251_17",4,4,4,4,4,3,1,4,4,2,4,3,21.3855254050049,"Alta"
"54553","8251_19",3,3,3,1,1,1,3,1,4,4,3,3,13.9556189128432,"Baja"
"54554","8251_20",3,2,2,1,2,1,1,1,4,4,2,2,10.1999611418583,"Muy baja"
"54555","8252_1",3,4,3,2,2,3,3,3,3,4,4,3,18.4246955556439,"Media"
"54556","8252_2",3,4,3,2,2,2,3,3,4,3,3,3,17.3134918687925,"Media"
"54557","8252_3",4,3,4,3,1,2,3,1,4,4,4,4,18.4362808364264,"Alta"
"54558","8252_4",2,3,2,2,1,1,3,3,3,3,3,3,12.7359735397999,"Baja"
"54559","8252_5",3,3,3,2,2,2,4,1,2,4,1,4,13.4723616470211,"Baja"
"54560","8252_6",3,3,4,1,1,2,3,3,4,3,3,3,16.2724192884785,"Media"
"54561","8252_7",2,4,3,1,2,2,3,4,3,4,4,4,18.0288130024354,"Media"
"54562","8252_8",4,4,4,2,1,1,1,1,4,1,1,1,10.8012076869631,"Muy baja"
"54563","8252_9",4,4,4,3,1,1,4,4,4,4,4,4,21.9680667705121,"Alta"
"54564","8252_10",3,4,3,3,1,1,4,4,4,4,3,4,19.4447991957777,"Alta"
"54565","8252_11",3,4,4,3,3,3,1,2,4,4,4,2,18.8005519400108,"Alta"
"54566","8252_12",3,3,2,3,2,1,3,3,4,3,4,4,16.8568691978427,"Media"
"54567","8252_13",3,3,3,2,2,2,3,3,3,3,4,3,16.4066316174797,"Media"
"54568","8252_14",3,3,2,1,1,1,1,2,4,4,4,4,13.6836233455475,"Baja"
"54569","8252_16",3,3,3,2,2,2,4,1,3,3,3,3,14.667927713098,"Baja"
"54570","8252_18",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"54571","8252_19",3,3,2,1,1,3,3,4,4,4,4,4,17.6071937141853,"Media"
"54572","8252_20",2,1,1,2,2,3,4,1,4,3,4,4,12.9173133432821,"Baja"
"54573","8253_1",4,4,2,4,1,2,3,2,4,4,4,3,18.12342518627,"Media"
"54574","8253_2",3,3,3,3,3,3,3,2,4,2,3,3,16.5749267292511,"Media"
"54575","8253_3",2,4,4,1,1,1,3,1,4,3,4,4,15.5127676228365,"Media"
"54576","8253_4",2,4,3,1,1,1,4,3,4,4,4,4,17.6290526800537,"Media"
"54577","8253_5",3,2,3,3,3,3,4,2,4,4,2,2,16.7013806622112,"Media"
"54578","8253_6",2,4,4,2,2,2,4,4,4,4,4,4,21.095694359896,"Alta"
"54579","8253_7",1,4,4,3,1,1,3,2,4,4,4,4,17.364157615939,"Media"
"54580","8253_8",3,4,4,3,3,3,4,2,4,4,4,4,21.8608449250105,"Alta"
"54581","8253_9",4,4,2,2,1,1,4,4,4,4,4,4,19.487922124562,"Alta"
"54582","8253_10",3,2,3,3,2,1,3,4,4,4,4,4,18.6131714207581,"Alta"
"54583","8253_11",4,4,4,1,1,1,4,3,4,4,4,4,20.1226516033581,"Alta"
"54584","8253_12",2,3,3,1,1,1,2,4,4,4,4,4,16.2543153092049,"Media"
"54585","8253_13",1,4,4,1,1,1,4,2,4,4,4,4,17.0354767967368,"Media"
"54586","8253_14",4,4,3,1,1,1,4,1,4,4,4,2,16.5090676960937,"Media"
"54587","8253_16",4,4,3,2,3,1,4,4,4,4,4,4,21.877261676283,"Alta"
"54588","8253_17",4,2,2,2,2,2,4,1,4,4,4,1,15.0667892475,"Media"
"54589","8253_18",4,2,2,2,2,2,2,2,4,3,4,3,14.7255668114891,"Baja"
"54590","8253_19",4,3,2,2,2,2,3,4,4,3,4,2,17.3879417375919,"Media"
"54591","8253_20",4,2,1,1,2,1,1,3,4,2,2,2,10.0964154180493,"Muy baja"
"54592","8254_1",3,3,3,2,1,1,4,2,4,4,4,4,17.2580105682553,"Media"
"54593","8254_3",1,3,2,2,2,2,3,2,4,4,4,4,15.2188345494556,"Media"
"54594","8254_4",3,2,1,1,2,1,4,4,4,4,4,4,16.3151701644272,"Media"
"54595","8254_5",1,1,2,2,2,2,4,4,4,4,4,4,15.9341977999614,"Media"
"54596","8254_6",4,4,3,2,1,1,4,4,4,4,4,4,20.4725823431263,"Alta"
"54597","8254_7",2,2,1,1,1,1,4,2,4,4,4,4,13.2108276464565,"Baja"
"54598","8254_8",4,4,1,1,1,1,4,1,4,4,4,4,15.5211374486426,"Media"
"54599","8254_10",3,3,1,1,1,1,3,1,4,3,4,4,12.5006873960348,"Baja"
"54600","8254_12",2,3,2,1,1,1,2,2,3,4,4,4,12.7436922599839,"Baja"
"54601","8254_13",4,4,1,1,1,1,4,3,4,3,4,4,16.4082267693465,"Media"
"54602","8254_14",2,3,1,2,1,1,2,2,4,4,4,2,12.1668953921974,"Baja"
"54603","8254_15",3,4,1,1,2,1,4,3,4,4,4,4,17.1165412618733,"Media"
"54604","8254_16",4,2,3,3,2,1,4,3,4,4,4,4,19.2368416220577,"Alta"
"54605","8254_17",3,3,1,1,1,1,4,1,4,4,4,4,13.9540991727939,"Baja"
"54606","8254_18",4,2,1,1,1,1,3,3,4,4,4,4,14.8505655022671,"Media"
"54607","8254_19",4,4,1,1,1,1,4,4,4,4,4,4,17.9924376971762,"Media"
"54608","8254_20",4,3,3,2,2,2,4,3,4,4,4,4,19.9836371730819,"Alta"
"54609","8255_1",1,4,1,1,1,1,1,3,4,4,4,4,12.8263600952328,"Baja"
"54610","8255_3",2,3,1,1,1,1,1,1,3,4,2,2,7.69263149618993,"Muy baja"
"54611","8255_4",4,4,4,1,2,2,3,2,4,4,4,2,18.7719175686739,"Alta"
"54612","8255_5",3,2,2,1,1,1,1,1,4,1,1,1,5.94145584168566,"Muy baja"
"54613","8255_6",4,4,4,4,4,4,4,1,4,4,4,4,23.4497622396362,"Muy Alta"
"54614","8255_7",3,1,3,3,4,3,2,4,4,1,4,4,17.1210833697742,"Media"
"54615","8255_8",2,3,4,3,3,3,3,3,3,3,3,3,17.5108991916408,"Media"
"54616","8255_9",3,2,3,2,1,1,3,2,4,4,1,1,11.9279747504194,"Baja"
"54617","8255_10",2,4,4,1,2,1,3,1,4,3,2,3,14.156136186976,"Baja"
"54618","8255_11",3,3,3,3,3,3,3,3,4,4,4,4,20.194414934038,"Alta"
"54619","8255_12",4,4,4,2,4,4,1,2,3,2,3,2,17.0081318944337,"Media"
"54620","8255_13",3,3,3,3,3,3,4,3,4,4,4,4,20.8873825324787,"Alta"
"54621","8255_14",3,3,3,3,3,2,1,2,3,3,3,2,14.135260447848,"Baja"
"54622","8255_16",4,3,3,4,4,2,3,4,3,3,4,4,20.9018905649993,"Alta"
"54623","8255_17",4,4,4,2,4,1,4,4,4,4,4,4,23.5642615614257,"Muy Alta"
