"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"54624","8255_18",2,1,3,2,2,2,4,4,3,3,4,4,16.0344538609431,"Media"
"54625","8255_19",2,3,4,3,1,1,4,4,4,4,4,4,19.6465591422934,"Alta"
"54626","8255_20",3,4,4,4,4,4,4,1,4,1,4,1,18.9418750677942,"Alta"
"54627","8256_1",2,2,3,2,2,2,3,3,3,3,3,3,14.055455337831,"Baja"
"54628","8256_2",3,4,3,3,4,1,4,2,4,3,4,4,19.9279785219719,"Alta"
"54629","8256_3",4,4,2,2,4,1,1,1,4,4,4,2,16.0633478907637,"Media"
"54630","8256_6",1,2,2,2,2,1,4,4,4,3,4,4,15.5412717087545,"Media"
"54631","8256_8",1,2,1,1,1,1,3,3,4,4,4,4,12.5871574451569,"Baja"
"54632","8256_10",3,2,1,1,3,1,4,1,4,2,1,1,9.20082192991844,"Muy baja"
"54633","8256_12",3,4,4,2,3,2,3,1,4,2,2,2,15.3176809779555,"Media"
"54634","8256_13",1,2,2,1,2,2,1,3,4,1,4,4,11.05194043483,"Muy baja"
"54635","8256_15",2,1,1,1,1,1,4,2,4,4,4,4,12.3982587229779,"Baja"
"54636","8256_16",2,2,2,1,1,2,4,2,4,4,4,4,14.6405387013879,"Baja"
"54637","8257_1",4,4,3,1,3,1,2,1,3,4,1,1,12.8062733944959,"Baja"
"54638","8257_2",4,4,1,3,3,1,4,1,3,3,4,1,14.8365064049729,"Media"
"54639","8257_3",2,3,3,2,2,2,4,1,4,2,2,1,12.2659153205659,"Baja"
"54640","8257_4",2,4,1,1,1,1,4,1,4,1,1,1,7.9063669130305,"Muy baja"
"54641","8257_5",3,2,1,1,2,1,1,1,3,3,2,1,7.08573231850236,"Muy baja"
"54642","8257_6",3,4,1,1,1,1,1,1,4,1,3,1,8.15020947767854,"Muy baja"
"54643","8257_7",4,4,4,3,3,3,4,4,4,4,2,1,21.2224864842863,"Alta"
"54644","8257_10",2,3,3,3,3,2,4,4,4,2,2,2,16.4410745393381,"Media"
"54645","8257_11",4,4,4,1,3,3,2,1,4,3,4,1,17.1514344505102,"Media"
"54646","8257_13",3,3,3,3,1,2,4,1,2,2,1,1,10.2878725481107,"Muy baja"
"54647","8257_14",1,1,1,1,2,1,1,1,2,2,1,1,2.34121317653099,"Muy baja"
"54648","8257_15",2,2,2,2,1,2,4,4,4,4,4,4,16.7988964092317,"Media"
"54649","8257_16",2,4,3,2,2,2,4,1,4,4,1,1,13.8152345968815,"Baja"
"54650","8257_17",3,3,2,2,2,2,4,1,4,2,1,1,11.2515864505716,"Baja"
"54651","8257_18",4,4,4,4,4,4,2,1,4,1,1,1,15.9579952118828,"Media"
"54652","8257_19",4,2,1,2,1,2,3,1,4,1,3,1,9.62135122516118,"Muy baja"
"54653","8257_20",3,1,1,1,2,1,4,2,4,4,4,2,12.8736775522485,"Baja"
"54654","8258_1",4,4,3,1,1,1,1,2,4,4,4,4,16.2353218399605,"Media"
"54655","8258_2",4,4,4,2,1,1,4,1,4,4,4,4,18.9859423131572,"Alta"
"54656","8258_3",4,4,2,1,1,1,3,3,4,4,4,4,17.4603635677887,"Media"
"54657","8258_4",2,3,2,1,1,2,1,1,2,4,4,4,10.7935794167649,"Muy baja"
"54658","8258_5",3,4,3,3,1,1,4,1,4,4,4,4,17.7576369510442,"Media"
"54659","8258_6",3,4,2,1,1,1,1,1,4,3,4,4,12.9119813411965,"Baja"
"54660","8258_8",1,2,2,2,2,2,4,4,4,4,4,4,16.74676672344,"Media"
"54661","8258_9",2,4,2,2,2,2,1,1,4,3,1,4,11.4633126891932,"Baja"
"54662","8258_10",1,4,1,1,3,1,1,1,4,2,4,4,11.0626175727302,"Baja"
"54663","8258_11",4,4,2,1,1,1,1,1,4,4,4,1,12.9548095873684,"Baja"
"54664","8258_14",1,1,1,1,1,1,4,4,4,4,4,2,12.3099326799524,"Baja"
"54665","8258_15",4,4,2,1,2,2,4,4,4,4,4,4,20.1244884186859,"Alta"
"54666","8258_16",2,3,1,1,1,1,3,3,4,4,4,4,14.1541957210056,"Baja"
"54667","8258_17",4,4,1,1,1,1,4,4,4,4,4,4,17.9924376971762,"Media"
"54668","8258_19",4,4,2,2,3,1,4,4,4,4,4,4,20.8926014577186,"Alta"
"54669","8258_20",4,3,1,1,1,1,4,3,4,4,4,4,16.3561020241864,"Media"
"54670","8258_21",1,4,1,1,1,1,1,3,3,3,4,4,11.1874865852802,"Baja"
"54671","8258_22",4,4,4,1,4,1,4,3,4,1,4,4,19.9483380681377,"Alta"
"54672","8259_1",3,4,3,1,2,1,4,4,4,4,4,4,19.9096284485132,"Alta"
"54673","8259_2",1,4,1,1,1,1,4,4,4,4,4,4,15.729029640066,"Media"
"54674","8259_3",1,4,1,1,1,1,4,1,4,1,4,4,10.9763968565771,"Muy baja"
"54675","8259_4",4,4,3,4,4,4,4,3,4,4,4,4,24.1126355200942,"Muy Alta"
"54676","8259_5",4,4,4,4,4,4,4,3,4,4,4,4,25.0972957386586,"Muy Alta"
"54677","8259_6",2,4,2,3,3,4,2,2,4,4,4,4,18.1961707749974,"Media"
"54678","8259_7",4,4,3,3,2,2,3,3,4,3,4,4,19.8536185286228,"Alta"
"54679","8259_8",2,4,3,2,4,3,4,4,4,4,4,4,21.9607643108554,"Alta"
"54680","8259_9",3,1,4,1,1,1,4,4,4,4,4,4,17.7542422300634,"Media"
"54681","8259_10",2,4,4,1,2,2,4,4,4,4,4,4,20.5848701510746,"Alta"
"54682","8259_11",3,4,3,3,4,1,2,4,4,4,3,4,20.1658829986313,"Alta"
"54683","8259_12",4,4,4,1,1,4,4,2,3,2,4,4,18.234719674677,"Media"
"54684","8259_13",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"54685","8259_14",4,2,2,1,4,3,4,1,4,4,4,4,17.8777804927189,"Media"
"54686","8259_15",4,2,2,1,1,1,4,4,4,3,4,4,16.5915158904648,"Media"
"54687","8259_16",4,2,1,1,2,1,4,4,4,4,4,4,17.0696395167972,"Media"
"54688","8259_17",4,4,3,3,3,3,4,2,4,4,4,4,21.6306540588162,"Alta"
"54689","8259_18",4,4,4,4,4,1,4,1,4,4,4,4,22.114609730535,"Alta"
"54690","8260_1",4,4,2,2,2,2,2,1,1,4,4,4,14.1427891871899,"Baja"
"54691","8260_2",4,4,2,2,2,2,2,4,4,4,4,4,19.249377430626,"Alta"
"54692","8260_3",3,4,3,2,1,1,4,4,4,4,4,4,19.7181129907563,"Alta"
"54693","8260_4",4,2,2,2,2,2,2,3,4,4,4,4,16.8004728341576,"Media"
"54694","8260_5",4,4,4,4,4,4,4,2,1,4,4,4,21.6382409942448,"Alta"
"54695","8260_6",4,2,4,4,4,2,4,4,1,4,4,4,20.7705349735758,"Alta"
"54696","8260_8",3,3,3,3,3,3,3,1,4,3,4,4,17.7864372566972,"Media"
"54697","8260_9",3,4,4,3,4,4,1,3,4,4,4,4,21.7530993821451,"Alta"
"54698","8260_11",4,4,4,4,4,2,4,3,3,3,3,3,21.2934874573329,"Alta"
"54699","8260_12",4,4,3,3,4,4,2,1,1,4,4,4,17.9330546204665,"Media"
"54700","8260_13",4,4,4,4,4,4,4,4,3,4,4,4,25.0426331565356,"Muy Alta"
"54701","8260_14",3,4,3,3,4,2,1,2,4,1,1,1,12.9487389104634,"Baja"
"54702","8260_15",4,4,1,1,4,4,4,2,4,4,4,4,19.78707570699,"Alta"
"54703","8260_16",1,4,4,2,4,4,1,1,4,4,4,4,18.0858029695612,"Media"
"54704","8260_17",4,3,4,4,4,4,4,1,4,4,4,4,22.6371933161576,"Muy Alta"
"54705","8260_18",2,4,4,4,4,4,3,3,3,4,3,4,21.2328221000436,"Alta"
"54706","8261_1",4,4,2,2,2,1,2,4,4,4,4,4,18.8043265942589,"Alta"
"54707","8261_3",1,3,3,1,1,1,3,1,4,4,4,4,13.721513306742,"Baja"
"54708","8261_4",2,4,1,1,1,1,4,4,4,4,4,3,15.9928038975972,"Media"
"54709","8261_5",2,4,1,1,1,1,4,2,4,4,4,3,14.3452703985748,"Baja"
"54710","8261_6",2,4,4,1,1,1,2,1,4,4,4,4,15.5802442027143,"Media"
"54711","8261_7",3,3,3,1,1,1,3,2,4,4,4,2,15.0728285713155,"Media"
"54712","8261_8",4,4,4,1,1,1,3,1,4,4,4,4,17.7821505058951,"Media"
"54713","8261_9",1,3,4,1,1,1,4,1,4,4,4,2,14.4177509340693,"Baja"
"54714","8261_10",4,2,4,2,1,1,3,2,4,4,4,4,17.4916036172705,"Media"
"54715","8261_11",4,4,4,1,1,1,1,3,4,3,3,1,15.027081341401,"Media"
"54716","8261_12",3,4,4,3,2,1,4,4,4,4,4,4,21.9159370847204,"Alta"
"54717","8261_14",3,4,4,2,1,1,1,2,4,2,1,2,12.1216443572616,"Baja"
"54718","8261_16",4,4,4,1,1,1,4,1,4,1,1,1,12.3692862734637,"Baja"
"54719","8261_17",2,4,1,1,1,1,4,4,4,4,4,3,15.9928038975972,"Media"
"54720","8261_18",3,4,3,2,1,1,4,3,4,4,4,4,18.8943462412451,"Alta"
"54721","8261_20",2,2,2,1,1,1,4,3,4,4,4,4,15.019254614532,"Media"
"54722","8261_21",2,4,3,1,1,1,4,4,4,4,4,4,18.4528194295648,"Alta"
"54723","8262_1",4,4,4,4,4,1,4,2,4,4,4,2,21.9569862903685,"Alta"
"54724","8262_2",2,2,2,2,2,2,2,3,3,3,3,3,12.377827520826,"Baja"
"54725","8262_3",2,4,4,4,4,4,4,2,2,4,4,3,20.5170365263001,"Alta"
"54726","8262_4",1,4,3,4,1,1,1,4,4,1,4,2,13.8891971837039,"Baja"
"54727","8262_5",1,4,3,4,1,1,4,1,4,4,3,3,15.4846893564866,"Media"
"54728","8262_6",3,4,4,3,3,1,4,4,4,4,4,4,22.6182767512988,"Muy Alta"
"54729","8262_7",3,4,2,3,4,3,2,3,3,1,3,4,16.0877958367003,"Media"
"54730","8262_8",2,4,4,1,1,1,3,4,4,4,4,2,17.7631218600108,"Media"
"54731","8262_9",2,4,4,3,3,2,2,3,4,3,3,2,17.5731839171071,"Media"
"54732","8262_10",4,4,4,4,3,4,4,2,4,4,2,4,22.002913314969,"Alta"
"54733","8262_11",3,4,1,3,3,1,3,1,4,4,4,4,16.5000282486314,"Media"
"54734","8262_12",4,4,4,4,4,4,4,1,1,3,4,2,19.0726398767375,"Alta"
"54735","8262_13",4,3,3,4,4,4,2,1,3,2,2,3,15.8083091100018,"Media"
"54736","8262_15",4,2,4,1,1,1,4,3,4,4,4,4,18.4975137564009,"Alta"
"54737","8262_16",3,4,4,3,3,3,2,2,4,4,4,4,20.4749097281292,"Alta"
"54738","8262_17",3,4,4,2,4,4,4,3,4,4,4,4,23.3211779686457,"Muy Alta"
"54739","8262_18",1,4,1,1,1,1,4,3,4,4,3,3,13.630429791916,"Baja"
"54740","8262_19",4,1,1,1,1,1,4,4,4,4,4,2,14.5733407370626,"Baja"
"54741","8262_20",3,3,3,3,3,3,4,2,2,4,4,4,18.3067571196992,"Media"
"54742","8263_1",3,3,1,1,1,1,2,2,2,1,3,4,8.56960152339999,"Muy baja"
"54743","8263_2",4,4,4,1,4,1,4,4,4,4,4,4,23.0534373526043,"Muy Alta"
"54744","8263_3",2,4,3,3,3,1,1,3,4,3,3,3,15.9412003585738,"Media"
"54745","8263_4",1,4,4,4,4,4,4,4,4,4,4,4,23.6576544310596,"Muy Alta"
"54746","8263_5",4,4,4,2,4,1,4,4,4,4,4,4,23.5642615614257,"Muy Alta"
"54747","8263_6",3,3,3,2,2,1,2,1,4,3,4,3,14.4995090152838,"Baja"
"54748","8263_7",4,4,1,1,3,1,1,1,4,4,4,4,14.8469139864772,"Media"
"54749","8263_9",3,4,1,1,1,1,4,1,4,4,4,4,14.7666680962726,"Media"
"54750","8263_10",1,4,3,1,3,1,2,1,4,2,2,1,10.684544316183,"Muy baja"
"54751","8263_11",4,3,1,1,4,3,4,2,4,4,4,4,18.5294559471443,"Alta"
"54752","8263_12",3,4,3,1,3,1,1,1,4,2,4,2,13.5594865249213,"Baja"
"54753","8263_13",2,4,4,2,2,2,4,1,4,4,4,4,18.6243941113625,"Alta"
"54754","8263_14",4,4,1,1,2,1,1,1,3,4,4,4,13.2661449882647,"Baja"
"54755","8263_15",4,4,4,2,4,2,4,4,4,4,4,4,24.0093123977928,"Muy Alta"
"54756","8263_16",3,1,1,1,1,1,4,4,4,4,4,4,14.8002615743703,"Media"
"54757","8263_17",2,2,2,2,4,2,4,4,3,4,4,4,18.0274860773325,"Media"
"54758","8263_18",2,4,3,2,2,2,2,3,4,4,4,4,17.9013321949391,"Media"
"54759","8263_19",2,3,3,3,3,1,3,3,2,4,4,4,16.7929852456655,"Media"
"54760","8263_20",4,4,4,4,3,2,3,3,4,3,4,3,21.5607475277481,"Alta"
"54761","8264_1",3,4,3,2,2,1,1,1,3,3,3,3,12.9565430048875,"Baja"
"54762","8264_2",4,4,4,4,4,2,3,4,4,4,4,3,23.8472981221561,"Muy Alta"
"54763","8264_3",4,4,1,2,4,1,3,1,3,3,4,3,15.3164444539668,"Media"
"54764","8264_4",1,3,3,3,3,2,1,1,1,4,4,4,12.5716687021246,"Baja"
"54765","8264_5",4,3,3,1,4,2,3,3,3,3,3,3,17.270818090385,"Media"
"54766","8264_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54767","8264_7",4,3,3,3,2,3,3,2,2,2,2,3,14.0860597479744,"Baja"
"54768","8264_8",2,3,2,2,2,2,2,1,3,3,3,2,11.0521678504434,"Muy baja"
"54769","8264_9",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54770","8264_11",4,4,4,4,4,4,4,4,1,4,4,2,22.3043843035895,"Muy Alta"
"54771","8264_15",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54772","8264_16",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54773","8264_17",4,2,2,2,2,2,2,2,4,4,4,3,15.4860109898075,"Media"
"54774","8264_18",3,3,2,1,2,1,4,1,1,1,1,1,6.89997923216208,"Muy baja"
"54775","8264_19",2,3,4,2,3,1,1,1,1,1,1,1,7.24909139699853,"Muy baja"
"54776","8265_1",4,2,3,1,1,1,1,1,1,1,4,4,8.86979671363415,"Muy baja"
"54777","8265_3",1,1,2,2,2,2,4,2,2,2,4,4,11.0089172810337,"Muy baja"
"54778","8265_4",1,1,1,1,1,1,3,3,4,2,4,4,10.2537001650414,"Muy baja"
"54779","8265_5",3,3,4,3,1,2,2,1,1,1,2,2,9.52255715847994,"Muy baja"
"54780","8265_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54781","8265_8",2,3,4,2,2,2,4,4,4,3,3,4,18.7385432542989,"Alta"
"54782","8265_10",4,4,4,2,3,3,4,1,4,1,4,4,18.9993907840926,"Alta"
"54783","8265_11",4,4,3,3,3,1,4,1,2,2,4,4,16.6390386166656,"Media"
"54784","8265_12",1,4,4,2,1,1,4,4,4,4,4,4,19.1938345045806,"Alta"
"54785","8265_13",4,4,4,3,3,1,4,4,4,4,4,1,21.9006608191522,"Alta"
"54786","8265_14",4,4,4,1,1,1,4,4,4,4,4,4,20.9464183528693,"Alta"
"54787","8265_16",2,4,4,4,2,1,4,1,4,2,4,4,17.6801033360013,"Media"
"54788","8265_17",4,4,4,4,4,3,4,4,4,4,4,4,25.4760116518027,"Muy Alta"
"54789","8265_18",4,4,4,3,1,3,4,2,4,4,4,4,21.2106349442239,"Alta"
"54790","8265_20",4,4,3,3,3,3,1,2,4,2,3,3,16.7560298082184,"Media"
"54791","8265_21",4,4,4,1,1,4,4,4,4,4,4,4,22.2815708619705,"Muy Alta"
"54792","8266_1",3,4,3,1,1,1,3,1,4,2,4,4,14.5221325783237,"Baja"
"54793","8266_2",3,4,1,1,1,1,3,2,4,3,4,4,14.1370230690246,"Baja"
"54794","8266_4",4,4,3,1,1,1,4,1,4,4,4,4,17.4904578857714,"Media"
"54795","8266_5",4,4,1,1,1,1,3,4,4,4,4,4,17.2994700987355,"Media"
"54796","8266_6",4,4,2,2,3,1,4,4,4,4,4,4,20.8926014577186,"Alta"
"54797","8266_7",3,4,4,3,3,1,4,2,3,4,4,4,20.0923139206422,"Alta"
"54798","8266_8",4,3,2,2,4,1,1,1,1,2,2,2,9.52632660814551,"Muy baja"
"54799","8266_9",4,3,3,2,2,1,4,3,3,4,4,4,18.6601570050807,"Alta"
"54800","8266_11",3,4,2,1,1,2,2,4,4,4,4,4,17.2817442028562,"Media"
"54801","8266_12",2,3,1,1,1,1,4,1,4,4,4,4,13.1996298204239,"Baja"
"54802","8266_13",1,4,1,1,1,1,4,2,4,3,4,4,13.3210519627252,"Baja"
"54803","8266_15",4,4,3,2,3,2,1,2,4,2,3,4,16.2908498578687,"Media"
"54804","8266_18",3,4,4,1,3,1,4,4,4,4,4,4,21.5966283336559,"Alta"
"54805","8266_19",1,4,2,1,1,1,4,4,4,4,4,4,16.7136898586304,"Media"
"54806","8266_20",1,4,1,1,1,1,4,4,4,4,4,4,15.729029640066,"Media"
"54807","8267_1",1,4,3,1,1,1,1,3,4,2,4,4,13.2747921757246,"Baja"
"54808","8267_3",4,4,3,1,1,1,4,4,4,3,4,4,19.2013139559865,"Alta"
"54809","8267_4",2,4,3,2,2,1,3,3,4,4,4,4,18.1492489570127,"Media"
"54810","8267_6",4,2,4,1,3,1,2,4,4,4,4,4,19.3400246421874,"Alta"
"54811","8267_7",2,1,4,4,4,1,4,3,4,4,4,4,19.8154977543815,"Alta"
"54812","8267_8",3,4,4,4,4,1,4,3,4,3,4,4,22.2472296988689,"Muy Alta"
"54813","8267_9",4,4,4,4,4,1,4,4,4,4,4,4,24.5859099790686,"Muy Alta"
"54814","8267_10",1,4,4,4,4,1,4,4,4,4,4,4,22.3225019219584,"Muy Alta"
"54815","8267_11",4,4,4,1,1,1,2,3,4,4,4,4,18.7367164064768,"Alta"
"54816","8267_13",1,4,4,1,3,1,1,1,4,4,4,4,15.5374865850603,"Media"
"54817","8267_14",2,4,4,1,3,1,1,1,4,4,4,4,16.2919559374303,"Media"
"54818","8267_15",4,4,4,1,1,1,4,3,4,3,4,3,18.8715123302008,"Alta"
"54819","8267_16",3,4,4,1,3,1,3,1,4,4,4,4,18.4323604866817,"Media"
"54820","8267_17",1,3,4,1,2,1,4,4,4,4,4,4,18.5727810388589,"Alta"
"54821","8267_19",3,4,4,2,4,1,4,2,4,2,3,4,18.8572323495964,"Alta"
"54822","8267_20",3,4,4,2,3,1,4,3,4,3,4,3,20.0325465198088,"Alta"
"54823","8268_1",4,3,4,3,3,3,4,4,4,4,4,4,23.4502788529243,"Muy Alta"
"54824","8268_2",3,3,4,4,4,4,4,4,4,4,4,4,24.3540242123211,"Muy Alta"
"54825","8268_3",3,4,4,4,4,4,3,2,4,4,4,4,22.8260920383367,"Muy Alta"
"54826","8268_4",3,3,3,3,3,3,4,2,4,4,4,4,20.0636157829675,"Alta"
"54827","8268_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54828","8268_6",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54829","8268_7",3,3,3,3,3,3,3,3,4,4,4,4,20.194414934038,"Alta"
"54830","8268_8",3,3,2,1,1,1,4,1,4,2,4,4,13.4178710347214,"Baja"
"54831","8268_9",4,4,4,1,1,1,4,3,4,4,3,4,19.3385135995581,"Alta"
"54832","8268_10",4,4,2,1,1,1,4,4,4,4,4,4,18.9770979157405,"Alta"
"54833","8268_11",2,4,2,1,1,1,4,1,4,2,4,4,13.47597060583,"Baja"
"54834","8268_12",4,4,2,1,2,1,4,1,4,3,4,4,16.4476931554669,"Media"
"54835","8268_13",2,2,1,1,2,2,3,3,4,3,3,1,11.4723498338373,"Baja"
"54836","8268_14",1,3,3,3,3,3,4,4,4,4,4,4,20.2022105772498,"Alta"
"54837","8268_15",1,2,2,2,2,2,2,2,4,3,4,4,12.9528538492178,"Baja"
"54838","8268_16",1,2,1,1,1,1,1,2,4,4,4,4,10.3774554987644,"Muy baja"
"54839","8268_17",4,2,2,2,2,2,4,3,4,4,4,4,18.1864080310389,"Media"
"54840","8268_18",4,4,4,4,4,4,4,4,3,4,4,4,25.0426331565356,"Muy Alta"
"54841","8268_19",4,2,4,2,2,2,4,2,4,4,4,4,19.3319617186565,"Alta"
"54842","8268_20",2,2,2,2,3,2,2,2,4,4,3,4,14.3859690426846,"Baja"
"54843","8269_1",1,1,1,1,1,1,4,4,4,4,4,4,13.2913228696302,"Baja"
"54844","8269_3",4,3,3,1,2,1,3,3,4,4,4,4,18.3347945294528,"Media"
"54845","8269_4",2,1,1,1,1,1,3,1,4,3,4,3,9.63038510186867,"Muy baja"
"54846","8269_5",3,3,3,1,3,1,4,2,4,4,4,4,18.1518656925906,"Media"
"54847","8269_6",1,4,3,1,2,2,3,1,3,4,4,4,14.8030434015318,"Media"
"54848","8269_7",2,3,3,1,3,1,4,3,4,4,4,4,18.2211630897317,"Media"
"54849","8269_9",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"54850","8269_10",1,2,2,1,1,1,4,4,4,4,4,4,15.0885520116732,"Media"
"54851","8269_11",4,4,4,1,1,1,1,1,4,4,3,1,14.1399920206971,"Baja"
"54852","8269_12",1,3,2,2,2,2,3,2,2,4,4,4,13.4619758861872,"Baja"
"54853","8269_14",1,3,3,3,2,2,2,2,3,3,4,4,14.382477868448,"Baja"
"54854","8269_15",2,4,4,1,1,3,1,1,4,4,4,4,15.7773782770078,"Media"
"54855","8269_17",1,4,2,1,1,1,4,3,4,3,3,4,14.3453409270008,"Baja"
"54856","8269_19",2,3,2,3,2,2,2,3,4,4,4,4,16.6149272617175,"Media"
"54857","8270_1",2,3,3,2,3,1,3,4,4,4,3,4,18.0786484458236,"Media"
"54858","8270_3",1,3,1,1,1,1,2,2,4,4,4,4,11.8829920206837,"Baja"
"54859","8270_4",3,3,3,2,2,2,4,3,4,4,3,2,17.4636396272342,"Media"
"54860","8270_5",4,4,4,4,4,3,4,2,4,4,2,2,21.2788119555026,"Alta"
"54861","8270_6",3,3,4,3,1,1,4,4,4,4,4,4,20.4010284946635,"Alta"
"54862","8270_7",1,3,3,2,1,1,4,4,4,4,3,3,16.1217722638987,"Media"
"54863","8270_8",4,4,3,2,4,1,3,2,4,3,3,2,17.7131278736021,"Media"
"54864","8270_9",2,3,1,1,1,1,4,2,4,3,4,4,13.2629523916166,"Baja"
"54865","8270_10",3,3,2,2,2,3,1,2,4,4,3,2,14.0213607002036,"Baja"
"54866","8270_12",3,2,2,2,1,1,4,4,4,3,4,3,15.8571756520774,"Media"
"54867","8270_13",3,4,2,3,3,2,4,1,4,4,3,3,17.3478738033646,"Media"
"54868","8270_14",2,4,1,2,1,1,4,3,4,4,4,4,16.1705564517463,"Media"
"54869","8270_15",4,3,3,2,1,1,1,2,4,4,3,2,14.1680489318256,"Baja"
"54870","8270_16",3,3,2,2,2,1,3,4,1,4,1,4,12.9425539105483,"Baja"
"54871","8270_17",4,4,2,2,1,1,3,3,4,4,4,4,17.9711877766101,"Media"
"54872","8270_19",2,4,2,3,2,2,4,2,4,3,4,3,16.738525359409,"Media"
"54873","8270_20",3,1,1,1,1,1,4,1,4,4,4,4,12.3289613258367,"Baja"
"54874","8271_1",4,3,3,2,2,1,3,4,4,4,4,3,19.1786903929465,"Alta"
"54875","8271_2",2,3,3,2,3,1,3,1,4,4,4,4,16.3914862010901,"Media"
"54876","8271_3",1,3,2,2,2,2,2,3,4,3,3,2,12.8236613287299,"Baja"
"54877","8271_4",2,4,3,2,2,1,3,1,4,4,4,1,15.0296301734738,"Media"
"54878","8271_5",2,3,4,3,2,2,3,2,4,4,4,3,17.9627534529369,"Media"
"54879","8271_6",3,4,4,2,1,1,4,2,3,3,4,4,17.4163662003457,"Media"
"54880","8271_7",3,4,4,3,1,1,3,2,4,4,4,4,18.8730963206791,"Alta"
"54881","8271_8",3,4,2,2,1,1,3,4,4,4,3,2,16.2749569802735,"Media"
"54882","8271_9",2,3,4,2,1,1,4,1,4,2,4,2,14.1621561386238,"Baja"
"54883","8271_10",3,3,4,3,1,1,4,2,4,4,4,4,18.7534949956411,"Alta"
"54884","8271_11",2,4,4,3,2,2,4,1,4,2,4,1,16.1422446790304,"Media"
"54885","8271_13",2,2,2,2,1,1,1,1,3,3,3,1,7.9085457307398,"Muy baja"
"54886","8271_14",4,4,4,4,3,2,4,1,3,1,3,1,16.4413357454176,"Media"
"54887","8271_15",3,2,3,2,2,2,4,1,4,1,4,3,13.9970377684167,"Baja"
"54888","8271_17",2,2,2,1,1,1,3,4,4,1,2,2,10.3190550333694,"Muy baja"
"54889","8271_18",4,4,4,1,1,1,4,3,4,3,4,2,18.3808172353619,"Media"
"54890","8271_20",1,1,3,1,1,1,4,2,4,1,2,2,8.78211107550343,"Muy baja"
"54891","8272_1",2,3,3,1,1,1,4,1,4,4,4,3,14.6782551627138,"Baja"
"54892","8272_3",2,3,3,2,2,1,1,2,4,1,2,2,10.2959793549084,"Muy baja"
"54893","8272_5",4,4,4,3,2,2,3,2,4,4,4,4,20.7749561759945,"Alta"
"54894","8272_6",3,1,1,1,1,1,4,3,4,4,4,4,13.9764948248591,"Baja"
"54895","8272_7",3,2,3,2,2,2,4,4,4,1,3,3,15.6842000131502,"Media"
"54896","8272_9",4,4,2,1,1,1,1,4,4,1,1,1,10.7923632895465,"Muy baja"
"54897","8272_10",3,2,2,4,4,1,4,1,4,3,4,4,17.0052379157605,"Media"
"54898","8272_11",3,4,3,2,2,2,3,2,3,4,4,2,16.6651828749267,"Media"
"54899","8272_12",1,4,4,2,1,1,3,1,4,3,4,1,13.7970371947713,"Baja"
"54900","8272_13",4,4,2,1,1,1,4,4,4,1,4,1,15.2236800962686,"Media"
"54901","8272_14",2,1,4,1,1,1,4,4,4,4,4,4,16.9997728776934,"Media"
"54902","8272_15",4,4,3,2,4,4,4,1,1,1,2,2,13.9771668762933,"Baja"
"54903","8272_16",4,4,4,4,4,4,4,3,4,1,4,4,22.8159632037032,"Muy Alta"
"54904","8272_17",3,4,3,3,1,1,4,4,4,4,4,4,20.2289371995777,"Alta"
"54905","8272_18",3,3,2,2,3,3,4,2,4,2,4,4,17.0472429989448,"Media"
"54906","8272_20",3,4,3,4,3,3,3,1,3,1,3,2,14.9449845072484,"Media"
"54907","8273_1",4,2,1,3,2,1,4,2,4,2,4,4,14.9228660787808,"Media"
"54908","8273_2",3,3,1,1,1,1,3,3,4,3,3,4,13.3640828912572,"Baja"
"54909","8273_3",4,4,1,1,1,1,4,4,4,4,4,4,17.9924376971762,"Media"
"54910","8273_4",3,1,1,2,3,3,3,3,1,1,3,2,9.40698371779491,"Muy baja"
"54911","8273_5",4,4,1,1,1,1,4,1,4,4,4,4,15.5211374486426,"Media"
"54912","8273_6",4,2,1,1,1,1,3,1,4,4,4,4,13.2030320032447,"Baja"
"54913","8273_7",4,4,4,3,1,1,1,3,4,4,3,3,17.7905641270401,"Media"
"54914","8273_8",4,4,1,1,1,1,3,1,4,4,4,3,14.3374747553631,"Baja"
"54915","8273_9",2,2,1,1,1,1,4,3,4,4,4,4,14.0345943959676,"Baja"
"54916","8273_10",4,4,1,2,2,1,3,2,4,3,4,4,16.1046562967944,"Media"
"54917","8273_11",2,3,2,2,2,1,3,3,3,3,3,3,13.4383132063782,"Baja"
"54918","8273_12",1,3,1,3,3,4,2,4,4,4,4,4,17.2920057796067,"Media"
