vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
73_4,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
73_5,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
74_2,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
74_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Baja
74_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
75_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
75_2,Media,Alta,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
75_3,Muy baja,Alta,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
75_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
76_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
76_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
76_3,Media,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
76_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
76_5,Muy Alta,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
77_1,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
77_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Baja
77_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
77_4,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Muy Alta,Muy Alta
77_5,Baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
78_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
78_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
78_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
78_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
79_1,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
79_2,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
79_3,Baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
79_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
79_5,Media,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
80_1,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
80_2,Muy baja,Media,Alta,Baja,Muy Alta,Baja,Muy baja,NA
80_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
80_4,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
80_5,Media,Baja,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
81_1,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
81_2,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy baja
81_3,Baja,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
81_4,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
81_5,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Muy Alta,Muy baja
82_1,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Baja
82_2,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Baja
82_3,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
83_1,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
83_3,Media,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
83_4,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
84_1,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Media,Baja
84_2,Baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
84_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
84_5,Baja,Media,Muy Alta,Baja,NA,Baja,Baja,NA
85_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
85_2,Baja,Media,Muy Alta,Media,NA,Baja,Muy Alta,Baja
85_3,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
85_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
85_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
86_1,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
86_2,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Muy baja,NA
86_3,Muy baja,Media,Alta,Alta,Muy Alta,Baja,Baja,NA
86_4,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Media
86_5,Media,Media,Alta,Baja,Muy Alta,Baja,Baja,NA
87_1,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
87_2,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
87_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
87_4,Media,Alta,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
87_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
88_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
88_3,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Media,Baja
88_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
88_5,Media,Media,Muy Alta,Alta,NA,Alta,Baja,NA
89_1,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
89_2,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
89_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
89_4,Media,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
89_5,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
90_2,Muy baja,Alta,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
90_3,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
90_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
90_5,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Media,Alta
91_1,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
91_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
91_4,Muy baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
91_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
92_1,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
92_2,Media,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Muy baja
92_3,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
92_4,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
92_5,Muy Alta,Baja,Media,Media,Muy Alta,Alta,Baja,NA
93_1,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Baja
93_2,Muy baja,Media,Muy Alta,Media,NA,Baja,Muy Alta,Muy Alta
93_3,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
93_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
93_5,Muy baja,Media,Muy Alta,Baja,NA,Alta,Baja,NA
94_1,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Muy baja,NA
94_3,Media,Muy Alta,Muy Alta,Muy Alta,NA,Alta,Baja,NA
94_5,Media,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Alta
95_1,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Muy baja
95_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
95_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
95_4,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
95_5,Muy baja,Media,Muy Alta,Baja,NA,Alta,Muy Alta,Baja
96_1,Baja,Media,Muy Alta,Alta,Media,Alta,Media,Muy baja
96_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
96_3,Baja,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
96_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
96_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
97_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
97_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
97_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
97_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
98_1,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Baja
98_2,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
98_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
98_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
98_5,Muy Alta,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Alta
99_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
99_2,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
99_3,Media,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
99_4,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
99_5,Media,Media,Muy Alta,Media,NA,Baja,Muy Alta,Media
100_1,Media,Media,Muy Alta,Alta,NA,Baja,Baja,NA
100_2,Baja,Alta,Muy Alta,Alta,NA,Baja,Muy Alta,Media
100_3,Media,Alta,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
100_4,Media,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
101_1,Muy baja,Media,Muy Alta,Baja,NA,Baja,Muy Alta,Baja
101_2,Media,Alta,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
101_3,Media,Media,Muy Alta,Alta,NA,Baja,Baja,NA
101_4,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
101_5,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
102_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Media
102_2,Muy Alta,Media,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
102_3,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
102_4,Media,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
102_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
103_1,Baja,Media,Alta,Alta,NA,Alta,Muy Alta,Media
103_2,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
103_3,Alta,Media,Muy Alta,Alta,Baja,Alta,Media,Muy baja
103_4,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Baja,NA
103_5,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
104_1,Media,Baja,Alta,Media,NA,Alta,Alta,Baja
104_2,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Baja,NA
104_3,Muy Alta,Baja,Alta,Baja,NA,Baja,Muy Alta,Media
104_4,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Alta
104_5,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta
105_1,Media,Media,Alta,Muy Alta,NA,Baja,Muy baja,NA
105_2,Media,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
105_3,Muy baja,Media,Alta,Muy Alta,NA,Alta,Baja,NA
105_4,Baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
105_5,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
106_1,Media,Media,Alta,Alta,Muy Alta,Baja,Muy baja,NA
106_2,Baja,Media,Muy Alta,Media,NA,Baja,Muy Alta,Muy baja
106_4,Muy baja,Media,Alta,Media,Muy Alta,Alta,Baja,NA
106_5,Baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
107_2,Muy baja,Media,Alta,Media,NA,Alta,Baja,NA
107_4,Muy baja,Media,Muy Alta,Baja,NA,Baja,Muy Alta,Media
107_5,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
108_1,Muy baja,Media,Muy Alta,Baja,NA,Alta,Alta,Muy baja
108_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
108_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy baja
108_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
108_5,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
109_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
109_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
109_5,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
110_2,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
110_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
110_4,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Baja
110_5,Muy Alta,Media,Muy Alta,Media,NA,Baja,Muy Alta,Media
111_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
111_3,Alta,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy baja
111_4,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Alta,Baja
111_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
112_1,Media,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
112_3,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
112_4,Muy Alta,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
113_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
113_2,Muy Alta,Alta,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
113_3,Media,Alta,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
113_4,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
113_5,Baja,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
114_1,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
114_2,Muy baja,Baja,Muy Alta,Baja,NA,Alta,Muy Alta,Muy baja
114_3,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
114_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
114_5,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
115_1,Baja,Media,Muy Alta,Media,Muy Baja,Baja,Alta,Alta
115_2,Media,Media,Muy Alta,Muy Alta,Alta,Alta,Muy Alta,Baja
115_3,Muy baja,Media,Muy Alta,Media,Alta,Baja,Media,Alta
115_4,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
115_5,Baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Media
116_1,Media,Media,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
116_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
116_3,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Baja
116_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
117_1,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
117_3,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,Media
117_4,Baja,Baja,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
117_5,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
118_1,Alta,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
118_2,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Baja
118_5,Baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
119_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
119_2,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
119_3,Muy Alta,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
119_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
119_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
120_1,Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
120_2,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Baja
120_3,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
120_4,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Alta,Muy baja
120_5,Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Alta
121_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
121_2,Media,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
121_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
121_5,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
122_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
122_2,Media,Media,Muy Alta,Alta,Baja,Baja,Media,Media
122_3,Baja,Media,Muy Alta,Alta,NA,Alta,Media,Media
122_4,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
122_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Baja
123_2,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
123_3,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
123_5,Media,Media,Muy Alta,Media,NA,Baja,Muy Alta,Media
124_2,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
124_3,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
124_4,Baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
124_5,Muy baja,Media,Muy Alta,Media,NA,Alta,Media,Media
125_1,Muy Alta,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
125_3,Muy baja,Alta,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
125_4,Baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
125_5,Media,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
126_1,Muy baja,Baja,Muy Alta,Media,NA,Baja,Baja,NA
126_2,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Alta
126_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
127_2,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
127_3,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Media
127_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
128_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Media,Media
128_2,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
128_3,Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
128_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
128_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Media
129_1,Media,Media,Muy Alta,Media,Media,Alta,Media,Muy baja
129_2,Media,Media,Muy Alta,Muy Alta,Alta,Alta,Media,Muy baja
129_3,Media,Baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
129_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
129_5,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
130_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
130_2,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy baja,NA
130_3,Muy baja,Baja,Muy Alta,Alta,Alta,Baja,Media,Media
130_4,Media,Media,Muy Alta,Muy Alta,Baja,Alta,Media,Baja
130_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Muy baja
131_1,Muy baja,Media,Muy Alta,Alta,Alta,Alta,Media,Media
131_2,Muy baja,Media,Muy Alta,Media,NA,Baja,Media,Media
131_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
131_4,Media,Media,Muy Alta,Media,NA,Baja,Muy Alta,Baja
131_5,Alta,Baja,Muy Alta,Alta,NA,Alta,Muy baja,NA
132_1,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy baja,NA
132_2,Muy baja,Baja,Muy Alta,Media,NA,Baja,Media,Muy Alta
132_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
132_4,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
132_5,Muy baja,Media,Muy Alta,Muy baja,NA,Baja,Alta,Alta
133_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
133_2,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
133_3,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Muy baja
133_4,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Baja
133_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,Baja
134_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
134_2,Muy baja,Media,Muy Alta,Alta,Alta,Alta,Media,Muy baja
134_4,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
134_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
135_1,Media,Baja,Muy Alta,Alta,Media,Baja,Media,Muy Alta
135_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
135_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy Alta
136_1,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
136_2,Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
136_3,Muy Alta,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
136_4,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
136_5,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
137_1,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
137_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
137_3,Media,Media,Muy Alta,Muy Alta,NA,Baja,Baja,NA
137_4,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
137_5,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
138_1,Muy Alta,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
138_4,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Media
138_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
139_1,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Baja
139_2,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
139_3,Baja,Media,Muy Alta,Alta,NA,Alta,Muy baja,NA
139_4,Baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
139_5,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
140_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Media
140_3,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
140_4,Muy baja,Alta,Muy Alta,Media,Muy Alta,Alta,Baja,NA
141_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
141_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
141_3,Muy baja,Baja,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
141_4,Media,Media,Muy Alta,Muy Alta,Media,Alta,Media,Muy baja
141_5,Media,Media,Muy Alta,Muy Alta,Media,Alta,Media,Muy baja
142_1,Media,Media,Muy Alta,Alta,NA,Alta,Alta,Alta
142_2,Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
142_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
142_4,Media,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
142_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
143_1,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
143_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
143_4,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
143_5,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
144_1,Muy baja,Media,Muy Alta,Muy Alta,Alta,Baja,Media,Muy baja
144_4,Muy baja,Media,Muy Alta,Alta,Media,Baja,Media,Media
144_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Baja
145_1,Muy baja,Media,Muy Alta,Alta,Baja,Baja,Media,Baja
145_3,Muy baja,Media,Muy Alta,Muy Alta,Alta,Alta,Media,Muy baja
146_1,Muy Alta,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Media
146_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
146_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
146_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
146_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
147_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
147_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Media
147_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
147_4,Muy baja,Media,Muy Alta,Muy baja,Media,Baja,Media,Media
147_5,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
148_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
148_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
148_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
148_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
148_5,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
149_1,Baja,Baja,Muy Alta,Media,Muy Alta,Alta,Alta,Baja
