vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
5837_1,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5837_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5837_3,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5837_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5838_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Media
5838_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
5838_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Alta,Media
5838_5,Muy baja,Media,Media,Baja,Media,Baja,Media,Alta
5839_1,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5839_2,Muy baja,Media,Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5839_3,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5839_4,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5839_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
5840_2,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
5840_3,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
5840_4,Muy baja,Media,Muy Alta,Alta,NA,Baja,Muy Alta,Baja
5841_1,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
5841_2,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy Alta
5841_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5841_4,Baja,Media,Alta,Media,Muy Alta,Alta,Muy baja,NA
5841_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5842_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Muy Alta
5842_2,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
5842_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5843_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Baja
5843_3,Media,Baja,Muy Alta,Muy Alta,NA,Baja,Baja,NA
5843_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5843_5,Baja,Media,Muy Alta,Alta,Alta,Baja,Media,Muy baja
5844_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5844_3,Media,Media,Muy Alta,Media,NA,Baja,Baja,NA
5844_4,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
5844_5,Media,Media,Media,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5845_1,Muy baja,Media,Muy Alta,Alta,Alta,Baja,Media,Media
5845_3,Muy baja,Media,Alta,Alta,Muy Alta,Baja,Baja,NA
5845_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5845_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5846_1,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5846_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,Muy baja
5846_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5846_4,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5846_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Alta,Muy Alta
5847_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Media
5847_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Baja
5847_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Alta,Baja
5847_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
5848_1,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
5848_2,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy baja,NA
5848_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
5848_5,Baja,Media,Alta,Alta,Muy Alta,Alta,Alta,Media
5849_1,Muy baja,Alta,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
5849_2,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5849_3,Baja,Media,Alta,Alta,Muy Alta,Alta,Muy baja,NA
5849_4,Muy Alta,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Alta
5849_5,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Alta,Baja
5850_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
5850_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5850_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5850_4,Muy baja,Media,Alta,Media,Muy Alta,Baja,Baja,NA
5851_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5851_2,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
5851_3,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5851_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Muy baja
5851_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Baja
5852_1,Muy baja,Baja,Media,Muy Alta,Muy Alta,Alta,Baja,NA
5852_2,Muy baja,Baja,Muy Alta,Alta,NA,Alta,Alta,Muy baja
5852_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5852_5,Muy baja,Media,Muy Alta,Muy baja,NA,Baja,Muy baja,NA
5853_1,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
5853_2,Media,Media,Alta,Media,Muy Alta,Baja,Muy Alta,Alta
5853_3,Muy Alta,Baja,Media,Alta,Muy Alta,Baja,Alta,Alta
5853_4,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5853_5,Baja,Baja,Alta,Media,NA,Baja,Alta,Alta
5854_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5854_2,Baja,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
5854_3,Muy Alta,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5854_4,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Baja,NA
5854_5,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,Alta
5855_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5855_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5855_3,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
5855_4,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5855_5,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Alta,Alta,Media
5856_2,Media,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Muy baja
5856_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5856_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5856_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5857_1,Media,Media,Muy Alta,Media,NA,Baja,Alta,Baja
5857_2,Muy baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
5857_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5857_4,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5858_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5858_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5859_1,Media,Baja,Media,Muy Alta,Muy Alta,Baja,Baja,NA
5859_2,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5859_3,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
5859_4,Media,Baja,Media,Alta,Muy Alta,Baja,Muy baja,NA
5859_5,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5860_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5860_2,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5860_3,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
5860_4,Media,Media,Muy Alta,Media,NA,Baja,Baja,NA
5860_5,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5861_1,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
5861_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5861_3,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Media
5861_4,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
5861_5,Muy baja,Media,Alta,Alta,Muy Alta,Baja,Alta,Alta
5862_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5862_3,Muy Alta,Media,Muy Alta,Media,NA,Alta,Media,Alta
5862_4,Media,Baja,Muy Alta,Alta,Alta,Alta,Media,Media
5862_5,Muy baja,Media,Muy Alta,Alta,Alta,Baja,Media,Muy Alta
5863_1,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy baja
5863_2,Media,Media,Muy Alta,Alta,NA,Alta,Baja,NA
5863_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,Baja
5863_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5863_5,Media,Media,Muy Alta,Alta,NA,Alta,Baja,NA
5864_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5864_3,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
5865_1,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
5865_2,Muy baja,Alta,Muy Alta,Alta,Alta,Alta,Media,Muy baja
5865_4,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Alta,Media
5865_5,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Alta,Baja
5866_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
5866_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
5866_3,Baja,Baja,Muy Alta,Media,NA,Alta,Muy baja,NA
5866_5,Baja,Alta,Muy Alta,Baja,Baja,Baja,Media,Media
5867_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5867_4,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Alta
5867_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
5868_1,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Muy baja
5868_2,Muy baja,Media,Baja,Baja,NA,Alta,Muy baja,NA
5868_3,Media,Media,Alta,Alta,NA,Alta,Muy Alta,Muy baja
5868_4,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Muy Alta,Media
5868_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5869_1,Muy baja,Media,Media,Alta,Muy Alta,Baja,Baja,NA
5869_2,Muy baja,Baja,Media,Media,NA,Alta,Baja,NA
5869_3,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy baja
5869_4,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
5870_3,Media,Baja,Muy Alta,Baja,Muy Alta,Alta,Alta,Muy baja
5870_5,Media,Media,Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
5871_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5871_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
5871_3,Muy baja,Baja,Media,Baja,Muy Alta,Baja,Baja,NA
5871_5,Media,Media,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5872_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5872_2,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5872_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5872_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
5873_1,Muy baja,Media,Muy Alta,Media,NA,Baja,Alta,Alta
5873_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Muy baja
5873_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5874_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
5874_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5874_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
5874_4,Muy baja,Baja,Media,Baja,Muy Alta,Baja,Baja,NA
5874_5,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5875_1,Muy Alta,Baja,Media,Baja,NA,Baja,Muy Alta,Muy Alta
5875_2,Media,Baja,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
5875_3,Muy Alta,Alta,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
5875_4,Alta,Baja,Alta,Media,Muy Alta,Alta,Muy Alta,Media
5875_5,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5876_1,Media,Media,Alta,Alta,NA,Alta,Muy Alta,Muy baja
5876_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5876_3,Media,Media,Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5876_4,Muy Alta,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
5877_1,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5877_2,Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
5877_3,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
5877_4,Media,Baja,Alta,Media,NA,Baja,Baja,NA
5877_5,Muy Alta,Muy baja,Media,Muy Alta,Muy Alta,Baja,Muy baja,NA
5878_2,Alta,Baja,Alta,Alta,NA,Baja,Muy Alta,Alta
5878_3,Muy Alta,Media,Media,Muy Alta,Muy Alta,Baja,Baja,NA
5878_5,Alta,Baja,Alta,Alta,Muy Alta,Alta,Media,Baja
5879_1,Media,Alta,Alta,Alta,Muy Alta,Alta,Alta,Baja
5879_3,Muy baja,Alta,Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
5879_4,Muy Alta,Baja,Alta,Alta,Muy Alta,Alta,Alta,Baja
5879_5,Muy baja,Baja,Alta,Media,Muy Alta,Alta,Media,Media
5880_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
5880_2,Media,Baja,Alta,Alta,Muy Alta,Baja,Alta,Media
5880_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5880_4,Media,Media,Media,Alta,Muy Alta,Baja,Baja,NA
5880_5,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5881_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Muy baja
5881_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5881_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5882_1,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Alta
5882_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
5882_3,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
5882_4,Muy baja,Baja,Alta,Muy baja,NA,Baja,Muy Alta,Muy Alta
5882_5,Media,Alta,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5883_1,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
5883_2,Baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Baja
5883_3,Media,Alta,Alta,Media,Muy Alta,Alta,Muy baja,NA
5883_5,Media,Media,Alta,Media,Muy Alta,Baja,Muy baja,NA
5884_2,Media,Baja,Alta,Media,NA,Baja,Muy baja,NA
5884_3,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
5884_4,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Media
5884_5,Muy baja,Baja,Media,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
5885_1,Media,Alta,Alta,Alta,Muy Alta,Baja,Baja,NA
5885_2,Muy baja,Media,Alta,Baja,NA,Baja,Baja,NA
5885_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5885_4,Muy Alta,Media,Muy Alta,Muy baja,Muy Alta,Alta,Muy Alta,Muy baja
5885_5,Muy Alta,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
5886_1,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5886_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Media
5886_4,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5886_5,Muy baja,Media,Muy Alta,Media,NA,Baja,Media,Media
5887_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5887_2,Muy baja,Media,Muy Alta,Media,Baja,Baja,Media,Muy Alta
5887_3,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
5887_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5887_5,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5888_1,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Media
5888_2,Baja,Baja,Muy Alta,Alta,NA,Alta,Baja,NA
5888_3,Media,Media,Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
5888_4,Media,Media,Muy Alta,Muy Alta,Alta,Alta,Muy Alta,Muy baja
5888_5,Media,Media,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5889_1,Muy baja,Baja,Muy Alta,Alta,NA,Alta,Baja,NA
5889_2,Muy baja,Media,Muy Alta,Alta,NA,Alta,Alta,Muy baja
5889_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy baja,NA
5889_4,Media,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5890_1,Alta,Media,Muy Alta,Muy baja,NA,Baja,Muy baja,NA
5890_2,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5890_3,Media,Muy Alta,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5890_5,Muy baja,Media,Muy Alta,Alta,NA,Alta,Media,Muy baja
5891_1,Baja,Media,Muy baja,Baja,Muy Alta,Baja,Baja,NA
5891_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
5891_3,Media,Media,Muy Alta,Alta,NA,Alta,Media,Muy baja
5891_4,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5891_5,Baja,Media,Muy Alta,Alta,NA,Alta,Media,Alta
5892_1,Media,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5892_2,Muy baja,Media,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
5892_3,Muy Alta,Media,Alta,Media,Muy Alta,Baja,Muy Alta,Media
5892_4,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Muy baja
5892_5,Muy baja,Media,Alta,Muy baja,Muy Alta,Alta,Baja,NA
5893_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
5893_3,Media,Media,Muy Alta,Media,NA,Alta,Muy Alta,Muy baja
5893_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
5893_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
5894_1,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
5894_2,Media,Media,Muy Alta,Alta,Media,Baja,Media,Media
5894_3,Media,Baja,Alta,Alta,Muy Alta,Alta,Alta,Baja
5894_4,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5894_5,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5895_1,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Media
5895_2,Muy baja,Media,Media,Alta,Muy Alta,Baja,Baja,NA
5895_3,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
5895_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5895_5,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Alta,Alta
5896_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5896_2,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5896_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
5896_4,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5896_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Alta,Media
5897_1,Media,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Alta
5897_3,Media,Media,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5897_4,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Alta,Muy Alta
5897_5,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
5898_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
5898_2,Media,Muy Alta,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
5898_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5898_4,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5898_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Alta,Media
5899_2,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Baja,NA
5899_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
5899_5,Muy baja,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Media
5900_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Media
5900_2,Muy baja,Media,Muy Alta,Media,NA,Alta,Baja,NA
5900_3,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
5900_4,Muy baja,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Media
5900_5,Muy Alta,Media,Muy Alta,Media,NA,Alta,Media,Media
5901_1,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5901_3,Muy baja,Media,Muy Alta,Media,NA,Baja,Muy Alta,Muy Alta
5901_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Media,Media
5901_5,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Muy baja,NA
5902_1,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5902_2,Muy baja,Media,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
5902_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5902_4,Media,Media,Muy Alta,Muy Alta,NA,Baja,Media,Baja
5903_1,Baja,Media,Muy Alta,Alta,NA,Alta,Media,Media
5903_2,Media,Muy Alta,Muy Alta,Baja,Muy Alta,Baja,Media,Alta
5903_3,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Media,Alta
5903_4,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5903_5,Media,Media,Muy Alta,Alta,NA,Alta,Alta,Muy baja
5904_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
5904_2,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5904_4,Media,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Media
5904_5,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
5905_1,Baja,Media,Muy Alta,Alta,NA,Baja,Baja,NA
5905_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5906_1,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Media,Muy baja
5906_2,Baja,Media,Muy Alta,Muy Alta,NA,Alta,Baja,NA
5906_3,Muy Alta,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5906_4,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
5906_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5907_1,Media,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
5907_2,Muy baja,Media,Muy Alta,Baja,NA,Alta,Media,Muy Alta
5907_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Baja,NA
5907_4,Baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
5908_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Baja,NA
5908_3,Muy Alta,Media,Muy Alta,Baja,Alta,Baja,Media,Alta
5908_4,Media,Muy Alta,Muy Alta,Alta,NA,Baja,Media,Media
5908_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
5909_1,Muy baja,Media,Muy Alta,Alta,NA,Alta,Media,Muy baja
5909_2,Media,Media,Muy Alta,Muy baja,Baja,Baja,Media,Alta
5909_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Baja
5909_4,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Media
5909_5,Media,Media,Muy Alta,Muy Alta,NA,Baja,Media,Baja
5910_1,Muy Alta,Media,Muy Alta,Media,Muy Baja,Baja,Media,Muy Alta
5910_2,Alta,Media,Muy Alta,Media,NA,Baja,Media,Alta
5910_3,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja,Muy baja,Muy Alta
5910_4,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5910_5,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Media,Alta
5911_1,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
5911_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Media
5911_3,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Alta,Baja
5911_5,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
5912_1,Baja,Media,Muy baja,Baja,NA,Alta,Muy Alta,Muy baja
5912_2,Baja,Media,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy baja
5912_3,Media,Alta,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
5912_5,Muy baja,Media,Alta,Baja,NA,Baja,Media,Muy Alta
