uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,CONSEC,P7_4_2,P7_4_3,P7_5,P7_6,P7_7,P7_8,P7_8A,P7_8B,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
6107_4_1,6107_4,6107,4,1,1,2,NA,2,1,2,NA,2,NA,24,1,385,6107,399
6124_2_2,6124_2,6124,2,2,1,1,NA,4,1,2,NA,2,NA,24,1,384,6124,461
6129_1_1,6129_1,6129,1,1,1,1,NA,3,1,2,NA,2,NA,24,1,385,6129,502
6129_5_1,6129_5,6129,5,1,1,1,NA,4,3,2,NA,2,NA,24,1,385,6129,502
6129_5_1,6129_5,6129,5,1,2,3,NA,5,3,2,NA,2,NA,24,1,385,6129,502
6147_2_1,6147_2,6147,2,1,1,1,NA,2,5,2,NA,2,NA,24,1,384,6147,422
6152_5_1,6152_5,6152,5,1,1,1,NA,4,1,2,NA,2,NA,24,1,386,6152,502
6155_4_1,6155_4,6155,4,1,4,1,NA,2,1,2,NA,2,NA,24,1,385,6155,525
6155_4_1,6155_4,6155,4,1,3,1,NA,6,1,2,NA,2,NA,24,1,385,6155,525
6155_4_1,6155_4,6155,4,1,2,1,NA,8,1,2,NA,2,NA,24,1,385,6155,525
6155_4_1,6155_4,6155,4,1,1,1,NA,3,1,1,600000,2,NA,24,1,385,6155,525
6155_4_1,6155_4,6155,4,1,5,1,NA,7,5,2,NA,2,NA,24,1,385,6155,525
6159_1_1,6159_1,6159,1,1,1,1,NA,5,1,2,NA,2,NA,24,1,385,6159,423
6177_4_1,6177_4,6177,4,1,1,2,NA,5,1,2,NA,2,NA,24,1,385,6177,477
6180_3_1,6180_3,6180,3,1,1,2,NA,3,1,2,NA,2,NA,24,1,385,6180,492
6218_4_1,6218_4,6218,4,1,1,1,NA,4,3,2,NA,2,NA,24,1,386,6218,545
6244_2_1,6244_2,6244,2,1,1,1,NA,5,1,2,NA,2,NA,24,1,384,6244,640
6257_5_1,6257_5,6257,5,1,1,1,NA,2,1,2,NA,2,NA,24,2,390,6257,505
6266_10_1,6266_10,6266,10,1,1,1,NA,4,3,1,100000,1,100000,24,3,393,6266,334
6278_13_1,6278_13,6278,13,1,1,1,NA,4,1,2,NA,2,NA,24,4,395,6278,369
6283_9_1,6283_9,6283,9,1,1,1,NA,2,2,2,NA,2,NA,24,4,395,6283,422
6284_1_1,6284_1,6284,1,1,1,1,NA,7,1,2,NA,2,NA,24,4,395,6284,389
6291_5_1,6291_5,6291,5,1,1,1,NA,2,1,1,30000,1,20000,24,4,395,6291,459
6291_5_1,6291_5,6291,5,1,2,1,NA,1,1,2,NA,1,20000,24,4,395,6291,459
6345_2_1,6345_2,6345,2,1,1,1,NA,2,1,2,NA,2,NA,25,1,404,6345,635
6360_3_1,6360_3,6360,3,1,1,1,NA,5,2,2,NA,2,NA,25,1,405,6360,400
6369_4_1,6369_4,6369,4,1,1,2,NA,4,1,2,NA,2,NA,25,1,398,6369,480
6396_4_1,6396_4,6396,4,1,1,1,NA,4,1,2,NA,2,NA,25,1,397,6396,557
6455_3_1,6455_3,6455,3,1,1,2,NA,3,1,2,NA,2,NA,25,1,398,6455,519
6473_1_1,6473_1,6473,1,1,1,1,NA,7,3,2,NA,2,NA,25,1,400,6473,558
6474_4_1,6474_4,6474,4,1,1,1,NA,6,1,2,NA,2,NA,25,1,401,6474,319
6491_1_1,6491_1,6491,1,1,1,2,NA,3,3,2,NA,2,NA,25,1,401,6491,456
6500_3_1,6500_3,6500,3,1,1,2,NA,2,3,2,NA,2,NA,25,1,402,6500,650
6515_1_1,6515_1,6515,1,1,1,1,NA,2,1,2,NA,2,NA,25,1,402,6515,449
6521_5_1,6521_5,6521,5,1,1,1,NA,5,2,2,NA,1,10000,25,2,409,6521,268
6521_20_1,6521_20,6521,20,1,3,2,1,5,1,2,NA,2,NA,25,2,409,6521,268
6521_20_1,6521_20,6521,20,1,1,2,1,4,1,2,NA,2,NA,25,2,409,6521,268
6521_20_1,6521_20,6521,20,1,2,2,1,5,1,2,NA,2,NA,25,2,409,6521,268
6534_2_1,6534_2,6534,2,1,1,1,NA,7,1,2,NA,2,NA,25,3,410,6534,435
6624_3_1,6624_3,6624,3,1,1,3,NA,5,1,2,NA,2,NA,26,1,420,6624,497
6642_4_1,6642_4,6642,4,1,1,1,NA,3,1,1,650000,1,50000,26,1,428,6642,737
6642_5_1,6642_5,6642,5,1,1,2,NA,4,1,2,NA,1,999999999,26,1,428,6642,737
6658_4_1,6658_4,6658,4,1,1,2,NA,3,3,1,5000,2,NA,26,1,416,6658,373
6698_1_1,6698_1,6698,1,1,1,1,2,5,3,2,NA,1,250000,26,1,416,6698,474
6698_1_1,6698_1,6698,1,1,2,1,2,7,1,1,15000,1,15000,26,1,416,6698,474
6701_5_1,6701_5,6701,5,1,1,3,NA,3,1,2,NA,2,NA,26,1,417,6701,457
6715_4_1,6715_4,6715,4,1,1,2,NA,5,1,2,NA,2,NA,26,1,416,6715,391
6823_12_1,6823_12,6823,12,1,1,1,NA,3,1,1,15000,1,5000,26,2,433,6823,628
6825_18_1,6825_18,6825,18,1,1,1,NA,3,3,2,NA,2,NA,26,2,432,6825,695
6827_13_1,6827_13,6827,13,1,1,2,NA,3,1,2,NA,2,NA,26,2,435,6827,599
6828_10_1,6828_10,6828,10,1,2,2,NA,1,1,1,2500,2,NA,26,2,434,6828,441
6828_10_1,6828_10,6828,10,1,1,2,NA,1,1,1,2500,2,NA,26,2,434,6828,441
6828_10_1,6828_10,6828,10,1,3,2,NA,1,1,1,2500,2,NA,26,2,434,6828,441
6859_5_1,6859_5,6859,5,1,1,1,NA,3,1,2,NA,2,NA,26,1,419,6859,420
6865_1_1,6865_1,6865,1,1,1,1,NA,6,1,2,NA,2,NA,26,1,416,6865,296
6887_5_1,6887_5,6887,5,1,4,3,NA,2,1,2,NA,2,NA,27,1,441,6887,401
6887_5_1,6887_5,6887,5,1,5,1,NA,3,1,2,NA,2,NA,27,1,441,6887,401
6887_5_1,6887_5,6887,5,1,3,3,NA,2,3,2,NA,2,NA,27,1,441,6887,401
6887_5_1,6887_5,6887,5,1,2,3,NA,3,3,1,25000,2,NA,27,1,441,6887,401
6887_5_1,6887_5,6887,5,1,1,3,NA,2,1,2,NA,2,NA,27,1,441,6887,401
6891_4_1,6891_4,6891,4,1,2,2,NA,3,1,2,NA,2,NA,27,1,442,6891,417
6891_4_1,6891_4,6891,4,1,1,2,NA,3,1,2,NA,2,NA,27,1,442,6891,417
6891_4_1,6891_4,6891,4,1,3,2,NA,3,1,2,NA,2,NA,27,1,442,6891,417
6902_5_1,6902_5,6902,5,1,1,2,NA,3,3,2,NA,2,NA,27,1,440,6902,298
6906_4_1,6906_4,6906,4,1,1,1,NA,6,1,1,90000,1,10000,27,1,442,6906,396
6955_9_1,6955_9,6955,9,1,1,1,NA,2,1,2,NA,2,NA,27,2,445,6955,373
6963_3_1,6963_3,6963,3,1,1,2,NA,4,1,2,NA,2,NA,27,3,449,6963,277
7027_5_1,7027_5,7027,5,1,1,1,NA,4,3,2,NA,2,NA,27,3,447,7027,882
7031_4_1,7031_4,7031,4,1,1,4,NA,3,3,2,NA,2,NA,27,3,447,7031,65
7038_1_1,7038_1,7038,1,1,1,2,NA,4,1,2,NA,2,NA,27,3,447,7038,1214
7144_3_1,7144_3,7144,3,1,1,1,NA,5,1,2,NA,2,NA,28,1,464,7144,567
7144_3_1,7144_3,7144,3,1,2,1,NA,4,1,2,NA,2,NA,28,1,464,7144,567
7154_5_1,7154_5,7154,5,1,1,1,NA,5,1,2,NA,2,NA,28,1,465,7154,554
7155_4_1,7155_4,7155,4,1,1,1,NA,2,1,2,NA,2,NA,28,1,465,7155,514
7180_5_1,7180_5,7180,5,1,1,1,NA,7,2,2,NA,2,NA,28,1,459,7180,384
7182_5_1,7182_5,7182,5,1,1,1,NA,8,1,2,NA,2,NA,28,1,458,7182,630
7190_1_1,7190_1,7190,1,1,1,2,NA,3,3,2,NA,2,NA,28,1,459,7190,740
7283_5_1,7283_5,7283,5,1,1,1,NA,10,1,2,NA,2,NA,28,1,469,7283,610
7383_13_1,7383_13,7383,13,1,1,2,NA,3,1,2,NA,2,NA,29,2,485,7383,223
7538_3_1,7538_3,7538,3,1,1,1,NA,2,2,1,999999999,2,NA,29,3,482,7538,163
7615_1_1,7615_1,7615,1,1,1,1,NA,6,1,1,6000,2,NA,29,4,490,7615,236
7623_9_1,7623_9,7623,9,1,1,2,NA,4,3,2,NA,2,NA,29,4,490,7623,182
7643_4_1,7643_4,7643,4,1,1,1,NA,4,3,2,NA,2,NA,30,1,491,7643,1107
7689_4_1,7689_4,7689,4,1,1,2,NA,4,1,2,NA,2,NA,30,1,495,7689,1846
7691_1_1,7691_1,7691,1,1,1,1,NA,3,1,2,NA,2,NA,30,1,513,7691,1737
7694_1_1,7694_1,7694,1,1,1,3,NA,2,1,2,NA,2,NA,30,1,513,7694,1171
7729_5_1,7729_5,7729,5,1,1,3,NA,4,1,2,NA,2,NA,30,1,493,7729,1287
7729_5_1,7729_5,7729,5,1,2,3,NA,2,1,2,NA,2,NA,30,1,493,7729,1287
7776_8_1,7776_8,7776,8,1,1,1,NA,4,1,2,NA,2,NA,30,3,523,7776,1501
7776_8_1,7776_8,7776,8,1,2,1,NA,4,3,2,NA,2,NA,30,3,523,7776,1501
7797_7_1,7797_7,7797,7,1,1,2,1,1,1,2,NA,2,NA,30,3,522,7797,1406
7898_3_1,7898_3,7898,3,1,1,1,NA,3,1,2,NA,2,NA,31,1,529,7898,351
7919_5_1,7919_5,7919,5,1,2,1,NA,2,3,2,NA,2,NA,31,1,527,7919,326
7919_5_1,7919_5,7919,5,1,1,1,NA,3,5,1,999999999,2,NA,31,1,527,7919,326
7938_1_1,7938_1,7938,1,1,1,2,NA,3,1,2,NA,2,NA,31,1,529,7938,367
7948_1_1,7948_1,7948,1,1,1,6,NA,2,1,1,6000,2,NA,31,1,527,7948,354
7983_5_1,7983_5,7983,5,1,3,1,2,4,1,2,NA,1,20000,31,1,529,7983,438
7983_5_1,7983_5,7983,5,1,4,2,1,4,1,2,NA,1,5000,31,1,529,7983,438
7983_5_1,7983_5,7983,5,1,1,2,NA,4,1,1,40000,1,20000,31,1,529,7983,438
7983_5_1,7983_5,7983,5,1,2,2,NA,12,1,1,30000,2,NA,31,1,529,7983,438
7993_3_1,7993_3,7993,3,1,1,1,NA,7,1,2,NA,2,NA,31,1,529,7993,359
7996_3_1,7996_3,7996,3,1,1,1,NA,3,1,2,NA,1,40000,31,1,529,7996,494
7996_3_1,7996_3,7996,3,1,3,2,NA,2,1,2,NA,2,NA,31,1,529,7996,494
7996_3_1,7996_3,7996,3,1,2,2,NA,2,1,2,NA,2,NA,31,1,529,7996,494
7996_3_1,7996_3,7996,3,1,4,2,NA,3,1,2,NA,2,NA,31,1,529,7996,494
8022_4_1,8022_4,8022,4,1,1,1,NA,2,3,1,5000,2,NA,31,2,531,8022,266
8033_13_1,8033_13,8033,13,1,1,2,NA,3,1,2,NA,2,NA,31,2,535,8033,352
8036_1_1,8036_1,8036,1,1,1,2,NA,4,1,2,NA,2,NA,31,2,531,8036,391
8046_1_1,8046_1,8046,1,1,1,2,NA,3,1,2,NA,2,NA,31,2,531,8046,484
8062_7_1,8062_7,8062,7,1,1,2,NA,3,1,2,NA,9,NA,31,3,537,8062,405
8063_3_1,8063_3,8063,3,1,1,3,NA,4,5,2,NA,2,NA,31,3,536,8063,133
8078_15_1,8078_15,8078,15,1,1,1,NA,1,5,1,15000,2,NA,31,3,539,8078,667
8078_18_1,8078_18,8078,18,1,1,1,NA,3,3,2,NA,2,NA,31,3,539,8078,667
8094_6_1,8094_6,8094,6,1,1,2,NA,4,1,1,15000,2,NA,31,4,540,8094,134
8104_1_1,8104_1,8104,1,1,1,1,NA,7,1,2,NA,2,NA,31,1,528,8104,329
8104_4_1,8104_4,8104,4,1,1,2,1,4,5,1,22000,2,NA,31,1,528,8104,329
8104_4_1,8104_4,8104,4,1,2,1,NA,3,1,2,NA,2,NA,31,1,528,8104,329
8119_1_1,8119_1,8119,1,1,1,1,NA,7,1,2,NA,2,NA,32,1,545,8119,282
8145_2_1,8145_2,8145,2,1,1,1,NA,5,1,2,NA,2,NA,32,1,544,8145,254
8146_3_1,8146_3,8146,3,1,1,1,NA,7,1,2,NA,1,102000,32,1,544,8146,216
8147_5_1,8147_5,8147,5,1,1,1,2,7,1,1,60000,2,NA,32,1,542,8147,294
8153_1_1,8153_1,8153,1,1,1,1,NA,7,1,2,NA,2,NA,32,1,543,8153,222
8158_4_1,8158_4,8158,4,1,1,1,NA,3,1,1,60000,1,5000,32,1,544,8158,383
8158_5_1,8158_5,8158,5,1,1,1,NA,4,1,1,30000,2,NA,32,1,544,8158,383
8161_5_1,8161_5,8161,5,1,1,3,NA,5,1,2,NA,2,NA,32,1,544,8161,336
8161_5_1,8161_5,8161,5,1,2,3,NA,5,1,2,NA,2,NA,32,1,544,8161,336
8183_2_1,8183_2,8183,2,1,1,1,NA,5,1,2,NA,2,NA,32,1,543,8183,214
8186_4_1,8186_4,8186,4,1,1,3,NA,2,1,2,NA,2,NA,32,1,543,8186,243
8196_5_1,8196_5,8196,5,1,1,1,NA,4,1,2,NA,2,NA,32,1,543,8196,383
8203_4_1,8203_4,8203,4,1,1,1,NA,4,1,2,NA,2,NA,32,1,544,8203,289
8223_18_1,8223_18,8223,18,1,1,2,NA,4,3,2,NA,2,NA,32,2,548,8223,335
8230_14_1,8230_14,8230,14,1,1,1,NA,5,2,1,100000,2,NA,32,3,549,8230,249
8232_11_1,8232_11,8232,11,1,1,2,NA,3,1,1,999999999,2,NA,32,3,550,8232,264
8237_2_1,8237_2,8237,2,1,1,1,NA,5,1,2,NA,2,NA,32,3,549,8237,345
8242_18_1,8242_18,8242,18,1,1,2,1,12,5,1,1000000,2,NA,32,3,549,8242,181
8243_2_1,8243_2,8243,2,1,1,2,NA,3,1,2,NA,2,NA,32,3,549,8243,240
8254_18_1,8254_18,8254,18,1,1,2,NA,5,1,2,NA,2,NA,32,4,551,8254,291
8257_20_1,8257_20,8257,20,1,1,2,NA,2,1,2,NA,2,NA,32,4,551,8257,249
8281_6_1,8281_6,8281,6,1,1,4,NA,9,1,2,NA,2,NA,32,4,552,8281,231
8281_7_1,8281_7,8281,7,1,1,1,2,4,3,2,NA,2,NA,32,4,552,8281,231
8298_1_1,8298_1,8298,1,1,1,1,NA,6,1,2,NA,2,NA,32,1,543,8298,418
