...1,...2,vid,EST_DIS,UPM_DIS,FACTOR,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,p2distance.3,estratos...stratumID...
21826,21826,5018_5,301,5018,790,5,3,4,5,5,5,3,5,5,5,4,26.236600546002762,Alta
21827,21827,5019_2,302,5019,844,5,4,4,5,5,5,5,5,5,5,5,28.327622829181962,Muy Alta
21828,21828,5019_5,302,5019,844,5,5,5,5,5,5,5,5,5,5,2,29.753544047497847,Muy Alta
21829,21829,5020_3,302,5020,829,5,5,5,5,5,5,5,5,5,5,5,29.727855278154337,Muy Alta
21830,21830,5021_2,302,5021,997,5,5,4,5,5,5,5,5,5,5,5,29.442514506991834,Muy Alta
21831,21831,5021_5,302,5021,997,5,5,5,5,5,5,5,5,5,5,5,30.01556949480167,Muy Alta
21832,21832,5022_2,302,5022,981,5,5,5,5,5,5,5,5,5,5,5,29.988168140835256,Muy Alta
21833,21833,5022_3,302,5022,981,5,5,5,5,5,5,5,5,5,5,5,29.988168140835256,Muy Alta
21834,21834,5022_4,302,5022,981,5,5,5,5,5,5,5,5,5,5,5,29.988168140835256,Muy Alta
21835,21835,5023_1,302,5023,953,5,5,3,4,3,4,4,4,4,4,2,22.698373163688473,Media
21836,21836,5023_3,302,5023,953,5,5,5,5,5,5,5,5,5,5,3,29.940215771394037,Muy Alta
21837,21837,5023_4,302,5023,953,5,5,5,5,5,5,5,5,5,5,5,29.940215771394037,Muy Alta
21838,21838,5023_5,302,5023,953,5,5,5,5,5,5,4,5,5,5,5,29.36737752987578,Muy Alta
21839,21839,5024_1,300,5024,634,4,3,4,5,5,5,5,5,5,5,5,26.532648001569,Alta
21840,21840,5024_3,300,5024,634,5,5,4,5,5,5,5,5,3,4,5,26.417937104776335,Alta
21841,21841,5024_5,300,5024,634,5,5,4,5,5,4,5,5,5,5,4,28.075731665253493,Alta
21842,21842,5025_2,300,5025,618,5,4,4,5,5,5,4,5,4,2,4,25.05517370870959,Media
21843,21843,5025_3,300,5025,618,5,5,4,5,2,4,5,4,5,5,5,24.389955706422374,Media
21844,21844,5026_1,301,5026,772,3,3,4,4,4,4,4,4,3,3,3,19.69377007077037,Baja
21845,21845,5026_2,301,5026,772,5,5,5,5,5,5,4,5,5,5,5,29.05739971313074,Muy Alta
21846,21846,5026_3,301,5026,772,5,4,4,4,4,4,5,5,5,4,5,25.265707362053156,Alta
21847,21847,5026_4,301,5026,772,4,5,5,5,5,4,5,4,5,5,5,27.724265522165403,Alta
21848,21848,5026_5,301,5026,772,5,4,5,5,5,5,5,5,5,5,5,28.777371724142938,Muy Alta
21849,21849,5027_1,301,5027,881,4,4,4,4,4,4,4,4,4,4,4,22.73945087594706,Media
21850,21850,5027_2,301,5027,881,5,5,5,5,5,5,5,5,5,5,5,29.816909678545176,Muy Alta
21851,21851,5027_3,301,5027,881,4,4,3,5,5,5,5,5,5,5,5,27.235467646121712,Alta
21852,21852,5027_4,301,5027,881,4,4,3,5,4,4,3,2,2,3,5,18.75625350909776,Baja
21853,21853,5027_5,301,5027,881,4,5,5,5,5,5,5,5,4,5,5,28.25521169262164,Alta
21854,21854,5028_2,301,5028,864,4,5,3,5,5,5,4,4,4,5,5,25.92875755433391,Alta
21855,21855,5028_5,301,5028,864,5,5,5,5,5,5,5,5,5,5,5,29.787795739955865,Muy Alta
21856,21856,5029_4,301,5029,747,5,5,5,5,5,5,5,5,5,5,5,29.58742333907647,Muy Alta
21857,21857,5029_5,301,5029,747,5,5,5,5,5,5,5,5,5,5,5,29.58742333907647,Muy Alta
21858,21858,5030_1,300,5030,838,4,5,3,4,5,4,5,3,4,5,4,24.41117297776862,Media
21859,21859,5030_2,300,5030,838,3,4,4,5,3,4,5,4,5,5,5,23.77558731446042,Media
21860,21860,5030_4,300,5030,838,5,5,5,5,5,5,5,5,5,5,4,29.743268539760443,Muy Alta
21861,21861,5031_2,301,5031,911,4,4,4,4,5,5,4,5,4,3,5,24.696551030070417,Media
21862,21862,5031_4,301,5031,911,5,5,5,5,5,5,5,5,5,5,5,29.8682872172322,Muy Alta
21863,21863,5031_5,301,5031,911,5,5,5,5,5,5,5,5,5,5,5,29.8682872172322,Muy Alta
21864,21864,5032_1,301,5032,851,2,2,3,5,4,4,3,5,3,4,5,18.993064828961337,Baja
21865,21865,5032_3,301,5032,851,5,5,5,5,5,5,5,5,5,4,3,29.32108727500724,Muy Alta
21866,21866,5032_5,301,5032,851,5,5,5,5,5,5,5,5,5,5,5,29.765532139858152,Muy Alta
21867,21867,5033_1,301,5033,805,5,5,5,5,5,5,5,5,5,5,5,29.686753247204717,Muy Alta
21868,21868,5033_4,301,5033,805,5,5,4,5,5,5,5,4,5,5,5,28.53530627683439,Muy Alta
21869,21869,5033_5,301,5033,805,5,5,5,5,5,5,5,5,5,5,5,29.686753247204717,Muy Alta
21870,21870,5034_1,301,5034,771,3,3,3,2,4,3,4,4,2,3,4,15.949877691681927,Muy baja
21871,21871,5034_2,301,5034,771,5,5,5,5,5,5,5,5,5,5,5,29.62852537002609,Muy Alta
21872,21872,5034_4,301,5034,771,4,5,5,5,5,5,5,5,5,5,5,29.046059543728347,Muy Alta
21873,21873,5035_2,302,5035,782,5,5,5,5,5,5,5,5,5,5,5,29.647363800877997,Muy Alta
21874,21874,5035_5,302,5035,782,5,5,5,5,5,5,5,5,5,5,5,29.647363800877997,Muy Alta
21875,21875,5036_2,301,5036,898,2,2,2,4,5,4,5,5,2,2,5,18.082327774535845,Baja
21876,21876,5036_3,301,5036,898,5,5,5,5,5,5,5,5,5,5,5,29.84602361713449,Muy Alta
21877,21877,5036_4,301,5036,898,3,5,5,5,5,5,3,3,3,5,5,24.420167197129924,Media
21878,21878,5036_5,301,5036,898,4,5,4,4,5,5,4,5,5,4,3,26.95083068495547,Alta
21879,21879,5037_4,301,5037,981,5,5,5,5,5,5,5,5,5,5,5,29.988168140835256,Muy Alta
21880,21880,5038_1,301,5038,779,5,5,3,5,4,5,5,5,5,5,5,27.46945519728822,Alta
21881,21881,5038_2,301,5038,779,5,4,3,5,5,5,5,3,4,4,4,25.06278885128588,Media
21882,21882,5038_3,301,5038,779,5,2,3,5,5,4,5,2,5,4,5,23.01278194371373,Media
21883,21883,5039_1,300,5039,876,5,5,5,5,5,5,4,4,4,2,5,26.34454977717339,Alta
21884,21884,5039_2,300,5039,876,3,4,4,4,4,3,5,3,5,4,2,22.37698592149302,Media
21885,21885,5039_3,300,5039,876,4,3,2,5,5,4,5,5,2,2,5,20.784837807635842,Baja
21886,21886,5039_4,300,5039,876,5,5,4,2,5,5,5,5,5,5,2,27.068124732514,Alta
21887,21887,5039_5,300,5039,876,2,4,3,4,4,4,5,3,3,3,2,19.563670546908288,Baja
21888,21888,5040_2,300,5040,912,3,3,3,2,3,4,3,5,5,5,4,19.741945822656344,Baja
21889,21889,5040_3,300,5040,912,5,5,5,5,5,5,5,4,5,4,5,28.847162954443696,Muy Alta
21890,21890,5040_4,300,5040,912,4,4,4,5,5,2,4,4,4,4,4,23.05136163780997,Media
21891,21891,5040_5,300,5040,912,4,5,5,5,5,5,5,4,3,5,5,26.750677673745276,Alta
21892,21892,5041_2,302,5041,901,4,4,4,5,4,5,4,4,4,4,5,24.241206203732705,Media
21893,21893,5041_3,302,5041,901,5,5,5,5,5,5,5,5,5,5,5,29.851161371003194,Muy Alta
21894,21894,5041_4,302,5041,901,5,5,5,5,5,5,5,5,5,5,5,29.851161371003194,Muy Alta
21895,21895,5041_5,302,5041,901,3,5,4,5,5,4,3,4,4,4,4,24.220314616898815,Media
21896,21896,5042_4,301,5042,784,5,5,3,4,5,5,5,5,5,4,5,27.337845117950934,Alta
21897,21897,5043_4,302,5043,903,3,3,5,5,5,5,5,4,3,5,5,24.447066124829323,Media
21898,21898,5043_5,302,5043,903,5,5,5,5,5,4,5,5,5,4,5,28.665027051772732,Muy Alta
21899,21899,5044_1,301,5044,794,5,5,5,5,5,3,5,5,5,5,5,28.177685569102106,Alta
21900,21900,5044_3,301,5044,794,4,4,5,5,4,4,3,4,5,4,4,24.29229393137435,Media
21901,21901,5044_4,301,5044,794,5,5,5,5,5,5,5,5,5,5,5,29.66791481635281,Muy Alta
21902,21902,5044_5,301,5044,794,5,5,5,5,5,5,4,5,5,5,5,29.095076574834554,Muy Alta
21903,21903,5045_1,300,5045,696,4,4,4,5,5,4,5,5,5,5,5,26.746579855069548,Alta
21904,21904,5045_3,300,5045,696,2,5,5,5,5,2,5,5,5,5,5,25.51734017353925,Alta
21905,21905,5045_4,300,5045,696,4,5,4,5,5,5,4,5,4,4,3,26.348045443205987,Alta
21906,21906,5045_5,300,5045,696,5,5,3,5,3,4,3,5,3,4,2,22.006949508721686,Media
21907,21907,5046_1,300,5046,983,4,4,4,4,5,5,5,4,4,5,4,25.703193111578862,Alta
21908,21908,5046_5,300,5046,983,5,3,2,2,4,2,3,3,2,2,5,14.564032583967537,Muy baja
21909,21909,5047_2,301,5047,815,2,2,2,3,4,2,4,4,4,4,4,16.397027942655367,Muy baja
21910,21910,5047_3,301,5047,815,3,3,3,5,5,3,3,5,5,3,5,22.162309544217432,Media
21911,21911,5047_4,301,5047,815,4,3,3,4,4,4,3,3,3,3,4,18.625591823964264,Baja
21912,21912,5048_1,300,5048,903,3,5,4,5,5,5,5,5,5,5,5,28.116599899843674,Alta
21913,21913,5048_4,300,5048,903,4,4,4,4,5,5,4,4,4,4,4,24.548903235377633,Media
21914,21914,5048_5,300,5048,903,4,4,4,4,4,4,4,4,5,4,5,23.756359897276674,Media
21915,21915,5049_1,300,5049,710,5,5,5,5,5,5,5,5,5,5,5,29.52405770802914,Muy Alta
21916,21916,5049_2,300,5049,710,4,5,5,4,4,5,5,5,5,5,5,27.192541995927712,Alta
21917,21917,5049_3,300,5049,710,3,4,5,4,4,4,3,3,3,3,4,19.86228081838766,Baja
21918,21918,5049_4,300,5049,710,5,5,4,5,4,4,5,5,5,3,4,26.290337492790723,Alta
21919,21919,5049_5,300,5049,710,4,5,4,4,4,5,5,5,5,5,5,26.61948700811788,Alta
21920,21920,5050_1,301,5050,999,5,5,5,5,5,5,5,5,5,4,2,29.574549799196557,Muy Alta
21921,21921,5050_2,301,5050,999,5,5,5,5,5,5,5,5,5,5,5,30.018994664047472,Muy Alta
21922,21922,5050_4,301,5050,999,4,2,2,5,5,3,2,2,5,5,3,20.214845263315137,Baja
21923,21923,5050_5,301,5050,999,4,2,3,5,5,3,4,4,4,3,3,21.222238809954835,Baja
21924,21924,5051_1,302,5051,951,4,4,3,5,5,3,4,5,4,4,3,23.868604056479107,Media
21925,21925,5051_2,302,5051,951,5,5,5,5,5,5,5,5,5,5,5,29.936790602148236,Muy Alta
21926,21926,5051_3,302,5051,951,5,5,5,5,5,5,5,5,5,5,3,29.936790602148236,Muy Alta
21927,21927,5051_4,302,5051,951,5,4,5,5,5,5,5,5,5,5,5,29.083924371642183,Muy Alta
21928,21928,5051_5,302,5051,951,4,4,4,4,4,4,4,4,4,4,2,22.859331799550116,Media
21929,21929,5052_1,300,5052,856,5,5,5,5,5,5,5,5,5,4,5,29.329650198121744,Muy Alta
21930,21930,5052_2,300,5052,856,4,4,4,5,4,5,4,3,3,2,3,21.717626023814056,Media
21931,21931,5052_3,300,5052,856,3,4,3,5,5,3,5,3,3,3,4,21.115819942926347,Baja
21932,21932,5052_4,300,5052,856,5,5,5,5,5,5,4,4,4,4,5,27.1991878144172,Alta
21933,21933,5053_2,302,5053,852,5,5,5,5,5,5,5,5,5,4,5,29.32279985963014,Muy Alta
21934,21934,5053_5,302,5053,852,3,5,3,5,5,5,5,5,5,5,2,27.4562030962659,Alta
21935,21935,5054_1,302,5054,866,5,5,5,5,5,5,4,4,5,5,4,28.63999068512292,Muy Alta
21936,21936,5055_1,302,5055,937,5,5,4,5,5,5,4,4,4,5,4,27.209297045913246,Alta
21937,21937,5055_2,302,5055,937,3,2,5,5,5,5,2,4,2,5,2,20.95468088732135,Baja
21938,21938,5055_4,302,5055,937,5,5,5,5,5,5,5,5,5,5,3,29.912814417427622,Muy Alta
21939,21939,5055_5,302,5055,937,3,5,5,5,5,5,5,5,4,4,2,27.324205740355428,Alta
21940,21940,5056_1,300,5056,1291,5,5,5,4,4,5,4,5,5,4,5,27.752736381761657,Alta
21941,21941,5056_2,300,5056,1291,4,3,4,4,5,4,3,3,3,3,3,21.04049796637629,Baja
21942,21942,5056_3,300,5056,1291,4,4,4,5,5,4,5,5,5,5,4,27.765567705695528,Alta
21943,21943,5056_4,300,5056,1291,4,3,2,5,4,5,5,5,5,4,4,25.040600384242836,Media
21944,21944,5057_3,306,5057,988,3,3,3,3,3,3,4,4,3,4,4,17.440913716928986,Muy baja
21945,21945,5057_4,306,5057,988,4,2,3,4,4,4,5,4,4,4,4,21.21674822329376,Baja
21946,21946,5057_5,306,5057,988,3,3,3,4,4,4,4,4,4,4,4,20.914310385983818,Baja
21947,21947,5057_6,306,5057,988,3,3,2,4,4,5,4,4,5,2,2,21.1767124517233,Baja
21948,21948,5057_8,306,5057,988,2,4,2,5,5,5,4,5,4,3,4,23.239767429520903,Media
21949,21949,5057_9,306,5057,988,5,5,5,5,5,5,5,5,5,5,5,30.000156233195565,Muy Alta
21950,21950,5057_10,306,5057,988,4,4,4,5,5,5,5,5,5,5,5,27.991769188581934,Alta
21951,21951,5057_11,306,5057,988,4,4,4,4,5,5,3,3,5,5,5,24.966919728722168,Media
21952,21952,5057_13,306,5057,988,4,2,4,5,5,5,3,3,3,3,5,21.136222230458923,Baja
21953,21953,5057_18,306,5057,988,4,4,5,5,5,5,3,3,3,4,5,23.859454544131776,Media
21954,21954,5057_20,306,5057,988,4,4,4,5,5,5,2,3,2,3,4,21.289884290326977,Baja
21955,21955,5058_1,306,5058,1662,5,5,5,5,5,4,4,4,5,5,5,29.25809342132661,Muy Alta
21956,21956,5058_2,306,5058,1662,5,5,4,5,5,5,5,5,5,4,5,30.136938416369958,Muy Alta
21957,21957,5058_4,306,5058,1662,4,5,3,5,5,3,4,4,2,5,5,23.84670651690646,Media
21958,21958,5058_5,306,5058,1662,5,4,3,5,5,5,4,4,4,5,5,27.024999679200445,Alta
21959,21959,5058_6,306,5058,1662,2,2,4,5,5,4,3,3,4,3,5,21.359690149699027,Baja
21960,21960,5058_7,306,5058,1662,5,4,3,5,5,5,3,3,4,4,5,25.429324590270785,Alta
21961,21961,5058_8,306,5058,1662,3,3,4,4,3,3,3,3,3,2,3,17.85051979849567,Baja
21962,21962,5058_9,306,5058,1662,2,4,5,5,5,4,3,2,2,3,4,21.10162129670888,Baja
21963,21963,5058_10,306,5058,1662,5,5,5,5,5,5,5,5,4,5,5,30.17520610940491,Muy Alta
21964,21964,5058_14,306,5058,1662,5,4,5,5,5,5,3,3,3,4,5,25.59620240626466,Alta
21965,21965,5058_17,306,5058,1662,4,3,4,4,4,3,3,3,3,3,4,19.90409136374573,Baja
21966,21966,5058_18,306,5058,1662,3,5,5,5,5,5,3,3,2,3,5,23.860459959698517,Media
21967,21967,5058_19,306,5058,1662,2,5,3,4,4,5,2,2,2,2,3,18.787159183047763,Baja
21968,21968,5058_20,306,5058,1662,5,5,5,5,5,3,4,4,5,5,5,28.512978797701262,Muy Alta
21969,21969,5059_1,303,5059,1084,4,5,4,5,5,4,4,5,5,5,2,27.69109067774286,Alta
21970,21970,5059_2,303,5059,1084,5,5,5,4,5,5,5,5,4,4,2,28.018498320815052,Alta
21971,21971,5059_3,303,5059,1084,4,3,4,5,5,4,4,4,4,5,4,24.42773407454447,Media
21972,21972,5059_4,303,5059,1084,5,4,5,5,5,3,4,5,5,5,5,27.248630637719035,Alta
21973,21973,5060_1,305,5060,1004,5,5,5,5,5,5,5,5,5,5,5,30.027557587161976,Muy Alta
21974,21974,5060_2,305,5060,1004,5,5,5,5,5,5,5,5,5,5,5,30.027557587161976,Muy Alta
21975,21975,5061_2,303,5061,1358,5,4,4,4,3,5,5,5,5,5,5,26.432180565447887,Alta
21976,21976,5061_4,303,5061,1358,5,4,4,4,4,5,5,5,5,4,5,27.014396574698377,Alta
21977,21977,5062_2,303,5062,1160,4,4,3,4,3,4,4,3,3,5,3,20.50436684648977,Baja
21978,21978,5062_3,303,5062,1160,5,5,5,5,5,5,5,5,5,5,5,30.2947207883345,Muy Alta
21979,21979,5062_5,303,5062,1160,5,5,5,5,5,5,5,5,5,5,5,30.2947207883345,Muy Alta
21980,21980,5063_1,304,5063,776,5,3,5,5,5,5,4,2,4,4,4,24.19966461845205,Media
21981,21981,5063_2,304,5063,776,2,3,2,5,5,3,3,3,3,4,4,18.269194510295062,Baja
21982,21982,5063_3,304,5063,776,4,5,5,5,5,5,3,4,5,5,5,27.330554001245854,Alta
21983,21983,5064_1,308,5064,984,5,5,5,5,5,5,4,4,4,4,4,27.418398646148503,Alta
21984,21984,5064_3,308,5064,984,3,2,3,5,4,4,5,3,3,4,4,19.792196928020406,Baja
21985,21985,5064_5,308,5064,984,5,5,5,5,5,5,5,5,5,5,5,29.993305894703962,Muy Alta
21986,21986,5064_8,308,5064,984,5,5,5,5,5,5,5,5,5,5,5,29.993305894703962,Muy Alta
21987,21987,5064_9,308,5064,984,5,5,5,5,5,5,4,4,5,5,3,28.842075670625217,Muy Alta
21988,21988,5064_10,308,5064,984,5,5,3,5,5,5,4,4,4,3,3,25.827843805677922,Alta
21989,21989,5064_12,308,5064,984,3,2,3,5,5,5,4,3,2,3,4,19.5674571597522,Baja
21990,21990,5064_13,308,5064,984,5,5,4,5,5,5,4,5,4,4,4,27.423735640899164,Alta
21991,21991,5064_14,308,5064,984,5,5,3,5,5,5,5,5,4,5,4,27.867963759458494,Alta
21992,21992,5064_15,308,5064,984,5,5,3,5,5,5,5,5,5,5,4,28.84719591908429,Muy Alta
21993,21993,5064_17,308,5064,984,5,4,5,5,5,5,5,3,4,5,5,27.00442353945113,Alta
21994,21994,5064_18,308,5064,984,5,5,5,5,5,3,4,5,5,5,4,27.930238405935008,Alta
21995,21995,5065_1,306,5065,1195,5,5,5,5,5,5,5,5,5,5,5,30.35466125013603,Muy Alta
21996,21996,5065_4,306,5065,1195,5,5,5,5,5,5,5,5,5,5,5,30.35466125013603,Muy Alta
21997,21997,5065_5,306,5065,1195,5,5,5,5,5,5,5,5,5,5,5,30.35466125013603,Muy Alta
21998,21998,5065_6,306,5065,1195,4,3,4,3,3,4,4,4,3,4,4,19.69605417160238,Baja
21999,21999,5065_7,306,5065,1195,3,3,3,3,3,4,3,4,2,2,3,16.09957322664893,Muy baja
22000,22000,5065_9,306,5065,1195,4,4,2,5,5,5,4,4,5,2,3,24.715599411271246,Media
22001,22001,5065_10,306,5065,1195,2,2,2,5,5,3,5,4,4,3,3,20.392756997156326,Baja
22002,22002,5065_12,306,5065,1195,5,4,4,5,5,5,5,5,3,5,2,26.97027571256855,Alta
22003,22003,5065_13,306,5065,1195,3,5,3,5,5,4,5,4,3,3,5,23.87275896678161,Media
22004,22004,5065_14,306,5065,1195,3,3,2,5,5,3,4,4,3,2,3,19.83157378796516,Baja
22005,22005,5065_16,306,5065,1195,5,5,5,5,5,5,5,5,5,5,5,30.35466125013603,Muy Alta
22006,22006,5065_18,306,5065,1195,5,5,5,5,5,5,5,5,5,5,5,30.35466125013603,Muy Alta
22007,22007,5065_20,306,5065,1195,5,5,5,5,5,5,5,5,4,4,5,28.93098422565932,Muy Alta
22008,22008,5066_1,307,5066,790,5,4,4,4,4,4,4,4,4,3,4,22.721626636709914,Media
22009,22009,5066_3,307,5066,790,4,4,4,4,4,4,5,5,5,5,5,25.15851292381854,Alta
22010,22010,5066_4,307,5066,790,5,5,5,5,5,5,5,5,5,5,5,29.661064477861203,Muy Alta
22011,22011,5066_5,307,5066,790,5,5,5,5,5,5,5,5,5,5,5,29.661064477861203,Muy Alta
22012,22012,5066_6,307,5066,790,3,4,4,4,4,4,4,3,4,5,3,21.867192731255766,Media
22013,22013,5066_7,307,5066,790,5,5,5,5,5,5,4,5,5,5,5,29.08822623634295,Muy Alta
22014,22014,5066_11,307,5066,790,5,5,4,5,5,5,5,5,5,5,4,29.08800949005137,Muy Alta
22015,22015,5066_14,307,5066,790,5,5,5,5,5,5,5,5,5,5,5,29.661064477861203,Muy Alta
22016,22016,5066_16,307,5066,790,3,3,3,3,3,5,5,3,5,2,5,19.656072057352855,Baja
22017,22017,5066_17,307,5066,790,5,5,5,5,5,5,5,5,5,5,5,29.661064477861203,Muy Alta
22018,22018,5066_18,307,5066,790,3,4,3,3,2,5,4,4,3,4,5,18.418256565249976,Baja
22019,22019,5066_19,307,5066,790,5,5,5,5,5,5,5,5,5,5,5,29.661064477861203,Muy Alta
22020,22020,5066_20,307,5066,790,3,2,2,4,5,2,2,2,2,2,3,13.535914542073366,Muy baja
22021,22021,5067_1,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22022,22022,5067_2,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22023,22023,5067_3,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22024,22024,5067_5,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22025,22025,5067_7,307,5067,857,4,3,4,4,4,5,5,4,4,3,2,22.71899061478408,Media
22026,22026,5067_8,307,5067,857,3,3,3,4,4,4,4,3,4,4,2,20.11156981782332,Baja
22027,22027,5067_9,307,5067,857,4,3,3,3,4,5,5,5,4,5,5,22.890828327534283,Media
22028,22028,5067_10,307,5067,857,4,3,4,3,4,4,4,4,5,5,5,22.546770627265822,Media
22029,22029,5067_18,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22030,22030,5067_20,307,5067,857,5,5,5,5,5,5,5,5,5,5,5,29.77580764759556,Muy Alta
22031,22031,5068_1,309,5068,908,5,5,5,5,5,5,5,5,5,5,5,29.8631494633635,Muy Alta
22032,22032,5068_4,309,5068,908,5,5,5,5,5,5,5,5,5,5,5,29.8631494633635,Muy Alta
22033,22033,5068_7,309,5068,908,4,4,4,5,5,5,5,5,5,4,5,27.410317553898956,Alta
22034,22034,5068_8,309,5068,908,3,4,4,4,4,4,4,5,5,5,5,24.205293841504844,Media
22035,22035,5068_16,309,5068,908,5,5,5,5,5,5,5,5,5,5,5,29.8631494633635,Muy Alta
22036,22036,5069_2,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22037,22037,5069_3,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22038,22038,5069_4,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22039,22039,5069_5,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22040,22040,5069_7,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22041,22041,5069_10,309,5069,797,3,4,4,4,4,4,4,4,4,4,2,22.01312794132565,Media
22042,22042,5069_11,309,5069,797,5,4,3,5,4,5,4,3,3,3,3,22.070439234401725,Media
22043,22043,5069_12,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22044,22044,5069_14,309,5069,797,5,5,4,5,5,5,5,5,5,5,5,29.099997582411675,Muy Alta
22045,22045,5069_16,309,5069,797,4,4,4,4,4,4,5,2,3,3,3,20.58797101954395,Baja
22046,22046,5069_19,309,5069,797,5,5,5,5,5,5,5,5,5,5,5,29.67305257022151,Muy Alta
22047,22047,5069_20,309,5069,797,5,5,4,4,4,3,4,4,4,4,4,23.285811200801835,Media
22048,22048,5070_1,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22049,22049,5070_2,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22050,22050,5070_3,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22051,22051,5070_5,308,5070,1010,5,5,4,3,5,5,5,5,5,5,5,28.020000083684987,Alta
22052,22052,5070_7,308,5070,1010,4,4,4,5,5,5,5,5,5,5,2,28.029446050285753,Alta
22053,22053,5070_8,308,5070,1010,5,5,3,5,5,5,5,5,5,5,5,28.89172311927971,Muy Alta
22054,22054,5070_9,308,5070,1010,4,5,5,5,5,5,5,5,5,5,5,29.455367268601638,Muy Alta
22055,22055,5070_12,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22056,22056,5070_13,308,5070,1010,3,4,2,5,5,5,4,5,4,2,5,23.41546525267155,Media
22057,22057,5070_14,308,5070,1010,3,5,5,5,5,5,3,5,5,2,2,26.39389036471465,Alta
22058,22058,5070_18,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22059,22059,5070_20,308,5070,1010,5,5,5,5,5,5,5,5,5,5,5,30.03783309489938,Muy Alta
22060,22060,5071_2,308,5071,898,5,5,4,5,5,5,5,5,5,5,5,29.272968629324655,Muy Alta
22061,22061,5071_4,308,5071,898,4,3,2,5,5,4,5,5,5,2,5,23.76021114821705,Media
22062,22062,5071_7,308,5071,898,4,3,3,5,5,4,4,4,4,2,3,22.202803752322342,Media
22063,22063,5071_8,308,5071,898,5,4,5,5,5,5,5,5,5,5,5,28.99315738662844,Muy Alta
22064,22064,5071_9,308,5071,898,5,5,5,5,5,5,5,5,5,5,5,29.84602361713449,Muy Alta
22065,22065,5071_10,308,5071,898,4,5,3,5,5,4,5,2,5,5,5,25.637157243910252,Alta
22066,22066,5071_11,308,5071,898,5,5,3,5,5,5,5,5,5,2,5,27.36657904696208,Alta
22067,22067,5071_12,308,5071,898,5,5,4,4,4,5,4,5,5,3,5,26.06219077230089,Alta
22068,22068,5071_14,308,5071,898,3,4,4,4,4,4,5,4,4,3,5,22.31449236490597,Media
22069,22069,5071_15,308,5071,898,5,5,4,4,5,5,4,5,4,4,5,26.554064351627414,Alta
22070,22070,5071_16,308,5071,898,4,4,2,5,5,3,5,5,5,2,5,23.86796275509775,Media
22071,22071,5071_17,308,5071,898,5,5,5,5,5,5,5,5,5,5,5,29.84602361713449,Muy Alta
22072,22072,5071_18,308,5071,898,3,5,4,5,5,5,5,5,3,5,5,26.149572657477577,Alta
22073,22073,5071_19,308,5071,898,4,4,3,5,5,4,5,5,5,5,5,26.519466961085676,Alta
22074,22074,5071_20,308,5071,898,5,5,5,5,5,5,5,5,5,5,5,29.84602361713449,Muy Alta
22075,22075,5072_1,305,5072,1031,5,5,5,5,5,5,5,5,4,5,4,29.094565212354503,Muy Alta
22076,22076,5072_3,305,5072,1031,5,5,5,5,5,4,5,5,5,5,5,29.328682748354947,Muy Alta
22077,22077,5072_4,305,5072,1031,5,5,4,5,5,5,5,5,5,5,5,29.50074238417046,Muy Alta
22078,22078,5072_5,305,5072,1031,5,5,5,5,5,5,5,5,5,5,2,30.073797371980298,Muy Alta
22079,22079,5073_1,305,5073,1055,5,5,5,5,5,5,5,5,5,5,5,30.114899402929918,Muy Alta
22080,22080,5073_3,305,5073,1055,5,5,5,5,5,5,5,5,5,5,5,30.114899402929918,Muy Alta
22081,22081,5073_4,305,5073,1055,4,4,5,5,5,4,3,3,3,3,4,22.784638225389866,Media
22082,22082,5073_5,305,5073,1055,5,5,5,5,5,5,4,4,3,4,4,26.560759994748665,Alta
22083,22083,5074_4,303,5074,1981,5,5,5,5,5,5,5,5,5,5,5,31.700752763736062,Muy Alta
22084,22084,5075_3,304,5075,1126,5,5,5,5,5,5,5,5,5,5,5,30.236492911155874,Muy Alta
