uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
7815_9_1,7815_9,7815,9,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_10_1,7815_10,7815,10,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_11_1,7815_11,7815,11,1,1,2,NA,NA,1,2,30,4,525,7815,998
7815_12_1,7815_12,7815,12,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_13_1,7815_13,7815,13,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_15_1,7815_15,7815,15,1,2,2,NA,NA,1,2,30,4,525,7815,998
7815_16_1,7815_16,7815,16,1,3,2,NA,NA,1,2,30,4,525,7815,998
7815_17_1,7815_17,7815,17,1,2,2,NA,NA,1,2,30,4,525,7815,998
7815_18_1,7815_18,7815,18,1,1,2,NA,NA,1,2,30,4,525,7815,998
7815_19_1,7815_19,7815,19,1,2,2,NA,NA,1,2,30,4,525,7815,998
7815_20_1,7815_20,7815,20,1,1,2,NA,NA,1,2,30,4,525,7815,998
7816_1_1,7816_1,7816,1,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_2_1,7816_2,7816,2,1,3,1,1,NA,3,2,30,4,524,7816,1282
7816_3_1,7816_3,7816,3,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_4_1,7816_4,7816,4,1,2,2,NA,NA,1,2,30,4,524,7816,1282
7816_5_1,7816_5,7816,5,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_6_1,7816_6,7816,6,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_7_1,7816_7,7816,7,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_8_1,7816_8,7816,8,1,2,2,NA,NA,2,2,30,4,524,7816,1282
7816_9_1,7816_9,7816,9,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_10_1,7816_10,7816,10,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_11_1,7816_11,7816,11,1,2,2,NA,NA,2,2,30,4,524,7816,1282
7816_12_1,7816_12,7816,12,1,2,2,NA,NA,2,2,30,4,524,7816,1282
7816_13_1,7816_13,7816,13,1,3,2,NA,NA,3,2,30,4,524,7816,1282
7816_14_1,7816_14,7816,14,1,1,1,1,NA,1,2,30,4,524,7816,1282
7816_15_1,7816_15,7816,15,1,2,2,NA,NA,2,2,30,4,524,7816,1282
7816_16_1,7816_16,7816,16,1,1,1,1,NA,1,2,30,4,524,7816,1282
7816_17_1,7816_17,7816,17,1,2,1,1,NA,2,2,30,4,524,7816,1282
7816_19_1,7816_19,7816,19,1,1,2,NA,NA,1,2,30,4,524,7816,1282
7816_20_1,7816_20,7816,20,1,2,2,NA,NA,1,2,30,4,524,7816,1282
7817_1_1,7817_1,7817,1,1,2,2,NA,NA,2,2,30,4,524,7817,1417
7817_2_1,7817_2,7817,2,1,1,1,1,NA,1,2,30,4,524,7817,1417
7817_3_1,7817_3,7817,3,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_4_1,7817_4,7817,4,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_5_1,7817_5,7817,5,1,2,2,NA,NA,1,2,30,4,524,7817,1417
7817_6_1,7817_6,7817,6,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_7_1,7817_7,7817,7,1,2,2,NA,NA,2,2,30,4,524,7817,1417
7817_8_1,7817_8,7817,8,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_9_1,7817_9,7817,9,1,2,2,NA,NA,2,2,30,4,524,7817,1417
7817_10_1,7817_10,7817,10,1,2,2,NA,NA,1,2,30,4,524,7817,1417
7817_11_1,7817_11,7817,11,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_12_1,7817_12,7817,12,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_13_1,7817_13,7817,13,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_14_1,7817_14,7817,14,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_15_1,7817_15,7817,15,1,1,1,1,NA,1,2,30,4,524,7817,1417
7817_16_1,7817_16,7817,16,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_17_1,7817_17,7817,17,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_18_1,7817_18,7817,18,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7817_19_1,7817_19,7817,19,1,1,1,1,NA,1,2,30,4,524,7817,1417
7817_20_1,7817_20,7817,20,1,1,2,NA,NA,1,2,30,4,524,7817,1417
7818_1_1,7818_1,7818,1,1,1,1,1,NA,1,2,30,4,524,7818,1409
7818_2_1,7818_2,7818,2,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7818_3_1,7818_3,7818,3,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7818_4_1,7818_4,7818,4,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_5_1,7818_5,7818,5,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7818_6_1,7818_6,7818,6,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7818_7_1,7818_7,7818,7,1,7,2,NA,NA,1,2,30,4,524,7818,1409
7818_8_1,7818_8,7818,8,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_9_1,7818_9,7818,9,1,2,2,NA,NA,2,1,30,4,524,7818,1409
7818_10_1,7818_10,7818,10,1,2,2,NA,NA,2,1,30,4,524,7818,1409
7818_11_1,7818_11,7818,11,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_12_1,7818_12,7818,12,1,1,2,NA,NA,2,2,30,4,524,7818,1409
7818_13_1,7818_13,7818,13,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_14_1,7818_14,7818,14,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_15_1,7818_15,7818,15,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_16_1,7818_16,7818,16,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7818_17_1,7818_17,7818,17,1,1,1,2,NA,1,2,30,4,524,7818,1409
7818_18_1,7818_18,7818,18,1,2,2,NA,NA,2,2,30,4,524,7818,1409
7818_19_1,7818_19,7818,19,1,1,2,NA,NA,1,2,30,4,524,7818,1409
7819_1_1,7819_1,7819,1,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_2_1,7819_2,7819,2,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_4_1,7819_4,7819,4,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_5_1,7819_5,7819,5,1,2,1,1,NA,2,2,30,4,524,7819,1305
7819_6_1,7819_6,7819,6,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7819_7_1,7819_7,7819,7,1,2,2,NA,NA,1,2,30,4,524,7819,1305
7819_8_1,7819_8,7819,8,1,2,2,NA,NA,1,2,30,4,524,7819,1305
7819_9_1,7819_9,7819,9,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7819_10_1,7819_10,7819,10,1,2,1,1,NA,2,2,30,4,524,7819,1305
7819_11_1,7819_11,7819,11,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7819_12_1,7819_12,7819,12,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_13_1,7819_13,7819,13,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7819_14_1,7819_14,7819,14,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_15_1,7819_15,7819,15,1,2,2,NA,NA,2,2,30,4,524,7819,1305
7819_16_1,7819_16,7819,16,1,1,1,1,NA,1,2,30,4,524,7819,1305
7819_17_1,7819_17,7819,17,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7819_18_1,7819_18,7819,18,1,1,2,NA,NA,1,1,30,4,524,7819,1305
7819_19_1,7819_19,7819,19,1,1,2,NA,NA,1,2,30,4,524,7819,1305
7820_1_1,7820_1,7820,1,1,2,2,NA,NA,1,2,30,4,524,7820,904
7820_2_1,7820_2,7820,2,1,2,2,NA,NA,1,2,30,4,524,7820,904
7820_3_1,7820_3,7820,3,1,1,1,1,NA,1,2,30,4,524,7820,904
7820_4_1,7820_4,7820,4,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_5_1,7820_5,7820,5,1,1,2,NA,NA,1,2,30,4,524,7820,904
7820_6_1,7820_6,7820,6,1,2,2,NA,NA,1,2,30,4,524,7820,904
7820_7_1,7820_7,7820,7,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_9_1,7820_9,7820,9,1,1,1,1,NA,1,2,30,4,524,7820,904
7820_10_1,7820_10,7820,10,1,1,2,NA,NA,1,2,30,4,524,7820,904
7820_11_1,7820_11,7820,11,1,1,2,NA,NA,1,2,30,4,524,7820,904
7820_12_1,7820_12,7820,12,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_13_1,7820_13,7820,13,1,1,2,NA,NA,1,2,30,4,524,7820,904
7820_14_1,7820_14,7820,14,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_15_1,7820_15,7820,15,1,1,1,1,NA,1,2,30,4,524,7820,904
7820_16_1,7820_16,7820,16,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_17_1,7820_17,7820,17,1,1,2,NA,NA,2,2,30,4,524,7820,904
7820_18_1,7820_18,7820,18,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_19_1,7820_19,7820,19,1,2,1,1,NA,2,2,30,4,524,7820,904
7820_20_1,7820_20,7820,20,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_21_1,7820_21,7820,21,1,2,2,NA,NA,2,2,30,4,524,7820,904
7820_22_1,7820_22,7820,22,1,1,2,NA,NA,1,2,30,4,524,7820,904
7821_1_1,7821_1,7821,1,1,2,2,NA,NA,2,2,30,4,525,7821,1580
7821_2_1,7821_2,7821,2,1,2,2,NA,NA,1,2,30,4,525,7821,1580
7821_3_1,7821_3,7821,3,1,2,2,NA,NA,1,2,30,4,525,7821,1580
7821_4_1,7821_4,7821,4,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_5_1,7821_5,7821,5,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_6_1,7821_6,7821,6,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_7_1,7821_7,7821,7,1,2,1,1,NA,2,2,30,4,525,7821,1580
7821_8_1,7821_8,7821,8,1,1,1,1,NA,1,2,30,4,525,7821,1580
7821_9_1,7821_9,7821,9,1,1,2,NA,NA,1,1,30,4,525,7821,1580
7821_10_1,7821_10,7821,10,1,2,2,NA,NA,2,2,30,4,525,7821,1580
7821_11_1,7821_11,7821,11,1,2,9,NA,NA,2,2,30,4,525,7821,1580
7821_12_1,7821_12,7821,12,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_14_1,7821_14,7821,14,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_15_1,7821_15,7821,15,1,1,1,1,NA,1,2,30,4,525,7821,1580
7821_16_1,7821_16,7821,16,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7821_17_1,7821_17,7821,17,1,1,2,NA,NA,1,2,30,4,525,7821,1580
7822_1_1,7822_1,7822,1,1,3,2,NA,NA,3,2,30,4,524,7822,987
7822_2_1,7822_2,7822,2,1,2,2,NA,NA,2,2,30,4,524,7822,987
7822_3_1,7822_3,7822,3,1,1,2,NA,NA,1,1,30,4,524,7822,987
7822_4_1,7822_4,7822,4,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_5_1,7822_5,7822,5,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_6_1,7822_6,7822,6,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_7_1,7822_7,7822,7,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_8_1,7822_8,7822,8,1,2,1,1,NA,2,2,30,4,524,7822,987
7822_9_1,7822_9,7822,9,1,3,1,1,NA,3,2,30,4,524,7822,987
7822_10_1,7822_10,7822,10,1,2,1,1,NA,3,2,30,4,524,7822,987
7822_11_1,7822_11,7822,11,1,3,1,1,NA,3,2,30,4,524,7822,987
7822_12_1,7822_12,7822,12,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_13_1,7822_13,7822,13,1,2,2,NA,NA,1,2,30,4,524,7822,987
7822_14_1,7822_14,7822,14,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_15_1,7822_15,7822,15,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_16_1,7822_16,7822,16,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_17_1,7822_17,7822,17,1,3,2,NA,NA,1,2,30,4,524,7822,987
7822_18_1,7822_18,7822,18,1,1,1,1,NA,1,2,30,4,524,7822,987
7822_19_1,7822_19,7822,19,1,1,2,NA,NA,1,2,30,4,524,7822,987
7822_20_1,7822_20,7822,20,1,2,2,NA,NA,2,2,30,4,524,7822,987
7823_1_1,7823_1,7823,1,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_2_1,7823_2,7823,2,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_3_1,7823_3,7823,3,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_4_1,7823_4,7823,4,1,1,2,NA,NA,1,2,30,4,524,7823,1422
7823_6_1,7823_6,7823,6,1,6,2,NA,NA,6,2,30,4,524,7823,1422
7823_7_1,7823_7,7823,7,1,1,2,NA,NA,1,2,30,4,524,7823,1422
7823_8_1,7823_8,7823,8,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_9_1,7823_9,7823,9,1,1,2,NA,NA,1,2,30,4,524,7823,1422
7823_10_1,7823_10,7823,10,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_11_1,7823_11,7823,11,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_12_1,7823_12,7823,12,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_13_1,7823_13,7823,13,1,2,1,1,NA,2,2,30,4,524,7823,1422
7823_14_1,7823_14,7823,14,1,2,1,1,NA,1,2,30,4,524,7823,1422
7823_15_1,7823_15,7823,15,1,2,2,NA,NA,2,2,30,4,524,7823,1422
7823_16_1,7823_16,7823,16,1,1,2,NA,NA,1,2,30,4,524,7823,1422
7823_17_1,7823_17,7823,17,1,2,2,NA,NA,1,2,30,4,524,7823,1422
7823_18_1,7823_18,7823,18,1,2,2,NA,NA,1,1,30,4,524,7823,1422
7824_1_1,7824_1,7824,1,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_2_1,7824_2,7824,2,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_3_1,7824_3,7824,3,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_4_1,7824_4,7824,4,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_5_1,7824_5,7824,5,1,1,1,1,NA,1,2,30,4,524,7824,1226
7824_6_1,7824_6,7824,6,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_7_1,7824_7,7824,7,1,1,2,NA,NA,1,1,30,4,524,7824,1226
7824_8_1,7824_8,7824,8,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_9_1,7824_9,7824,9,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_11_1,7824_11,7824,11,1,1,1,1,NA,1,2,30,4,524,7824,1226
7824_12_1,7824_12,7824,12,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_14_1,7824_14,7824,14,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7824_15_1,7824_15,7824,15,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_16_1,7824_16,7824,16,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_17_1,7824_17,7824,17,1,1,2,NA,NA,1,2,30,4,524,7824,1226
7824_18_1,7824_18,7824,18,1,1,1,1,NA,2,2,30,4,524,7824,1226
7824_19_1,7824_19,7824,19,1,2,2,NA,NA,2,2,30,4,524,7824,1226
7825_1_1,7825_1,7825,1,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_2_1,7825_2,7825,2,1,2,1,1,NA,2,2,30,4,524,7825,1146
7825_3_1,7825_3,7825,3,1,2,1,1,NA,1,2,30,4,524,7825,1146
7825_4_1,7825_4,7825,4,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_5_1,7825_5,7825,5,1,2,2,NA,NA,2,2,30,4,524,7825,1146
7825_6_1,7825_6,7825,6,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_7_1,7825_7,7825,7,1,3,2,NA,NA,2,2,30,4,524,7825,1146
7825_9_1,7825_9,7825,9,1,2,2,NA,NA,1,2,30,4,524,7825,1146
7825_10_1,7825_10,7825,10,1,1,2,NA,1,1,2,30,4,524,7825,1146
7825_10_2,7825_10,7825,10,2,1,2,NA,2,NA,2,30,4,524,7825,1146
7825_11_1,7825_11,7825,11,1,2,2,NA,NA,2,2,30,4,524,7825,1146
7825_12_1,7825_12,7825,12,1,1,2,NA,NA,1,1,30,4,524,7825,1146
7825_13_1,7825_13,7825,13,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_14_1,7825_14,7825,14,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_15_1,7825_15,7825,15,1,1,1,2,NA,1,2,30,4,524,7825,1146
7825_16_1,7825_16,7825,16,1,1,2,NA,NA,1,2,30,4,524,7825,1146
7825_17_1,7825_17,7825,17,1,4,2,NA,NA,4,2,30,4,524,7825,1146
7825_18_1,7825_18,7825,18,1,2,1,1,NA,2,2,30,4,524,7825,1146
7825_20_1,7825_20,7825,20,1,1,1,1,NA,1,2,30,4,524,7825,1146
7826_2_1,7826_2,7826,2,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_3_1,7826_3,7826,3,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_4_1,7826_4,7826,4,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_5_1,7826_5,7826,5,1,3,2,NA,NA,1,2,30,4,524,7826,1397
7826_6_1,7826_6,7826,6,1,2,2,NA,NA,1,2,30,4,524,7826,1397
7826_8_1,7826_8,7826,8,1,2,2,NA,NA,1,2,30,4,524,7826,1397
7826_9_1,7826_9,7826,9,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_10_1,7826_10,7826,10,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_12_1,7826_12,7826,12,1,2,2,NA,NA,2,2,30,4,524,7826,1397
7826_13_1,7826_13,7826,13,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_14_1,7826_14,7826,14,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_15_1,7826_15,7826,15,1,1,1,1,NA,1,2,30,4,524,7826,1397
7826_16_1,7826_16,7826,16,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_17_1,7826_17,7826,17,1,2,2,NA,NA,2,2,30,4,524,7826,1397
7826_18_1,7826_18,7826,18,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7826_19_1,7826_19,7826,19,1,1,2,NA,NA,1,2,30,4,524,7826,1397
7827_1_1,7827_1,7827,1,1,1,2,NA,NA,1,1,30,4,524,7827,1453
7827_2_1,7827_2,7827,2,1,1,2,NA,NA,2,2,30,4,524,7827,1453
7827_3_1,7827_3,7827,3,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_4_1,7827_4,7827,4,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_5_1,7827_5,7827,5,1,3,2,NA,NA,3,2,30,4,524,7827,1453
7827_6_1,7827_6,7827,6,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_7_1,7827_7,7827,7,1,2,2,NA,NA,2,2,30,4,524,7827,1453
7827_8_1,7827_8,7827,8,1,3,2,NA,NA,3,2,30,4,524,7827,1453
7827_9_1,7827_9,7827,9,1,2,2,NA,NA,2,2,30,4,524,7827,1453
7827_10_1,7827_10,7827,10,1,2,2,NA,1,2,2,30,4,524,7827,1453
7827_10_2,7827_10,7827,10,2,1,1,1,2,NA,2,30,4,524,7827,1453
7827_12_1,7827_12,7827,12,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_13_1,7827_13,7827,13,1,2,1,1,NA,2,1,30,4,524,7827,1453
7827_15_1,7827_15,7827,15,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_16_1,7827_16,7827,16,1,2,2,NA,NA,1,2,30,4,524,7827,1453
7827_17_1,7827_17,7827,17,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_18_1,7827_18,7827,18,1,1,2,NA,NA,1,2,30,4,524,7827,1453
7827_20_1,7827_20,7827,20,1,2,2,NA,NA,2,2,30,4,524,7827,1453
7828_2_1,7828_2,7828,2,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_3_1,7828_3,7828,3,1,3,2,NA,NA,2,2,30,4,525,7828,1708
7828_4_1,7828_4,7828,4,1,2,1,1,NA,2,2,30,4,525,7828,1708
7828_5_1,7828_5,7828,5,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_6_1,7828_6,7828,6,1,2,2,NA,NA,2,2,30,4,525,7828,1708
7828_7_1,7828_7,7828,7,1,1,1,1,NA,1,2,30,4,525,7828,1708
7828_8_1,7828_8,7828,8,1,1,1,1,NA,1,1,30,4,525,7828,1708
7828_9_1,7828_9,7828,9,1,2,1,1,NA,2,2,30,4,525,7828,1708
7828_10_1,7828_10,7828,10,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_11_1,7828_11,7828,11,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_13_1,7828_13,7828,13,1,2,2,NA,NA,2,2,30,4,525,7828,1708
7828_14_1,7828_14,7828,14,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_15_1,7828_15,7828,15,1,2,1,1,NA,1,2,30,4,525,7828,1708
7828_16_1,7828_16,7828,16,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_17_1,7828_17,7828,17,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_18_1,7828_18,7828,18,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_19_1,7828_19,7828,19,1,1,2,NA,NA,1,2,30,4,525,7828,1708
7828_20_1,7828_20,7828,20,1,2,2,NA,NA,2,2,30,4,525,7828,1708
7829_2_1,7829_2,7829,2,1,2,1,1,NA,2,2,30,4,524,7829,885
7829_3_1,7829_3,7829,3,1,1,2,NA,NA,1,2,30,4,524,7829,885
7829_4_1,7829_4,7829,4,1,1,1,1,NA,1,2,30,4,524,7829,885
7829_5_1,7829_5,7829,5,1,2,1,1,NA,2,2,30,4,524,7829,885
7829_6_1,7829_6,7829,6,1,1,2,NA,NA,1,2,30,4,524,7829,885
7829_8_1,7829_8,7829,8,1,2,2,NA,NA,2,2,30,4,524,7829,885
7829_9_1,7829_9,7829,9,1,2,1,1,NA,2,2,30,4,524,7829,885
7829_10_1,7829_10,7829,10,1,2,1,1,NA,2,2,30,4,524,7829,885
7829_11_1,7829_11,7829,11,1,2,2,NA,NA,2,2,30,4,524,7829,885
7829_12_1,7829_12,7829,12,1,1,2,NA,NA,1,2,30,4,524,7829,885
7829_13_1,7829_13,7829,13,1,2,1,1,NA,2,2,30,4,524,7829,885
7829_14_1,7829_14,7829,14,1,4,1,1,NA,4,2,30,4,524,7829,885
7829_18_1,7829_18,7829,18,1,2,2,NA,NA,2,2,30,4,524,7829,885
7829_19_1,7829_19,7829,19,1,1,2,NA,NA,2,2,30,4,524,7829,885
7829_20_1,7829_20,7829,20,1,1,2,NA,NA,1,2,30,4,524,7829,885
7830_1_1,7830_1,7830,1,1,1,1,1,NA,1,2,30,4,524,7830,1248
7830_3_1,7830_3,7830,3,1,2,2,NA,NA,1,2,30,4,524,7830,1248
7830_4_1,7830_4,7830,4,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_5_1,7830_5,7830,5,1,2,2,NA,NA,1,2,30,4,524,7830,1248
7830_6_1,7830_6,7830,6,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_7_1,7830_7,7830,7,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_8_1,7830_8,7830,8,1,2,2,NA,NA,2,2,30,4,524,7830,1248
7830_9_1,7830_9,7830,9,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_10_1,7830_10,7830,10,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_11_1,7830_11,7830,11,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_12_1,7830_12,7830,12,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_13_1,7830_13,7830,13,1,2,1,1,NA,2,2,30,4,524,7830,1248
7830_14_1,7830_14,7830,14,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_15_1,7830_15,7830,15,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_16_1,7830_16,7830,16,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_17_1,7830_17,7830,17,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_18_1,7830_18,7830,18,1,1,2,NA,NA,1,2,30,4,524,7830,1248
7830_19_1,7830_19,7830,19,1,2,2,NA,NA,2,2,30,4,524,7830,1248
7830_20_1,7830_20,7830,20,1,2,2,NA,NA,2,2,30,4,524,7830,1248
7831_1_1,7831_1,7831,1,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_2_1,7831_2,7831,2,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_3_1,7831_3,7831,3,1,2,1,1,NA,2,2,30,4,525,7831,1297
7831_4_1,7831_4,7831,4,1,2,1,1,NA,2,2,30,4,525,7831,1297
7831_5_1,7831_5,7831,5,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_7_1,7831_7,7831,7,1,2,2,NA,NA,2,2,30,4,525,7831,1297
7831_8_1,7831_8,7831,8,1,2,2,NA,NA,2,2,30,4,525,7831,1297
7831_9_1,7831_9,7831,9,1,2,2,NA,NA,2,2,30,4,525,7831,1297
7831_11_1,7831_11,7831,11,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_12_1,7831_12,7831,12,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_13_1,7831_13,7831,13,1,2,1,1,NA,2,2,30,4,525,7831,1297
7831_14_1,7831_14,7831,14,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_15_1,7831_15,7831,15,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_16_1,7831_16,7831,16,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7831_17_1,7831_17,7831,17,1,1,1,1,NA,1,2,30,4,525,7831,1297
7831_18_1,7831_18,7831,18,1,2,2,NA,NA,2,2,30,4,525,7831,1297
7831_19_1,7831_19,7831,19,1,1,1,1,NA,1,2,30,4,525,7831,1297
7831_20_1,7831_20,7831,20,1,1,2,NA,NA,1,2,30,4,525,7831,1297
7832_1_1,7832_1,7832,1,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_2_1,7832_2,7832,2,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_3_1,7832_3,7832,3,1,2,1,1,NA,2,2,30,4,524,7832,1138
7832_4_1,7832_4,7832,4,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_6_1,7832_6,7832,6,1,2,1,1,NA,2,2,30,4,524,7832,1138
7832_7_1,7832_7,7832,7,1,1,1,1,NA,1,2,30,4,524,7832,1138
7832_9_1,7832_9,7832,9,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_10_1,7832_10,7832,10,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_12_1,7832_12,7832,12,1,1,2,NA,NA,1,2,30,4,524,7832,1138
7832_13_1,7832_13,7832,13,1,1,1,1,NA,1,2,30,4,524,7832,1138
