uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
7798_8_1,7798_8,7798,8,1,2,2,NA,NA,2,2,30,4,525,7798,1233
7798_9_1,7798_9,7798,9,1,2,2,NA,NA,2,2,30,4,525,7798,1233
7798_10_1,7798_10,7798,10,1,2,1,1,NA,2,1,30,4,525,7798,1233
7798_11_1,7798_11,7798,11,1,2,2,NA,NA,1,2,30,4,525,7798,1233
7798_12_1,7798_12,7798,12,1,1,2,NA,NA,1,2,30,4,525,7798,1233
7798_13_1,7798_13,7798,13,1,1,2,NA,NA,1,2,30,4,525,7798,1233
7798_14_1,7798_14,7798,14,1,1,2,NA,NA,1,2,30,4,525,7798,1233
7798_15_1,7798_15,7798,15,1,1,2,NA,NA,1,2,30,4,525,7798,1233
7798_16_1,7798_16,7798,16,1,2,1,1,NA,2,2,30,4,525,7798,1233
7798_17_1,7798_17,7798,17,1,2,2,NA,NA,2,2,30,4,525,7798,1233
7798_18_1,7798_18,7798,18,1,1,2,NA,NA,1,2,30,4,525,7798,1233
7798_20_1,7798_20,7798,20,1,1,2,NA,1,1,2,30,4,525,7798,1233
7798_20_2,7798_20,7798,20,2,1,2,NA,2,NA,2,30,4,525,7798,1233
7799_1_1,7799_1,7799,1,1,1,2,NA,NA,1,1,30,4,525,7799,1578
7799_2_1,7799_2,7799,2,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_3_1,7799_3,7799,3,1,3,1,1,NA,3,2,30,4,525,7799,1578
7799_4_1,7799_4,7799,4,1,2,2,NA,NA,2,2,30,4,525,7799,1578
7799_5_1,7799_5,7799,5,1,2,2,NA,NA,2,2,30,4,525,7799,1578
7799_6_1,7799_6,7799,6,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_7_1,7799_7,7799,7,1,2,2,NA,NA,1,2,30,4,525,7799,1578
7799_8_1,7799_8,7799,8,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_9_1,7799_9,7799,9,1,1,2,NA,NA,2,2,30,4,525,7799,1578
7799_10_1,7799_10,7799,10,1,2,1,1,NA,1,2,30,4,525,7799,1578
7799_11_1,7799_11,7799,11,1,2,2,NA,NA,2,2,30,4,525,7799,1578
7799_12_1,7799_12,7799,12,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_13_1,7799_13,7799,13,1,2,2,NA,NA,1,2,30,4,525,7799,1578
7799_14_1,7799_14,7799,14,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_15_1,7799_15,7799,15,1,1,1,1,NA,1,2,30,4,525,7799,1578
7799_16_1,7799_16,7799,16,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_17_1,7799_17,7799,17,1,2,2,NA,NA,1,2,30,4,525,7799,1578
7799_18_1,7799_18,7799,18,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7799_19_1,7799_19,7799,19,1,2,2,NA,NA,2,2,30,4,525,7799,1578
7799_20_1,7799_20,7799,20,1,1,2,NA,NA,1,2,30,4,525,7799,1578
7800_1_1,7800_1,7800,1,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_2_1,7800_2,7800,2,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_4_1,7800_4,7800,4,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_5_1,7800_5,7800,5,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_6_1,7800_6,7800,6,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_7_1,7800_7,7800,7,1,2,2,NA,NA,2,2,30,4,525,7800,1404
7800_9_1,7800_9,7800,9,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_10_1,7800_10,7800,10,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_11_1,7800_11,7800,11,1,1,1,1,NA,1,2,30,4,525,7800,1404
7800_12_1,7800_12,7800,12,1,1,2,NA,NA,1,2,30,4,525,7800,1404
7800_14_1,7800_14,7800,14,1,3,2,NA,NA,1,2,30,4,525,7800,1404
7800_16_1,7800_16,7800,16,1,2,1,1,NA,1,2,30,4,525,7800,1404
7800_17_1,7800_17,7800,17,1,2,2,NA,NA,2,2,30,4,525,7800,1404
7800_18_1,7800_18,7800,18,1,1,1,1,NA,1,2,30,4,525,7800,1404
7800_19_1,7800_19,7800,19,1,2,2,NA,NA,1,2,30,4,525,7800,1404
7800_20_1,7800_20,7800,20,1,2,2,NA,NA,1,2,30,4,525,7800,1404
7801_1_1,7801_1,7801,1,1,2,2,NA,1,2,2,30,4,524,7801,980
7801_1_2,7801_1,7801,1,2,1,1,1,2,NA,2,30,4,524,7801,980
7801_1_3,7801_1,7801,1,3,1,1,1,2,NA,2,30,4,524,7801,980
7801_2_1,7801_2,7801,2,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_3_1,7801_3,7801,3,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_4_1,7801_4,7801,4,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_5_1,7801_5,7801,5,1,2,2,NA,NA,2,1,30,4,524,7801,980
7801_7_1,7801_7,7801,7,1,2,1,1,NA,2,2,30,4,524,7801,980
7801_9_1,7801_9,7801,9,1,1,2,NA,NA,1,2,30,4,524,7801,980
7801_10_1,7801_10,7801,10,1,2,2,NA,NA,2,1,30,4,524,7801,980
7801_11_1,7801_11,7801,11,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_12_1,7801_12,7801,12,1,1,1,1,NA,1,2,30,4,524,7801,980
7801_13_1,7801_13,7801,13,1,3,2,NA,NA,3,2,30,4,524,7801,980
7801_14_1,7801_14,7801,14,1,2,2,NA,NA,1,2,30,4,524,7801,980
7801_15_1,7801_15,7801,15,1,1,1,1,NA,1,2,30,4,524,7801,980
7801_16_1,7801_16,7801,16,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_17_1,7801_17,7801,17,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_18_1,7801_18,7801,18,1,1,2,NA,NA,1,2,30,4,524,7801,980
7801_19_1,7801_19,7801,19,1,2,2,NA,NA,2,2,30,4,524,7801,980
7801_20_1,7801_20,7801,20,1,2,1,1,NA,2,2,30,4,524,7801,980
7802_1_1,7802_1,7802,1,1,2,1,1,NA,2,2,30,4,524,7802,1290
7802_2_1,7802_2,7802,2,1,2,1,1,NA,2,2,30,4,524,7802,1290
7802_3_1,7802_3,7802,3,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_5_1,7802_5,7802,5,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_6_1,7802_6,7802,6,1,2,1,1,NA,2,2,30,4,524,7802,1290
7802_7_1,7802_7,7802,7,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_8_1,7802_8,7802,8,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_9_1,7802_9,7802,9,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_10_1,7802_10,7802,10,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_11_1,7802_11,7802,11,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_12_1,7802_12,7802,12,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_13_1,7802_13,7802,13,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_14_1,7802_14,7802,14,1,4,2,NA,NA,1,2,30,4,524,7802,1290
7802_15_1,7802_15,7802,15,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_16_1,7802_16,7802,16,1,3,1,1,NA,3,2,30,4,524,7802,1290
7802_17_1,7802_17,7802,17,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_18_1,7802_18,7802,18,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_19_1,7802_19,7802,19,1,2,2,NA,NA,2,2,30,4,524,7802,1290
7802_20_1,7802_20,7802,20,1,1,2,NA,NA,1,2,30,4,524,7802,1290
7802_21_1,7802_21,7802,21,1,2,2,NA,NA,1,2,30,4,524,7802,1290
7803_1_1,7803_1,7803,1,1,2,2,NA,NA,1,2,30,4,524,7803,1263
7803_2_1,7803_2,7803,2,1,2,1,1,NA,2,2,30,4,524,7803,1263
7803_3_1,7803_3,7803,3,1,2,2,NA,NA,2,2,30,4,524,7803,1263
7803_4_1,7803_4,7803,4,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_5_1,7803_5,7803,5,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_6_1,7803_6,7803,6,1,1,2,NA,1,1,2,30,4,524,7803,1263
7803_6_2,7803_6,7803,6,2,2,2,NA,2,NA,2,30,4,524,7803,1263
7803_7_1,7803_7,7803,7,1,1,1,1,NA,1,2,30,4,524,7803,1263
7803_8_1,7803_8,7803,8,1,1,1,1,NA,1,2,30,4,524,7803,1263
7803_9_1,7803_9,7803,9,1,1,1,1,NA,1,2,30,4,524,7803,1263
7803_10_1,7803_10,7803,10,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_11_1,7803_11,7803,11,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_12_1,7803_12,7803,12,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_13_1,7803_13,7803,13,1,1,1,1,NA,1,2,30,4,524,7803,1263
7803_14_1,7803_14,7803,14,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_15_1,7803_15,7803,15,1,1,2,NA,NA,1,2,30,4,524,7803,1263
7803_17_1,7803_17,7803,17,1,2,2,NA,NA,2,2,30,4,524,7803,1263
7803_18_1,7803_18,7803,18,1,2,1,1,NA,2,2,30,4,524,7803,1263
7803_20_1,7803_20,7803,20,1,1,1,1,NA,1,2,30,4,524,7803,1263
7803_21_1,7803_21,7803,21,1,2,2,NA,NA,1,2,30,4,524,7803,1263
7804_1_1,7804_1,7804,1,1,2,2,NA,NA,1,2,30,4,524,7804,1741
7804_2_1,7804_2,7804,2,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_3_1,7804_3,7804,3,1,2,2,NA,NA,1,2,30,4,524,7804,1741
7804_4_1,7804_4,7804,4,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_5_1,7804_5,7804,5,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_6_1,7804_6,7804,6,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_7_1,7804_7,7804,7,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_8_1,7804_8,7804,8,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_9_1,7804_9,7804,9,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_10_1,7804_10,7804,10,1,1,1,1,NA,1,2,30,4,524,7804,1741
7804_11_1,7804_11,7804,11,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_12_1,7804_12,7804,12,1,2,1,1,NA,2,2,30,4,524,7804,1741
7804_13_1,7804_13,7804,13,1,1,1,1,NA,1,2,30,4,524,7804,1741
7804_14_1,7804_14,7804,14,1,2,2,NA,NA,1,2,30,4,524,7804,1741
7804_15_1,7804_15,7804,15,1,1,2,NA,NA,2,2,30,4,524,7804,1741
7804_16_1,7804_16,7804,16,1,2,2,NA,NA,2,2,30,4,524,7804,1741
7804_17_1,7804_17,7804,17,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_18_1,7804_18,7804,18,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_19_1,7804_19,7804,19,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7804_20_1,7804_20,7804,20,1,1,2,NA,NA,1,2,30,4,524,7804,1741
7805_1_1,7805_1,7805,1,1,1,2,NA,NA,1,2,30,4,525,7805,1528
7805_2_1,7805_2,7805,2,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_3_1,7805_3,7805,3,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_4_1,7805_4,7805,4,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_5_1,7805_5,7805,5,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_6_1,7805_6,7805,6,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_7_1,7805_7,7805,7,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_8_1,7805_8,7805,8,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_9_1,7805_9,7805,9,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_10_1,7805_10,7805,10,1,2,2,NA,NA,1,2,30,4,525,7805,1528
7805_11_1,7805_11,7805,11,1,2,2,NA,NA,1,2,30,4,525,7805,1528
7805_12_1,7805_12,7805,12,1,3,1,1,NA,3,2,30,4,525,7805,1528
7805_13_1,7805_13,7805,13,1,1,2,NA,NA,1,2,30,4,525,7805,1528
7805_14_1,7805_14,7805,14,1,4,2,NA,NA,4,1,30,4,525,7805,1528
7805_15_1,7805_15,7805,15,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_16_1,7805_16,7805,16,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_17_1,7805_17,7805,17,1,2,2,NA,NA,2,2,30,4,525,7805,1528
7805_19_1,7805_19,7805,19,1,1,1,1,NA,1,2,30,4,525,7805,1528
7805_20_1,7805_20,7805,20,1,1,1,2,NA,4,2,30,4,525,7805,1528
7806_1_1,7806_1,7806,1,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_2_1,7806_2,7806,2,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_3_1,7806_3,7806,3,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_4_1,7806_4,7806,4,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_5_1,7806_5,7806,5,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_6_1,7806_6,7806,6,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_7_1,7806_7,7806,7,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_8_1,7806_8,7806,8,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_9_1,7806_9,7806,9,1,2,1,1,NA,2,2,30,4,524,7806,1413
7806_10_1,7806_10,7806,10,1,2,2,NA,NA,2,2,30,4,524,7806,1413
7806_11_1,7806_11,7806,11,1,2,2,NA,NA,2,2,30,4,524,7806,1413
7806_12_1,7806_12,7806,12,1,2,2,NA,NA,2,1,30,4,524,7806,1413
7806_13_1,7806_13,7806,13,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_14_1,7806_14,7806,14,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_16_1,7806_16,7806,16,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7806_17_1,7806_17,7806,17,1,1,1,1,NA,1,2,30,4,524,7806,1413
7806_18_1,7806_18,7806,18,1,2,2,NA,NA,2,2,30,4,524,7806,1413
7806_19_1,7806_19,7806,19,1,2,2,NA,NA,2,2,30,4,524,7806,1413
7806_20_1,7806_20,7806,20,1,1,2,NA,NA,1,2,30,4,524,7806,1413
7807_1_1,7807_1,7807,1,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_2_1,7807_2,7807,2,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_3_1,7807_3,7807,3,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_4_1,7807_4,7807,4,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_8_1,7807_8,7807,8,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_9_1,7807_9,7807,9,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_10_1,7807_10,7807,10,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_11_1,7807_11,7807,11,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_12_1,7807_12,7807,12,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_14_1,7807_14,7807,14,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_15_1,7807_15,7807,15,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_16_1,7807_16,7807,16,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_17_1,7807_17,7807,17,1,1,2,NA,NA,1,2,30,4,524,7807,1387
7807_18_1,7807_18,7807,18,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_19_1,7807_19,7807,19,1,2,2,NA,NA,2,2,30,4,524,7807,1387
7807_20_1,7807_20,7807,20,1,2,2,NA,NA,1,2,30,4,524,7807,1387
7808_1_1,7808_1,7808,1,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_2_1,7808_2,7808,2,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_3_1,7808_3,7808,3,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_4_1,7808_4,7808,4,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_6_1,7808_6,7808,6,1,1,1,1,NA,1,2,30,4,524,7808,872
7808_7_1,7808_7,7808,7,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_8_1,7808_8,7808,8,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_9_1,7808_9,7808,9,1,2,1,1,NA,1,2,30,4,524,7808,872
7808_10_1,7808_10,7808,10,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_11_1,7808_11,7808,11,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_13_1,7808_13,7808,13,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_14_1,7808_14,7808,14,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_15_1,7808_15,7808,15,1,2,2,NA,NA,1,2,30,4,524,7808,872
7808_16_1,7808_16,7808,16,1,2,2,NA,NA,2,2,30,4,524,7808,872
7808_17_1,7808_17,7808,17,1,1,2,NA,NA,1,2,30,4,524,7808,872
7808_19_1,7808_19,7808,19,1,1,1,1,NA,1,2,30,4,524,7808,872
7808_20_1,7808_20,7808,20,1,1,1,1,NA,1,2,30,4,524,7808,872
7809_1_1,7809_1,7809,1,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_2_1,7809_2,7809,2,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_3_1,7809_3,7809,3,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_4_1,7809_4,7809,4,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7809_5_1,7809_5,7809,5,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7809_6_1,7809_6,7809,6,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7809_7_1,7809_7,7809,7,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7809_8_1,7809_8,7809,8,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_9_1,7809_9,7809,9,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_10_1,7809_10,7809,10,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_11_1,7809_11,7809,11,1,2,1,1,NA,2,2,30,4,524,7809,1311
7809_12_1,7809_12,7809,12,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7809_13_1,7809_13,7809,13,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_14_1,7809_14,7809,14,1,1,1,1,NA,2,2,30,4,524,7809,1311
7809_15_1,7809_15,7809,15,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_16_1,7809_16,7809,16,1,2,1,1,NA,2,2,30,4,524,7809,1311
7809_17_1,7809_17,7809,17,1,2,2,NA,NA,1,2,30,4,524,7809,1311
7809_18_1,7809_18,7809,18,1,1,2,NA,NA,1,2,30,4,524,7809,1311
7809_19_1,7809_19,7809,19,1,2,2,NA,NA,2,2,30,4,524,7809,1311
7810_1_1,7810_1,7810,1,1,2,2,NA,NA,2,2,30,4,524,7810,918
7810_2_1,7810_2,7810,2,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_3_1,7810_3,7810,3,1,2,2,NA,NA,2,2,30,4,524,7810,918
7810_4_1,7810_4,7810,4,1,2,2,NA,NA,2,2,30,4,524,7810,918
7810_5_1,7810_5,7810,5,1,1,2,NA,NA,2,2,30,4,524,7810,918
7810_6_1,7810_6,7810,6,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_8_1,7810_8,7810,8,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_10_1,7810_10,7810,10,1,1,2,NA,NA,2,2,30,4,524,7810,918
7810_11_1,7810_11,7810,11,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_12_1,7810_12,7810,12,1,2,2,NA,NA,1,2,30,4,524,7810,918
7810_13_1,7810_13,7810,13,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_14_1,7810_14,7810,14,1,2,2,NA,NA,1,2,30,4,524,7810,918
7810_15_1,7810_15,7810,15,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_16_1,7810_16,7810,16,1,1,2,NA,NA,1,2,30,4,524,7810,918
7810_17_1,7810_17,7810,17,1,3,2,NA,NA,3,2,30,4,524,7810,918
7810_18_1,7810_18,7810,18,1,3,1,1,NA,1,2,30,4,524,7810,918
7810_19_1,7810_19,7810,19,1,2,2,NA,NA,2,2,30,4,524,7810,918
7810_20_1,7810_20,7810,20,1,1,2,NA,NA,1,2,30,4,524,7810,918
7811_1_1,7811_1,7811,1,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_2_1,7811_2,7811,2,1,2,1,1,NA,2,2,30,4,524,7811,1441
7811_3_1,7811_3,7811,3,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_4_1,7811_4,7811,4,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_5_1,7811_5,7811,5,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_6_1,7811_6,7811,6,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_7_1,7811_7,7811,7,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_8_1,7811_8,7811,8,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_9_1,7811_9,7811,9,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_10_1,7811_10,7811,10,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_11_1,7811_11,7811,11,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_12_1,7811_12,7811,12,1,2,1,1,NA,2,2,30,4,524,7811,1441
7811_13_1,7811_13,7811,13,1,2,2,NA,NA,1,2,30,4,524,7811,1441
7811_14_1,7811_14,7811,14,1,2,1,1,NA,2,2,30,4,524,7811,1441
7811_15_1,7811_15,7811,15,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_16_1,7811_16,7811,16,1,3,2,NA,NA,2,2,30,4,524,7811,1441
7811_17_1,7811_17,7811,17,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_18_1,7811_18,7811,18,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7811_19_1,7811_19,7811,19,1,1,2,NA,NA,1,2,30,4,524,7811,1441
7811_20_1,7811_20,7811,20,1,2,2,NA,NA,2,2,30,4,524,7811,1441
7812_2_1,7812_2,7812,2,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_6_1,7812_6,7812,6,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_7_1,7812_7,7812,7,1,1,1,1,NA,1,2,30,4,524,7812,1444
7812_8_1,7812_8,7812,8,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_10_1,7812_10,7812,10,1,2,1,1,NA,2,2,30,4,524,7812,1444
7812_11_1,7812_11,7812,11,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_12_1,7812_12,7812,12,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_13_1,7812_13,7812,13,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_14_1,7812_14,7812,14,1,1,2,NA,NA,1,2,30,4,524,7812,1444
7812_16_1,7812_16,7812,16,1,3,2,NA,NA,2,2,30,4,524,7812,1444
7812_17_1,7812_17,7812,17,1,2,2,NA,NA,1,2,30,4,524,7812,1444
7812_18_1,7812_18,7812,18,1,2,1,1,NA,2,2,30,4,524,7812,1444
7812_20_1,7812_20,7812,20,1,2,2,NA,NA,2,2,30,4,524,7812,1444
7813_1_1,7813_1,7813,1,1,2,1,1,NA,2,2,30,4,524,7813,1708
7813_2_1,7813_2,7813,2,1,2,2,NA,NA,2,2,30,4,524,7813,1708
7813_3_1,7813_3,7813,3,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_5_1,7813_5,7813,5,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_6_1,7813_6,7813,6,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_7_1,7813_7,7813,7,1,2,2,NA,NA,1,2,30,4,524,7813,1708
7813_9_1,7813_9,7813,9,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_10_1,7813_10,7813,10,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_11_1,7813_11,7813,11,1,2,1,1,NA,2,2,30,4,524,7813,1708
7813_12_1,7813_12,7813,12,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_13_1,7813_13,7813,13,1,2,2,NA,NA,2,2,30,4,524,7813,1708
7813_14_1,7813_14,7813,14,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_15_1,7813_15,7813,15,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_16_1,7813_16,7813,16,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_17_1,7813_17,7813,17,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_18_1,7813_18,7813,18,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_19_1,7813_19,7813,19,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7813_20_1,7813_20,7813,20,1,1,2,NA,NA,1,2,30,4,524,7813,1708
7814_4_1,7814_4,7814,4,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_5_1,7814_5,7814,5,1,2,2,NA,NA,2,2,30,4,524,7814,1058
7814_6_1,7814_6,7814,6,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_7_1,7814_7,7814,7,1,1,2,NA,NA,1,1,30,4,524,7814,1058
7814_9_1,7814_9,7814,9,1,2,2,NA,NA,1,2,30,4,524,7814,1058
7814_10_1,7814_10,7814,10,1,4,2,NA,NA,4,2,30,4,524,7814,1058
7814_11_1,7814_11,7814,11,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_12_1,7814_12,7814,12,1,1,1,1,NA,1,2,30,4,524,7814,1058
7814_13_1,7814_13,7814,13,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_14_1,7814_14,7814,14,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_15_1,7814_15,7814,15,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_16_1,7814_16,7814,16,1,2,1,1,NA,2,2,30,4,524,7814,1058
7814_18_1,7814_18,7814,18,1,3,2,NA,NA,3,2,30,4,524,7814,1058
7814_19_1,7814_19,7814,19,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7814_21_1,7814_21,7814,21,1,1,2,NA,NA,1,2,30,4,524,7814,1058
7815_1_1,7815_1,7815,1,1,2,1,1,NA,2,2,30,4,525,7815,998
7815_2_1,7815_2,7815,2,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_3_1,7815_3,7815,3,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_4_1,7815_4,7815,4,1,2,1,1,NA,2,2,30,4,525,7815,998
7815_5_1,7815_5,7815,5,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_6_1,7815_6,7815,6,1,2,1,1,NA,2,2,30,4,525,7815,998
7815_7_1,7815_7,7815,7,1,2,2,NA,NA,2,2,30,4,525,7815,998
7815_8_1,7815_8,7815,8,1,1,2,NA,NA,1,2,30,4,525,7815,998
