"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"18559","4269_22",267,4269,523,1,1,1,1,1,1,1,1,1,1,1
"18560","4270_1",267,4270,555,1,2,3,2,2,3,3,2,2,2,2
"18561","4270_2",267,4270,555,4,4,4,2,2,3,3,3,4,4,3
"18562","4270_3",267,4270,555,3,3,4,1,1,3,3,3,3,1,3
"18563","4270_5",267,4270,555,3,2,2,1,1,3,1,4,4,4,4
"18564","4270_7",267,4270,555,3,3,2,1,1,3,2,4,4,4,4
"18565","4270_8",267,4270,555,3,4,3,1,1,3,3,3,4,2,1
"18566","4270_9",267,4270,555,2,2,4,1,1,1,2,3,4,4,4
"18567","4270_10",267,4270,555,3,2,1,1,1,3,2,1,1,1,1
"18568","4270_12",267,4270,555,3,3,3,1,1,1,1,1,1,1,1
"18569","4270_13",267,4270,555,3,4,4,1,1,3,3,3,4,4,2
"18570","4270_14",267,4270,555,2,2,2,2,2,2,2,3,4,4,2
"18571","4270_17",267,4270,555,3,3,3,3,3,3,3,1,3,3,3
"18572","4270_18",267,4270,555,1,1,2,1,1,1,1,1,1,1,1
"18573","4270_19",267,4270,555,2,2,3,1,1,1,1,1,4,4,1
"18574","4271_1",267,4271,415,2,3,4,2,1,3,3,4,3,4,2
"18575","4271_2",267,4271,415,4,4,4,1,1,3,3,4,4,4,1
"18576","4271_3",267,4271,415,2,2,3,1,1,2,1,3,1,2,1
"18577","4271_5",267,4271,415,2,2,2,1,1,1,1,1,1,1,1
"18578","4271_6",267,4271,415,3,4,3,1,1,1,1,1,4,4,1
"18579","4271_8",267,4271,415,3,1,2,1,1,1,1,1,1,2,1
"18580","4271_9",267,4271,415,3,3,4,3,2,3,3,4,3,4,4
"18581","4271_10",267,4271,415,1,2,4,1,1,3,1,1,1,4,1
"18582","4271_11",267,4271,415,3,2,4,4,3,4,2,3,3,2,1
"18583","4271_12",267,4271,415,3,1,4,1,1,2,1,3,1,4,1
"18584","4271_13",267,4271,415,3,1,4,1,1,1,1,4,4,4,2
"18585","4271_14",267,4271,415,3,2,4,1,4,3,2,4,4,4,3
"18586","4271_15",267,4271,415,3,2,4,1,1,2,1,2,2,1,1
"18587","4271_16",267,4271,415,2,3,2,1,1,2,3,4,3,4,3
"18588","4271_17",267,4271,415,1,2,2,1,1,1,2,2,2,4,4
"18589","4271_20",267,4271,415,2,2,2,1,1,2,1,4,4,4,1
"18590","4272_1",267,4272,735,3,3,3,2,2,2,1,2,2,3,3
"18591","4272_5",267,4272,735,2,2,3,1,1,1,2,2,2,2,2
"18592","4272_6",267,4272,735,3,2,2,1,1,1,1,1,1,4,4
"18593","4272_7",267,4272,735,3,3,3,2,1,2,3,3,3,4,2
"18594","4272_8",267,4272,735,2,2,2,2,2,2,2,3,3,4,2
"18595","4272_11",267,4272,735,1,1,3,1,1,1,1,1,1,1,1
"18596","4272_12",267,4272,735,3,4,4,3,4,2,3,3,3,4,3
"18597","4272_13",267,4272,735,4,3,3,2,2,4,3,3,3,4,3
"18598","4272_15",267,4272,735,4,4,2,1,2,1,2,3,2,3,3
"18599","4272_16",267,4272,735,2,1,3,1,1,1,1,2,2,4,3
"18600","4272_17",267,4272,735,2,2,4,1,1,1,1,3,3,4,2
"18601","4272_18",267,4272,735,2,1,4,2,1,1,2,1,1,3,4
"18602","4273_4",268,4273,931,2,3,3,1,3,3,3,1,1,1,3
"18603","4273_7",268,4273,931,1,1,3,1,1,1,1,1,1,1,1
"18604","4273_8",268,4273,931,2,1,2,1,1,1,1,1,1,1,1
"18605","4273_9",268,4273,931,3,3,4,1,1,2,1,1,1,1,1
"18606","4273_11",268,4273,931,2,2,2,1,1,1,1,1,2,1,1
"18607","4273_12",268,4273,931,4,4,4,2,1,4,4,3,2,3,1
"18608","4273_13",268,4273,931,1,1,1,1,1,1,1,2,1,1,1
"18609","4273_14",268,4273,931,1,2,3,2,1,1,1,1,1,1,1
"18610","4273_17",268,4273,931,1,1,1,1,1,1,1,1,1,1,1
"18611","4273_19",268,4273,931,1,1,1,1,1,1,1,4,1,1,1
"18612","4273_20",268,4273,931,1,1,3,1,1,1,1,1,2,2,2
"18613","4275_1",260,4275,1690,1,1,1,1,1,1,1,1,3,1,4
"18614","4275_4",260,4275,1690,1,1,3,1,1,1,3,3,1,3,4
"18615","4275_5",260,4275,1690,2,2,2,1,2,2,2,2,2,1,2
"18616","4276_1",262,4276,706,1,1,1,1,2,1,3,1,1,3,1
"18617","4276_2",262,4276,706,2,2,2,1,1,1,1,2,3,3,1
"18618","4276_3",262,4276,706,1,1,1,1,1,3,1,1,3,1,1
"18619","4276_4",262,4276,706,1,1,1,1,2,2,1,2,2,1,1
"18620","4276_5",262,4276,706,1,1,1,1,1,1,1,1,1,1,1
"18621","4277_1",262,4277,967,2,4,4,2,4,2,2,2,4,4,4
"18622","4277_2",262,4277,967,1,1,1,1,1,1,1,1,1,1,1
"18623","4277_3",262,4277,967,2,4,4,1,1,3,2,4,2,1,3
"18624","4278_1",252,4278,1497,1,1,1,1,1,1,1,1,1,1,1
"18625","4278_3",252,4278,1497,4,4,4,4,4,3,2,2,2,4,2
"18626","4279_1",252,4279,984,2,2,1,1,1,1,1,4,2,4,2
"18627","4279_2",252,4279,984,3,4,4,1,1,4,1,3,4,2,2
"18628","4279_4",252,4279,984,2,3,4,1,1,2,1,1,1,4,1
"18629","4279_5",252,4279,984,2,1,4,1,1,1,1,4,4,4,2
"18630","4280_3",252,4280,2253,2,2,2,1,1,1,3,3,4,3,2
"18631","4280_4",252,4280,2253,1,1,3,1,1,2,2,2,3,3,4
"18632","4280_5",252,4280,2253,1,1,2,1,1,1,1,1,1,1,4
"18633","4281_2",252,4281,635,3,3,2,1,2,3,4,3,4,4,4
"18634","4281_3",252,4281,635,1,4,3,1,1,2,3,2,2,1,4
"18635","4281_4",252,4281,635,3,3,2,1,1,1,3,3,2,3,3
"18636","4282_2",252,4282,1374,3,3,4,1,1,3,2,4,2,2,2
"18637","4282_4",252,4282,1374,1,1,1,1,1,1,3,1,1,1,1
"18638","4282_5",252,4282,1374,2,3,1,2,1,3,3,2,2,4,4
"18639","4283_4",264,4283,707,2,2,4,2,2,2,4,2,2,4,2
"18640","4283_5",264,4283,707,3,3,3,3,3,3,3,3,3,3,3
"18641","4284_3",264,4284,825,2,3,1,1,1,1,2,2,4,3,4
"18642","4284_4",264,4284,825,3,3,3,3,2,2,4,4,4,4,4
"18643","4284_5",264,4284,825,1,1,1,1,1,1,1,1,1,1,1
"18644","4285_1",264,4285,648,1,2,1,1,1,1,1,1,1,1,1
"18645","4285_2",264,4285,648,3,3,2,4,1,1,1,1,1,1,4
"18646","4286_1",264,4286,574,2,2,2,2,1,1,2,2,2,2,2
"18647","4286_3",264,4286,574,2,2,1,2,2,2,3,3,3,2,3
"18648","4286_4",264,4286,574,4,3,3,1,1,2,2,2,3,3,4
"18649","4286_5",264,4286,574,1,1,2,2,2,2,1,1,3,3,3
"18650","4287_2",262,4287,633,4,3,4,1,1,2,2,2,2,4,2
"18651","4287_3",262,4287,633,3,3,4,1,3,1,2,2,2,2,2
"18652","4288_1",260,4288,267,1,1,2,1,1,2,1,1,1,1,4
"18653","4288_2",260,4288,267,2,1,2,1,1,1,1,2,2,2,2
"18654","4288_5",260,4288,267,1,1,1,1,1,1,1,1,1,1,4
"18655","4289_1",264,4289,350,2,2,3,1,3,4,4,1,1,4,1
"18656","4289_5",264,4289,350,2,1,1,1,1,1,3,1,1,1,1
"18657","4290_1",260,4290,1778,1,1,1,1,1,1,1,1,4,4,1
"18658","4290_2",260,4290,1778,2,2,4,2,2,2,1,2,2,2,1
"18659","4290_3",260,4290,1778,1,1,3,1,1,1,1,1,1,1,1
"18660","4290_5",260,4290,1778,2,3,3,1,1,3,1,1,1,4,1
"18661","4291_2",258,4291,2163,1,3,2,2,2,3,3,2,2,3,3
"18662","4291_3",258,4291,2163,2,2,3,1,1,1,3,1,3,1,2
"18663","4291_5",258,4291,2163,2,3,2,2,2,1,2,2,2,2,2
"18664","4292_1",258,4292,1659,1,3,1,4,1,1,1,3,3,1,3
"18665","4292_2",258,4292,1659,3,3,1,1,1,1,1,1,1,1,1
"18666","4292_3",258,4292,1659,3,2,2,2,4,1,1,1,1,2,2
"18667","4292_4",258,4292,1659,2,1,1,1,1,1,3,3,3,3,3
"18668","4293_2",258,4293,1380,4,4,3,2,4,1,4,4,4,3,4
"18669","4294_1",278,4294,299,3,2,4,3,3,2,2,2,3,4,2
"18670","4294_2",278,4294,299,1,1,1,1,1,1,1,2,1,2,2
"18671","4294_3",278,4294,299,2,2,2,2,2,1,2,2,2,2,2
"18672","4294_4",278,4294,299,2,2,2,3,2,2,3,2,4,3,4
"18673","4294_5",278,4294,299,1,1,1,1,1,1,2,2,2,2,2
"18674","4295_4",279,4295,369,1,1,1,1,1,1,1,1,1,1,1
"18675","4296_1",278,4296,282,1,1,1,1,1,1,1,1,1,1,1
"18676","4296_2",278,4296,282,3,2,3,3,1,1,2,2,3,4,3
"18677","4296_3",278,4296,282,1,2,2,2,2,1,1,1,1,1,1
"18678","4296_5",278,4296,282,2,1,4,2,1,2,2,2,1,4,2
"18679","4297_2",279,4297,286,2,3,4,1,1,1,1,4,4,2,1
"18680","4297_4",279,4297,286,2,3,1,1,1,1,2,2,1,1,2
"18681","4298_1",278,4298,360,1,1,1,1,1,1,1,1,4,1,1
"18682","4298_2",278,4298,360,2,3,3,1,1,2,2,2,1,3,1
"18683","4299_1",278,4299,301,3,2,2,2,1,1,2,2,2,2,2
"18684","4299_2",278,4299,301,2,1,1,1,1,1,2,2,2,3,3
"18685","4299_3",278,4299,301,3,3,4,3,1,4,4,3,3,4,3
"18686","4300_2",279,4300,374,1,1,1,1,1,1,1,1,1,1,1
"18687","4300_3",279,4300,374,1,1,1,1,1,1,1,1,1,1,1
"18688","4300_4",279,4300,374,1,1,1,1,2,1,2,2,3,2,1
"18689","4300_5",279,4300,374,2,2,2,2,2,1,1,1,1,2,2
"18690","4301_1",278,4301,234,2,1,2,1,1,1,2,2,2,3,1
"18691","4301_2",278,4301,234,1,1,1,1,1,1,1,1,1,1,1
"18692","4302_1",278,4302,301,2,4,4,1,1,2,3,3,3,4,2
"18693","4302_2",278,4302,301,2,2,2,1,1,1,1,1,2,2,1
"18694","4303_3",278,4303,181,2,2,3,2,1,1,2,2,3,3,2
"18695","4303_4",278,4303,181,3,2,2,1,1,1,1,1,1,1,3
"18696","4303_5",278,4303,181,1,2,2,1,2,1,1,2,2,1,1
"18697","4304_3",278,4304,240,1,1,2,1,1,1,2,2,3,2,1
"18698","4304_5",278,4304,240,4,3,3,4,4,2,3,2,2,3,3
"18699","4305_1",279,4305,273,1,1,1,1,1,1,1,1,1,2,2
"18700","4305_2",279,4305,273,1,1,1,1,1,1,1,1,1,1,1
"18701","4305_3",279,4305,273,2,1,1,1,1,1,1,2,2,1,1
"18702","4305_5",279,4305,273,1,1,4,1,1,2,1,1,4,2,2
"18703","4306_1",278,4306,401,1,1,2,2,1,1,1,1,1,1,2
"18704","4306_2",278,4306,401,3,1,3,1,1,1,3,3,3,3,1
"18705","4306_5",278,4306,401,1,1,1,2,1,1,2,2,2,1,3
"18706","4307_3",279,4307,247,1,1,1,1,1,1,1,1,1,1,1
"18707","4308_1",279,4308,169,1,1,2,1,1,1,1,1,1,1,1
"18708","4308_4",279,4308,169,2,2,2,2,2,2,2,2,2,2,2
"18709","4308_5",279,4308,169,2,3,3,1,3,2,2,3,2,2,3
"18710","4309_1",279,4309,211,2,1,1,2,2,1,2,2,2,2,4
"18711","4309_3",279,4309,211,1,3,3,1,1,1,2,2,1,2,2
"18712","4309_4",279,4309,211,2,1,1,1,1,1,1,1,1,1,1
"18713","4310_3",278,4310,310,1,2,2,2,1,1,2,2,3,2,2
"18714","4311_3",278,4311,166,1,2,2,2,2,1,2,2,1,1,1
"18715","4311_4",278,4311,166,1,1,1,1,1,1,1,1,1,1,1
"18716","4311_5",278,4311,166,2,1,3,1,2,1,1,3,2,2,1
"18717","4312_1",279,4312,287,1,2,3,1,1,2,1,2,1,1,1
"18718","4312_2",279,4312,287,2,2,1,1,3,1,1,1,1,1,1
"18719","4312_3",279,4312,287,1,1,2,2,1,1,1,1,2,1,1
"18720","4312_4",279,4312,287,1,1,1,1,1,1,1,1,1,1,1
"18721","4312_5",279,4312,287,1,1,1,1,1,1,1,1,1,1,1
"18722","4313_1",278,4313,251,1,1,1,1,1,1,1,1,1,1,1
"18723","4313_2",278,4313,251,1,1,1,1,1,1,1,1,1,1,1
"18724","4313_3",278,4313,251,1,3,4,1,1,2,2,2,2,4,3
"18725","4313_4",278,4313,251,2,2,4,1,2,2,2,2,2,4,2
"18726","4313_5",278,4313,251,2,1,2,1,1,2,2,3,1,2,1
"18727","4314_1",278,4314,294,4,4,4,1,2,2,2,2,2,3,3
"18728","4314_2",278,4314,294,2,4,3,1,1,3,2,2,2,4,2
"18729","4314_3",278,4314,294,1,1,1,1,1,1,1,1,1,1,1
"18730","4315_1",278,4315,394,1,1,3,3,3,3,1,1,3,2,1
"18731","4315_2",278,4315,394,1,1,1,1,1,1,1,1,1,1,1
"18732","4315_3",278,4315,394,1,1,1,1,2,1,1,1,1,1,1
"18733","4315_4",278,4315,394,1,1,3,1,1,1,1,1,1,2,2
"18734","4315_5",278,4315,394,1,2,2,1,1,2,1,1,1,1,1
"18735","4316_2",278,4316,288,1,1,1,1,1,1,1,1,1,1,1
"18736","4316_4",278,4316,288,1,1,1,1,1,1,1,1,1,1,1
"18737","4316_5",278,4316,288,3,1,1,1,1,1,1,1,1,1,1
"18738","4317_5",278,4317,255,3,3,3,1,1,2,3,3,3,3,2
"18739","4318_2",278,4318,280,2,2,3,1,1,4,2,2,3,2,2
"18740","4318_3",278,4318,280,3,3,4,4,3,3,1,4,4,4,4
"18741","4318_5",278,4318,280,2,2,4,1,1,4,2,4,4,4,1
"18742","4319_2",278,4319,225,1,2,4,1,2,1,2,2,1,1,1
"18743","4319_3",278,4319,225,1,1,1,1,1,1,1,1,1,1,3
"18744","4319_5",278,4319,225,2,2,3,2,2,2,1,4,2,4,2
"18745","4320_3",279,4320,352,1,1,2,1,2,2,3,2,2,2,3
"18746","4321_1",278,4321,184,2,1,4,2,2,1,2,2,4,3,4
"18747","4321_2",278,4321,184,1,3,4,1,1,1,2,3,2,3,1
"18748","4321_3",278,4321,184,2,2,4,2,2,1,1,1,2,1,2
"18749","4321_4",278,4321,184,2,3,3,1,1,3,1,1,1,1,1
"18750","4322_1",278,4322,243,1,2,1,2,3,2,2,1,1,1,3
"18751","4322_2",278,4322,243,3,3,4,2,2,2,1,1,2,4,2
"18752","4322_5",278,4322,243,2,2,4,1,4,4,3,1,2,4,1
"18753","4323_2",278,4323,383,4,3,4,4,4,4,4,4,3,4,2
"18754","4323_3",278,4323,383,4,4,4,1,1,4,3,3,3,2,1
"18755","4324_2",278,4324,433,2,2,2,1,1,1,1,1,1,3,1
"18756","4324_3",278,4324,433,1,1,1,1,1,1,1,1,1,1,1
"18757","4324_4",278,4324,433,4,4,4,1,1,3,3,3,3,3,1
"18758","4325_4",278,4325,349,2,1,3,1,1,1,3,3,3,4,1
"18759","4326_1",278,4326,158,3,3,4,1,1,3,3,3,3,3,2
"18760","4326_3",278,4326,158,1,1,1,1,1,1,1,1,2,1,2
"18761","4326_5",278,4326,158,1,1,2,1,1,1,1,3,2,3,3
"18762","4327_1",270,4327,355,2,2,2,2,2,2,1,2,2,1,1
"18763","4327_4",270,4327,355,3,1,2,2,2,1,1,1,1,1,4
"18764","4328_5",269,4328,284,1,1,2,1,1,1,3,1,3,3,1
"18765","4329_2",269,4329,366,2,2,2,2,2,2,2,2,2,2,2
"18766","4329_3",269,4329,366,2,3,2,2,2,1,2,2,3,3,3
"18767","4329_5",269,4329,366,1,3,3,3,3,2,3,2,3,3,1
"18768","4330_1",271,4330,231,1,1,1,1,1,1,1,1,1,1,1
"18769","4330_3",271,4330,231,1,1,2,1,1,1,1,1,1,1,1
"18770","4330_5",271,4330,231,1,1,1,1,1,1,1,1,2,1,1
"18771","4331_2",269,4331,231,1,1,1,1,1,1,1,1,1,1,1
"18772","4332_2",270,4332,292,1,1,1,1,1,1,1,1,1,1,1
"18773","4332_5",270,4332,292,1,1,2,1,1,1,1,1,1,1,3
"18774","4333_2",271,4333,171,3,1,3,1,1,1,2,2,2,2,2
"18775","4333_4",271,4333,171,1,1,1,1,1,1,1,1,1,1,1
"18776","4334_1",270,4334,335,1,1,3,1,1,1,1,1,1,1,1
"18777","4334_4",270,4334,335,1,2,1,3,1,2,2,2,2,2,2
"18778","4335_2",270,4335,312,1,1,1,1,1,1,1,1,1,1,1
"18779","4335_4",270,4335,312,1,1,1,1,1,1,1,1,1,1,1
"18780","4336_1",270,4336,362,1,1,1,1,1,1,1,1,1,1,1
"18781","4336_4",270,4336,362,1,1,1,1,1,1,1,1,1,1,1
"18782","4336_5",270,4336,362,1,1,1,1,1,1,1,1,1,1,1
"18783","4337_5",270,4337,183,2,2,2,2,2,1,1,2,2,2,4
"18784","4338_2",271,4338,270,1,1,1,1,1,1,1,1,1,1,1
"18785","4338_3",271,4338,270,1,1,1,1,2,1,1,1,1,1,1
"18786","4338_4",271,4338,270,1,1,1,1,1,1,1,2,2,1,1
"18787","4338_5",271,4338,270,1,1,1,1,1,1,1,1,1,1,1
"18788","4339_2",269,4339,317,3,3,3,1,1,1,1,1,2,2,4
"18789","4339_4",269,4339,317,1,2,2,1,1,1,1,1,1,1,1
"18790","4342_2",270,4342,227,1,1,1,1,1,1,1,1,1,1,1
"18791","4342_3",270,4342,227,1,2,2,2,2,1,1,1,2,2,1
"18792","4342_4",270,4342,227,1,1,1,1,1,1,1,1,1,1,1
"18793","4342_5",270,4342,227,2,1,2,2,1,1,1,1,1,1,1
"18794","4343_4",269,4343,244,2,1,1,1,1,1,1,1,1,1,1
"18795","4344_1",271,4344,363,1,1,1,1,1,1,1,1,1,1,1
"18796","4344_2",271,4344,363,1,1,1,1,1,1,1,1,1,1,1
"18797","4344_5",271,4344,363,1,3,2,2,2,2,2,1,3,3,1
"18798","4345_1",270,4345,343,1,1,1,1,3,1,3,1,1,4,3
"18799","4345_4",270,4345,343,1,1,1,1,1,1,1,1,1,1,1
"18800","4346_1",269,4346,428,2,2,2,1,1,1,2,2,3,3,1
"18801","4346_3",269,4346,428,3,4,3,2,2,3,2,2,2,2,2
"18802","4346_5",269,4346,428,2,2,3,1,1,1,1,2,2,3,2
"18803","4347_1",269,4347,242,3,2,2,1,2,2,2,2,2,2,2
"18804","4347_4",269,4347,242,3,4,4,3,2,1,2,2,2,2,2
"18805","4348_1",269,4348,349,1,1,1,1,1,1,1,1,1,1,1
"18806","4348_2",269,4348,349,2,2,1,1,1,1,1,1,1,1,1
"18807","4348_5",269,4348,349,2,1,3,1,1,1,1,1,1,1,1
"18808","4349_1",270,4349,335,1,1,3,3,2,1,2,1,1,1,1
"18809","4349_2",270,4349,335,1,1,1,1,1,1,1,1,1,1,1
"18810","4349_3",270,4349,335,2,3,3,1,1,2,2,2,2,1,2
"18811","4349_4",270,4349,335,1,1,1,1,1,1,1,1,1,1,1
"18812","4349_5",270,4349,335,2,2,2,2,2,2,1,2,1,2,1
"18813","4350_2",269,4350,277,1,1,1,1,1,1,2,2,2,2,2
"18814","4350_3",269,4350,277,1,1,1,1,1,1,1,1,1,1,1
"18815","4350_4",269,4350,277,2,2,2,2,2,2,2,3,3,2,1
"18816","4351_4",269,4351,486,3,3,3,3,3,3,2,3,3,3,3
"18817","4352_2",269,4352,337,1,2,2,2,2,2,2,1,1,1,1
"18818","4352_3",269,4352,337,1,1,1,1,1,1,1,1,1,1,1
"18819","4353_1",269,4353,399,1,1,1,1,1,1,1,1,1,1,1
"18820","4353_3",269,4353,399,3,4,2,3,3,3,3,2,2,2,2
"18821","4353_4",269,4353,399,1,1,1,1,1,1,1,1,1,1,1
"18822","4353_5",269,4353,399,2,2,3,1,1,3,2,2,2,2,1
"18823","4354_2",269,4354,272,2,1,1,1,1,1,1,1,1,1,1
"18824","4354_3",269,4354,272,1,1,1,1,1,1,1,1,1,1,1
"18825","4354_4",269,4354,272,2,2,2,1,1,2,2,2,1,4,2
"18826","4355_3",269,4355,528,1,1,1,1,1,2,1,1,1,1,1
"18827","4356_1",269,4356,411,3,3,3,2,2,2,2,2,3,2,2
"18828","4356_2",269,4356,411,3,3,3,4,3,3,3,3,3,3,3
"18829","4357_1",269,4357,517,2,2,2,1,1,2,2,2,2,2,2
"18830","4357_2",269,4357,517,1,1,1,1,1,1,2,3,3,3,1
"18831","4358_1",269,4358,373,2,2,3,2,2,2,1,2,2,2,4
"18832","4358_3",269,4358,373,2,2,2,1,1,3,3,3,2,2,3
"18833","4358_4",269,4358,373,1,1,1,1,1,1,2,1,1,1,1
"18834","4358_5",269,4358,373,2,2,2,2,2,2,2,2,2,2,2
"18835","4359_1",270,4359,248,1,1,1,1,1,1,1,1,1,1,1
"18836","4359_2",270,4359,248,4,3,4,1,3,3,3,3,4,4,3
"18837","4359_3",270,4359,248,1,1,2,2,1,2,1,1,1,1,1
"18838","4359_4",270,4359,248,1,1,1,1,1,1,1,1,1,1,1
"18839","4359_5",270,4359,248,1,1,1,1,1,1,1,1,1,1,1
"18840","4360_1",269,4360,364,1,1,1,1,1,1,1,1,1,1,1
"18841","4360_2",269,4360,364,3,2,4,1,1,3,2,3,2,3,3
"18842","4360_5",269,4360,364,2,1,1,1,1,1,1,1,1,1,1
"18843","4361_5",269,4361,338,1,1,3,1,1,1,1,1,1,1,1
"18844","4362_1",269,4362,363,1,1,1,1,1,1,1,1,1,1,1
"18845","4362_2",269,4362,363,1,1,1,1,1,1,1,1,1,1,1
"18846","4362_4",269,4362,363,1,1,1,1,1,1,1,1,1,1,1
"18847","4362_5",269,4362,363,1,1,1,2,1,1,2,1,1,1,4
"18848","4363_5",270,4363,313,1,1,1,2,1,1,1,1,2,1,1
"18849","4364_1",270,4364,250,2,2,2,1,1,1,1,1,2,2,2
"18850","4364_2",270,4364,250,2,2,2,1,1,1,2,2,2,2,2
"18851","4365_3",271,4365,273,1,3,1,1,1,1,3,3,3,3,3
"18852","4365_4",271,4365,273,2,3,3,1,1,1,2,2,2,2,2
"18853","4365_5",271,4365,273,2,2,2,2,2,1,3,2,2,3,4
"18854","4366_5",269,4366,320,1,1,1,1,1,1,1,1,3,3,2
"18855","4367_1",269,4367,298,1,1,1,1,1,1,1,1,1,1,1
"18856","4367_4",269,4367,298,4,3,4,3,1,1,3,3,4,4,3
"18857","4367_5",269,4367,298,1,1,1,1,1,1,1,1,1,1,1
"18858","4368_1",270,4368,258,1,1,1,1,1,1,1,1,1,1,1
"18859","4368_3",270,4368,258,1,1,1,1,1,1,1,1,1,1,1
"18860","4368_5",270,4368,258,1,1,1,3,1,1,1,1,1,1,1
"18861","4369_3",270,4369,316,1,1,1,1,1,1,1,2,2,1,2
"18862","4370_2",270,4370,412,2,2,2,2,2,1,1,1,1,1,2
"18863","4370_3",270,4370,412,1,1,1,1,1,1,1,2,2,2,2
"18864","4370_4",270,4370,412,1,1,1,1,1,1,1,2,2,1,4
"18865","4371_1",269,4371,406,1,1,2,3,4,1,1,1,1,1,1
"18866","4371_5",269,4371,406,1,2,1,2,1,1,1,2,2,2,2
"18867","4372_2",269,4372,385,1,1,1,1,1,1,1,1,1,1,1
"18868","4372_3",269,4372,385,3,2,3,1,1,1,1,1,1,1,1
"18869","4373_4",269,4373,337,2,3,3,2,2,2,2,3,3,4,2
"18870","4373_5",269,4373,337,1,1,1,1,1,1,1,1,1,1,1
"18871","4374_1",269,4374,216,1,2,2,3,3,1,1,3,1,1,1
"18872","4374_2",269,4374,216,2,4,3,2,2,2,2,2,2,1,1
"18873","4374_3",269,4374,216,2,2,2,2,2,2,1,1,2,2,1
"18874","4375_2",269,4375,352,4,3,3,1,2,2,2,2,2,2,2
"18875","4375_4",269,4375,352,1,1,1,1,1,1,1,1,1,1,2
"18876","4376_1",270,4376,353,2,2,2,2,3,2,4,3,3,4,4
"18877","4376_5",270,4376,353,4,4,4,4,3,4,4,3,3,3,4
"18878","4377_1",270,4377,448,1,1,1,1,1,1,1,1,1,1,1
"18879","4377_4",270,4377,448,4,4,4,4,4,4,3,3,3,3,2
"18880","4377_5",270,4377,448,1,1,2,1,1,1,1,2,2,1,3
"18881","4378_1",270,4378,359,1,1,1,1,1,1,1,1,1,1,1
"18882","4378_3",270,4378,359,2,1,2,2,1,1,2,2,2,2,4
"18883","4378_4",270,4378,359,3,3,3,1,1,1,1,2,3,2,4
"18884","4378_5",270,4378,359,1,1,2,1,1,1,1,1,1,1,1
"18885","4379_1",271,4379,482,2,2,2,2,2,1,1,1,2,1,1
"18886","4379_3",271,4379,482,1,1,1,1,1,1,1,1,1,1,1
"18887","4380_2",270,4380,313,3,4,4,1,3,4,1,1,4,4,4
"18888","4381_1",269,4381,412,1,1,1,1,1,1,1,1,1,1,1
"18889","4381_4",269,4381,412,1,2,2,3,1,2,1,1,1,1,1
"18890","4382_1",271,4382,232,1,1,1,1,1,1,1,1,1,1,1
"18891","4382_3",271,4382,232,1,1,4,1,1,1,1,1,1,1,1
"18892","4382_5",271,4382,232,1,1,1,1,1,1,1,1,1,1,4
"18893","4383_3",270,4383,328,1,1,1,1,1,1,1,1,1,1,1
"18894","4383_5",270,4383,328,1,1,1,1,1,1,1,1,1,1,1
"18895","4384_1",269,4384,228,1,1,1,1,1,1,1,1,1,1,1
"18896","4384_2",269,4384,228,1,1,1,1,1,1,1,1,1,1,1
"18897","4384_4",269,4384,228,1,1,1,1,1,1,1,1,1,1,4
"18898","4384_5",269,4384,228,1,1,1,4,1,1,1,1,2,1,4
"18899","4385_1",270,4385,266,3,2,3,3,3,1,3,3,2,3,3
"18900","4385_2",270,4385,266,1,1,1,1,1,1,1,1,1,1,1
"18901","4385_3",270,4385,266,1,1,1,1,1,1,1,1,1,1,1
"18902","4385_4",270,4385,266,1,1,1,1,1,1,1,1,1,1,1
"18903","4386_1",271,4386,281,2,1,4,1,1,1,1,1,3,1,1
"18904","4386_2",271,4386,281,1,1,1,1,1,1,1,1,1,1,1
"18905","4386_4",271,4386,281,1,1,2,1,1,1,1,1,3,1,1
"18906","4386_5",271,4386,281,1,1,2,1,1,1,1,1,1,1,1
"18907","4387_1",270,4387,337,1,1,3,1,1,1,2,1,2,2,2
"18908","4387_3",270,4387,337,1,2,1,1,1,2,1,1,2,1,2
"18909","4387_4",270,4387,337,2,1,1,1,1,1,1,1,1,1,1
"18910","4387_5",270,4387,337,1,1,1,2,1,3,1,1,1,2,2
"18911","4388_4",271,4388,431,1,1,1,1,1,1,1,1,1,1,2
"18912","4389_1",270,4389,352,1,1,1,1,1,1,1,1,1,1,1
"18913","4389_2",270,4389,352,1,2,2,2,2,1,1,1,3,2,3
"18914","4391_2",269,4391,317,2,3,3,1,1,2,1,1,1,1,1
"18915","4391_4",269,4391,317,1,1,1,1,1,1,1,1,1,1,1
"18916","4392_3",270,4392,239,1,2,4,3,1,2,1,1,2,2,3
"18917","4392_4",270,4392,239,1,1,1,1,1,1,1,1,1,1,1
"18918","4393_2",269,4393,278,3,2,3,1,1,2,2,2,3,2,4
"18919","4393_3",269,4393,278,1,1,3,1,1,1,1,1,1,1,1
"18920","4393_5",269,4393,278,1,2,2,1,1,1,1,1,1,1,4
"18921","4394_1",271,4394,393,1,1,2,1,1,1,1,1,1,1,1
"18922","4394_3",271,4394,393,4,4,4,1,1,4,1,1,4,4,1
"18923","4394_4",271,4394,393,1,1,1,1,1,1,1,1,1,1,1
