"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"140","59_3",2,59,205,1,2,2,1,1,1,1,2,1,1,1
"141","59_4",2,59,205,2,3,1,1,3,1,1,3,2,1,1
"142","59_5",2,59,205,3,3,3,1,1,1,1,1,1,1,1
"143","60_1",2,60,217,2,2,2,2,2,2,2,2,2,2,3
"144","60_3",2,60,217,1,1,1,1,1,1,1,1,1,1,1
"145","60_5",2,60,217,1,2,2,2,1,1,1,1,1,1,1
"146","61_1",2,61,193,1,1,1,1,1,1,1,1,1,1,1
"147","61_2",2,61,193,3,2,3,1,1,2,1,1,1,1,1
"148","61_3",2,61,193,2,3,4,4,4,4,1,1,1,1,1
"149","61_4",2,61,193,1,1,1,1,1,1,1,1,1,1,1
"150","61_5",2,61,193,4,2,2,1,1,1,1,1,1,1,1
"151","62_2",2,62,228,1,1,1,1,1,1,1,1,1,1,1
"152","62_3",2,62,228,1,1,1,2,1,1,1,1,1,1,1
"153","62_5",2,62,228,1,2,2,3,1,1,1,1,1,1,2
"154","63_5",2,63,217,1,1,3,1,1,1,1,1,1,1,1
"155","64_3",3,64,213,2,1,3,1,1,2,2,2,1,2,3
"156","64_4",3,64,213,3,2,2,1,1,2,2,2,2,2,2
"157","64_5",3,64,213,1,1,2,1,1,1,1,2,2,1,1
"158","65_1",2,65,229,1,1,3,1,1,2,2,4,4,4,1
"159","65_2",2,65,229,2,2,2,1,1,2,1,1,1,1,3
"160","65_4",2,65,229,2,2,2,1,1,2,1,1,1,1,3
"161","65_5",2,65,229,2,2,3,1,2,3,2,2,2,2,4
"162","66_1",2,66,221,2,1,4,1,1,2,1,1,1,1,1
"163","66_2",2,66,221,1,1,1,2,2,1,1,1,1,1,1
"164","66_3",2,66,221,3,1,3,1,1,1,2,2,2,3,4
"165","66_4",2,66,221,1,1,1,1,1,1,1,1,1,1,1
"166","66_5",2,66,221,1,1,1,1,1,1,1,1,1,1,1
"167","67_1",2,67,200,2,2,2,2,2,2,2,2,2,2,2
"168","67_2",2,67,200,1,1,1,1,1,1,1,1,2,1,1
"169","67_3",2,67,200,1,1,1,1,1,1,1,1,3,2,2
"170","67_5",2,67,200,3,3,3,1,1,1,3,3,3,3,3
"171","68_1",2,68,225,2,3,2,1,1,1,2,2,2,2,2
"172","68_2",2,68,225,1,1,1,2,2,1,1,1,1,1,1
"173","68_3",2,68,225,4,1,1,1,1,1,2,2,2,2,2
"174","68_4",2,68,225,2,2,2,1,1,1,1,1,1,1,1
"175","68_5",2,68,225,2,2,2,2,2,2,2,2,2,2,2
"176","69_2",2,69,192,1,1,1,1,1,1,1,1,1,1,1
"177","69_3",2,69,192,2,1,1,1,1,1,1,1,1,1,1
"178","69_4",2,69,192,2,2,2,2,1,1,1,1,1,1,1
"179","69_5",2,69,192,2,2,2,2,2,2,2,2,1,2,2
"180","70_1",1,70,172,2,2,2,1,1,1,1,1,1,1,1
"181","70_5",1,70,172,1,1,1,1,3,1,2,2,2,2,1
"182","71_1",2,71,192,2,1,1,1,1,1,2,2,2,2,4
"183","71_2",2,71,192,1,2,1,1,1,1,1,1,1,1,1
"184","71_3",2,71,192,1,2,1,1,1,1,1,3,3,2,1
"185","71_4",2,71,192,2,1,1,1,1,1,1,1,1,1,4
"186","71_5",2,71,192,3,3,1,1,1,3,2,1,1,1,4
"187","72_1",1,72,203,2,3,2,1,1,1,2,2,3,2,4
"188","72_2",1,72,203,1,1,1,1,1,1,4,1,1,1,1
"189","72_3",1,72,203,4,2,4,1,1,1,1,1,1,1,3
"190","72_4",1,72,203,1,4,4,2,2,1,1,3,1,1,1
"191","72_5",1,72,203,3,2,3,2,1,4,2,2,2,2,2
"192","73_2",2,73,226,3,3,3,3,1,2,3,3,3,3,3
"193","73_3",2,73,226,2,2,2,2,2,2,2,2,2,3,3
"194","73_4",2,73,226,1,1,1,1,1,1,1,2,2,2,2
"195","73_5",2,73,226,1,2,3,1,1,1,1,1,1,1,1
"196","74_2",2,74,239,2,2,1,2,2,1,2,2,2,2,3
"197","74_3",2,74,239,3,1,2,1,1,1,2,2,2,2,3
"198","74_5",2,74,239,2,2,2,3,2,2,1,1,1,1,1
"199","75_2",3,75,221,1,1,1,1,1,1,1,1,1,1,1
"200","75_3",3,75,221,1,2,1,1,1,1,2,2,1,1,2
"201","75_4",3,75,221,1,1,1,1,1,1,1,1,1,1,1
"202","76_1",3,76,233,1,1,1,1,1,1,2,2,2,2,2
"203","76_2",3,76,233,1,1,1,2,1,1,1,1,1,1,1
"204","76_5",3,76,233,1,1,3,1,1,1,1,1,1,1,1
"205","77_2",2,77,212,2,2,2,1,2,2,1,1,2,1,2
"206","77_3",2,77,212,1,1,1,1,1,1,1,1,1,1,1
"207","77_4",2,77,212,3,3,4,2,1,3,3,3,4,2,3
"208","78_3",2,78,235,1,1,1,1,1,1,1,1,1,1,1
"209","79_4",1,79,215,1,1,1,1,1,1,1,1,1,1,1
"210","79_5",1,79,215,1,1,1,1,1,2,1,1,1,1,1
"211","80_1",2,80,178,3,1,2,1,1,1,1,1,1,1,1
"212","80_5",2,80,178,3,1,3,1,1,1,1,1,1,1,1
"213","81_1",2,81,239,1,1,1,1,1,1,1,1,1,1,1
"214","81_2",2,81,239,1,1,1,1,2,1,1,1,1,1,1
"215","81_4",2,81,239,2,1,1,1,1,1,1,1,1,1,1
"216","81_5",2,81,239,1,1,3,3,1,1,1,1,1,1,1
"217","82_1",2,82,242,1,2,2,2,2,1,1,1,1,1,1
"218","82_2",2,82,242,1,2,2,1,1,1,1,1,1,1,4
"219","83_1",3,83,227,1,1,1,1,1,1,1,1,1,1,1
"220","83_4",3,83,227,3,1,1,1,1,1,1,1,1,1,3
"221","84_1",2,84,207,4,2,1,1,1,1,1,2,2,1,1
"222","84_2",2,84,207,1,2,2,1,1,1,1,1,1,1,1
"223","85_1",2,85,197,2,3,2,1,1,3,1,1,1,1,2
"224","85_2",2,85,197,2,2,3,1,1,1,1,1,1,1,2
"225","85_3",2,85,197,4,4,4,1,1,2,1,1,1,1,1
"226","85_4",2,85,197,2,2,2,2,2,2,2,2,2,2,2
"227","85_5",2,85,197,1,1,1,1,1,1,1,1,1,1,1
"228","86_1",1,86,138,4,4,3,1,1,2,1,3,3,4,1
"229","86_4",1,86,138,3,3,4,1,1,1,2,2,2,3,3
"230","87_1",3,87,223,2,3,1,1,1,1,1,1,1,2,2
"231","87_2",3,87,223,1,1,1,1,1,2,1,1,1,1,2
"232","87_3",3,87,223,1,3,3,1,1,1,1,1,1,1,1
"233","87_4",3,87,223,1,1,1,2,1,1,3,3,1,1,1
"234","87_5",3,87,223,1,1,1,1,1,1,1,1,1,1,1
"235","88_2",3,88,239,3,1,1,1,1,2,2,2,2,2,1
"236","88_3",3,88,239,2,1,4,1,1,1,1,2,2,1,1
"237","89_1",3,89,231,1,1,1,1,1,1,1,1,1,1,1
"238","89_2",3,89,231,1,1,1,3,3,1,1,2,3,1,3
"239","89_5",3,89,231,1,2,1,1,1,1,1,1,1,1,1
"240","90_2",3,90,210,1,1,3,2,2,1,1,1,1,1,2
"241","90_3",3,90,210,1,1,1,1,1,1,1,2,1,1,2
"242","90_4",3,90,210,1,1,1,1,1,1,1,1,1,1,1
"243","90_5",3,90,210,2,2,3,2,2,1,2,2,3,3,4
"244","91_1",3,91,210,4,4,3,1,1,1,1,1,1,1,1
"245","91_3",3,91,210,1,1,3,1,1,1,1,1,1,1,1
"246","92_1",1,92,246,1,1,2,1,2,1,1,1,1,1,1
"247","92_2",1,92,246,1,1,1,1,1,1,1,1,1,1,1
"248","92_3",1,92,246,2,1,4,1,1,2,1,2,1,1,1
"249","93_1",1,93,230,1,1,2,2,2,1,1,1,1,1,2
"250","93_2",1,93,230,3,3,4,2,2,4,3,3,3,3,3
"251","93_3",1,93,230,2,2,2,2,2,1,1,1,1,1,1
"252","93_4",1,93,230,1,1,1,1,1,1,1,1,1,1,1
"253","94_5",2,94,222,2,2,2,2,2,2,3,2,3,3,2
"254","95_1",2,95,224,2,1,1,1,1,1,2,1,2,1,1
"255","95_3",2,95,224,1,1,1,1,1,1,1,1,1,1,1
"256","95_4",2,95,224,1,1,1,1,1,1,3,3,3,3,3
"257","95_5",2,95,224,2,1,3,2,2,1,1,1,1,1,2
"258","96_1",2,96,214,1,1,1,1,1,1,1,1,3,1,1
"259","96_2",2,96,214,2,3,2,2,2,2,1,1,1,1,1
"260","96_3",2,96,214,2,1,1,3,2,2,3,3,1,2,2
"261","96_5",2,96,214,1,1,1,1,1,1,1,1,1,1,1
"262","97_2",2,97,211,1,1,1,1,1,1,1,2,1,1,2
"263","97_5",2,97,211,1,1,1,1,2,1,1,1,1,1,4
"264","98_1",2,98,240,3,3,4,1,1,3,1,1,1,1,1
"265","98_2",2,98,240,1,1,2,1,1,1,1,1,1,1,1
"266","98_5",2,98,240,3,3,3,1,1,3,2,3,3,3,3
"267","99_1",2,99,225,1,1,1,1,1,1,1,1,1,1,1
"268","99_2",2,99,225,1,1,1,1,1,1,1,1,1,1,1
"269","99_4",2,99,225,1,1,1,1,1,1,1,1,1,1,1
"270","99_5",2,99,225,3,2,3,1,2,1,2,2,2,3,3
"271","100_2",2,100,227,2,2,2,2,1,2,3,3,2,3,2
"272","100_3",2,100,227,1,1,1,1,1,1,1,1,1,1,1
"273","100_4",2,100,227,1,1,1,1,1,1,1,1,1,1,1
"274","101_1",1,101,190,2,2,2,1,1,3,1,1,1,3,3
"275","101_2",1,101,190,1,1,1,1,1,1,1,1,1,1,1
"276","101_4",1,101,190,2,1,2,1,1,1,1,1,1,1,2
"277","102_1",1,102,217,2,2,2,2,2,2,1,1,1,1,4
"278","102_3",1,102,217,2,1,1,1,1,1,1,1,1,1,1
"279","102_5",1,102,217,2,2,2,2,1,1,1,1,1,1,2
"280","103_1",1,103,210,2,3,2,1,1,1,3,3,3,2,2
"281","103_3",1,103,210,1,2,1,1,1,1,1,1,1,1,2
"282","103_5",1,103,210,1,1,1,3,1,1,1,1,1,1,1
"283","104_1",1,104,112,4,1,3,1,1,1,1,1,1,1,1
"284","104_3",1,104,112,1,2,2,2,2,2,2,2,2,2,2
"285","104_4",1,104,112,3,3,3,4,2,3,1,2,3,4,2
"286","104_5",1,104,112,3,3,3,3,3,3,2,2,2,2,2
"287","105_2",1,105,177,2,2,2,2,2,2,1,1,1,2,1
"288","105_5",1,105,177,2,2,1,2,3,1,1,1,1,1,1
"289","106_2",1,106,203,2,2,2,1,1,1,1,1,1,1,1
"290","106_5",1,106,203,1,1,1,1,1,1,2,2,2,2,2
"291","107_4",1,107,227,2,2,2,2,2,2,2,2,2,2,2
"292","107_5",1,107,227,2,2,2,2,2,2,2,2,2,2,2
"293","108_1",2,108,216,1,1,1,1,1,1,1,1,1,1,1
"294","108_2",2,108,216,1,1,1,1,1,1,1,1,1,1,1
"295","108_3",2,108,216,1,1,1,1,1,1,1,1,1,1,1
"296","108_4",2,108,216,1,1,1,1,1,1,1,1,1,1,4
"297","108_5",2,108,216,1,1,2,1,1,1,1,1,1,1,1
"298","110_2",2,110,213,2,1,1,1,1,1,1,1,2,1,1
"299","110_4",2,110,213,3,2,3,1,1,1,1,1,1,1,3
"300","110_5",2,110,213,2,2,3,2,1,1,3,3,3,1,1
"301","111_3",2,111,239,2,1,2,1,1,1,1,1,2,1,1
"302","111_4",2,111,239,1,1,1,1,3,1,1,1,3,1,1
"303","111_5",2,111,239,1,1,1,1,1,1,1,1,1,1,1
"304","112_1",2,112,184,1,1,2,1,1,1,1,1,1,1,1
"305","112_3",2,112,184,1,1,1,1,1,1,1,1,1,1,1
"306","113_3",2,113,199,1,1,2,1,1,3,1,3,1,4,2
"307","113_4",2,113,199,1,1,1,1,1,1,1,1,1,1,1
"308","113_5",2,113,199,1,1,1,1,1,1,1,1,1,1,1
"309","114_1",2,114,207,3,2,2,2,2,2,2,2,2,2,3
"310","114_2",2,114,207,1,1,1,1,1,1,1,1,1,1,1
"311","114_3",2,114,207,1,1,1,1,1,1,1,1,1,1,1
"312","114_4",2,114,207,1,2,2,1,1,2,1,1,1,1,1
"313","115_1",2,115,190,3,3,3,2,2,3,2,2,2,2,2
"314","115_2",2,115,190,1,2,1,1,1,1,1,1,2,2,3
"315","115_3",2,115,190,3,4,2,1,3,4,3,2,2,2,1
"316","115_4",2,115,190,1,1,1,1,1,1,1,1,1,1,1
"317","115_5",2,115,190,3,2,2,2,2,2,2,2,2,2,2
"318","116_3",2,116,209,1,1,2,3,1,2,1,1,1,2,1
"319","116_4",2,116,209,2,1,2,2,2,2,1,1,1,1,1
"320","117_1",1,117,219,1,1,1,1,1,1,1,1,1,1,1
"321","117_3",1,117,219,2,1,2,1,2,2,2,2,2,2,2
"322","117_4",1,117,219,1,1,1,1,1,1,1,1,1,1,1
"323","117_5",1,117,219,2,2,1,2,2,2,2,2,2,2,2
"324","118_1",1,118,211,4,1,1,1,2,1,1,1,1,1,1
"325","118_2",1,118,211,2,2,2,2,1,1,1,1,1,2,1
"326","118_5",1,118,211,3,3,3,2,2,2,1,1,3,4,1
"327","119_2",3,119,216,3,1,1,1,1,1,1,1,1,1,1
"328","119_3",3,119,216,1,1,1,1,1,1,1,1,1,1,1
"329","119_4",3,119,216,1,1,1,1,1,1,1,1,1,1,1
"330","119_5",3,119,216,1,1,1,1,1,1,1,1,1,1,1
"331","120_2",3,120,259,2,2,1,1,1,2,1,3,2,1,2
"332","120_3",3,120,259,1,1,1,1,1,1,1,1,1,1,1
"333","120_4",3,120,259,2,1,1,1,1,1,1,1,1,1,1
"334","120_5",3,120,259,4,2,3,1,2,1,1,4,4,4,4
"335","121_1",2,121,223,2,2,2,2,2,2,2,2,1,1,1
"336","121_2",2,121,223,2,1,2,1,1,1,2,2,2,2,2
"337","121_4",2,121,223,1,1,1,1,1,1,1,1,1,1,1
"338","121_5",2,121,223,3,2,2,1,1,2,2,2,1,3,2
"339","122_1",1,122,195,1,1,1,1,1,1,1,1,1,1,1
"340","122_2",1,122,195,2,2,2,2,2,2,2,2,2,2,2
"341","122_3",1,122,195,2,2,2,2,2,2,2,2,2,2,2
"342","122_4",1,122,195,3,2,2,2,2,2,3,3,2,3,3
"343","122_5",1,122,195,1,1,3,1,1,1,2,2,2,2,2
"344","123_3",2,123,206,1,1,3,1,1,1,1,1,1,1,1
"345","123_5",2,123,206,2,2,2,3,1,1,2,2,2,2,2
"346","124_2",2,124,240,1,1,1,1,1,1,1,1,1,1,1
"347","124_4",2,124,240,1,2,2,1,1,2,2,1,2,1,2
"348","124_5",2,124,240,2,2,2,2,2,2,2,2,2,2,2
"349","125_3",3,125,224,1,2,1,2,1,1,1,1,1,1,1
"350","126_2",2,126,212,2,2,2,3,3,2,3,3,2,2,3
"351","126_5",2,126,212,1,1,1,1,1,1,1,1,1,1,1
"352","127_2",2,127,217,1,2,2,2,2,2,3,2,2,3,2
"353","127_3",2,127,217,2,2,2,2,2,2,2,2,2,2,2
"354","127_5",2,127,217,2,2,1,1,1,1,1,1,1,1,2
"355","128_1",2,128,208,2,1,3,1,1,1,3,3,3,2,4
"356","128_4",2,128,208,2,3,3,1,1,3,3,2,1,3,2
"357","128_5",2,128,208,3,2,4,1,1,1,2,2,2,1,4
"358","129_1",2,129,223,1,1,1,1,1,1,1,1,1,1,2
"359","129_2",2,129,223,1,1,1,1,1,1,1,1,1,1,1
"360","129_4",2,129,223,2,2,2,1,1,2,1,1,2,2,3
"361","130_1",2,130,227,1,1,1,1,1,1,2,1,2,1,2
"362","130_3",2,130,227,2,3,1,2,2,2,3,2,1,2,3
"363","130_4",2,130,227,2,3,2,1,2,1,1,1,1,1,1
"364","130_5",2,130,227,1,2,1,1,1,1,1,1,1,1,1
"365","131_1",2,131,229,1,1,2,1,1,1,3,3,3,3,3
"366","131_2",2,131,229,2,2,2,3,3,1,2,3,2,2,1
"367","131_4",2,131,229,3,1,1,1,1,1,3,2,1,2,3
"368","132_2",2,132,210,4,3,4,4,2,3,4,4,4,4,4
"369","132_3",2,132,210,1,1,1,1,1,2,4,4,4,4,2
"370","132_4",2,132,210,1,1,2,1,1,1,1,1,1,1,1
"371","132_5",2,132,210,4,1,4,1,1,1,3,4,4,3,4
"372","133_1",2,133,172,1,1,1,1,1,1,2,1,1,1,1
"373","133_3",2,133,172,1,1,1,1,1,1,1,1,1,1,1
"374","133_4",2,133,172,1,1,3,1,1,1,2,2,2,2,3
"375","133_5",2,133,172,1,1,2,1,1,1,3,3,2,2,3
"376","134_1",2,134,234,1,1,2,1,1,1,1,1,1,1,1
"377","134_2",2,134,234,1,1,2,1,1,1,1,1,1,1,1
"378","134_4",2,134,234,2,1,1,1,1,1,1,1,1,1,1
"379","135_1",2,135,213,3,4,3,2,2,3,4,4,4,3,2
"380","135_3",2,135,213,2,2,2,2,2,3,4,3,4,4,3
"381","136_3",1,136,205,3,2,2,1,1,1,2,2,2,2,2
"382","136_4",1,136,205,1,1,1,1,1,1,1,1,1,1,1
"383","136_5",1,136,205,1,2,1,3,1,1,1,2,2,1,2
"384","137_1",2,137,232,1,1,1,1,1,1,1,1,1,1,1
"385","137_4",2,137,232,1,1,1,1,1,1,1,1,1,1,1
"386","137_5",2,137,232,1,1,1,1,1,1,1,1,1,1,1
"387","138_1",3,138,241,1,1,1,1,1,1,1,1,1,1,1
"388","138_4",3,138,241,1,1,2,2,2,2,1,2,2,2,4
"389","138_5",3,138,241,1,1,1,1,1,1,2,1,1,1,1
"390","139_1",2,139,193,1,1,1,1,1,1,2,2,2,2,4
"391","139_2",2,139,193,1,1,1,1,1,1,1,1,1,1,1
"392","139_5",2,139,193,1,1,1,1,1,1,1,1,1,1,4
"393","140_1",2,140,222,2,2,2,2,2,2,2,3,2,1,2
"394","141_2",2,141,212,1,2,1,1,1,2,2,2,2,1,1
"395","141_3",2,141,212,3,1,2,2,2,2,3,3,3,3,3
"396","141_4",2,141,212,1,1,1,1,1,1,1,1,1,1,1
"397","141_5",2,141,212,2,2,1,1,1,1,1,1,1,1,1
"398","142_1",2,142,212,2,2,2,2,2,2,3,3,3,3,2
"399","142_2",2,142,212,2,1,2,1,1,1,1,1,1,1,1
"400","142_3",2,142,212,1,2,1,1,1,1,3,3,2,2,3
"401","142_5",2,142,212,4,2,3,2,1,2,2,2,2,1,2
"402","143_3",2,143,192,2,2,1,3,3,2,1,2,1,1,1
"403","143_5",2,143,192,2,2,4,2,2,2,4,4,4,4,2
"404","144_1",2,144,215,1,1,1,1,1,1,1,1,1,1,1
"405","144_4",2,144,215,2,2,2,2,1,2,1,1,2,3,2
"406","144_5",2,144,215,2,2,2,1,1,1,2,2,2,2,2
"407","145_1",2,145,203,1,2,2,1,1,1,1,2,2,1,3
"408","145_3",2,145,203,1,1,1,1,1,1,1,1,1,1,1
"409","146_1",2,146,213,1,1,1,3,1,1,3,1,3,1,3
"410","146_4",2,146,213,1,1,1,1,1,1,2,2,2,1,1
"411","146_5",2,146,213,1,2,2,1,1,2,1,3,1,1,2
"412","147_2",2,147,201,2,2,2,1,1,1,2,2,2,2,3
"413","147_3",2,147,201,2,1,1,1,1,1,2,2,2,2,1
"414","147_4",2,147,201,3,3,3,1,1,1,2,2,2,2,1
"415","148_1",2,148,196,2,2,2,1,1,2,2,2,2,2,2
"416","148_2",2,148,196,2,3,4,1,1,1,2,2,2,1,2
"417","148_4",2,148,196,2,2,2,2,2,2,2,2,2,2,2
"418","148_5",2,148,196,1,1,1,1,1,1,1,1,1,1,1
"419","149_1",1,149,213,2,2,2,2,2,1,1,1,1,1,1
"420","149_2",1,149,213,2,2,2,2,2,1,1,3,1,1,1
"421","149_3",1,149,213,2,1,2,2,2,1,1,2,1,1,2
"422","149_4",1,149,213,2,2,2,2,2,1,1,1,1,1,1
"423","149_5",1,149,213,2,1,1,1,1,1,1,1,1,1,1
"424","150_4",1,150,193,1,1,1,1,1,1,1,1,1,1,1
"425","151_2",3,151,228,1,1,1,2,1,1,2,2,2,2,2
"426","151_3",3,151,228,1,1,1,1,1,1,1,1,1,1,1
"427","152_5",1,152,226,2,2,2,1,1,1,1,1,1,1,1
"428","153_5",2,153,223,1,2,2,2,2,1,1,1,1,1,1
"429","154_1",2,154,214,1,2,1,1,1,1,1,1,1,1,1
"430","154_2",2,154,214,2,2,3,3,3,2,3,3,3,3,4
"431","154_3",2,154,214,2,3,4,1,1,4,3,4,4,4,4
"432","154_4",2,154,214,3,2,4,1,1,2,1,1,1,1,4
"433","154_5",2,154,214,2,2,3,3,1,3,2,2,1,2,2
"434","155_2",1,155,186,3,3,3,3,3,2,1,3,3,4,1
"435","155_3",1,155,186,4,2,2,1,1,2,1,4,2,2,4
"436","155_4",1,155,186,3,1,2,1,1,1,1,1,1,1,1
"437","157_1",2,157,207,3,2,2,1,1,1,2,2,1,2,1
"438","157_3",2,157,207,2,2,3,1,1,1,2,2,2,2,3
"439","157_4",2,157,207,1,1,1,1,1,1,1,1,1,1,2
"440","158_1",3,158,242,1,2,2,1,1,2,1,2,2,2,2
"441","158_2",3,158,242,3,2,3,2,2,3,3,2,3,3,4
"442","158_4",3,158,242,1,1,1,1,1,1,1,1,1,1,1
"443","158_5",3,158,242,1,1,1,1,1,1,2,1,1,3,1
"444","159_1",2,159,226,1,1,1,1,1,1,2,2,4,1,3
"445","159_5",2,159,226,2,2,2,1,1,1,2,2,2,2,1
"446","160_2",1,160,243,2,2,2,1,1,2,2,2,2,2,2
"447","160_3",1,160,243,4,4,3,3,3,1,4,2,3,3,3
"448","160_4",1,160,243,2,2,1,1,2,1,2,1,1,1,1
"449","160_5",1,160,243,1,1,1,1,1,1,3,3,3,1,4
"450","161_1",2,161,194,1,1,1,1,1,1,1,1,1,2,1
"451","161_4",2,161,194,4,2,3,1,4,4,4,4,4,4,1
"452","161_5",2,161,194,4,1,2,1,1,2,4,2,4,1,1
"453","162_2",2,162,202,1,1,1,4,1,1,1,3,1,1,4
"454","162_3",2,162,202,3,1,1,1,3,1,1,3,3,3,3
"455","162_5",2,162,202,1,1,1,1,1,1,1,1,1,1,1
"456","163_1",2,163,217,1,1,1,1,1,1,1,2,2,1,1
"457","163_2",2,163,217,1,1,1,1,1,1,2,2,2,2,1
"458","163_3",2,163,217,2,1,2,1,1,1,1,1,2,2,1
"459","163_4",2,163,217,2,2,1,2,1,1,1,2,2,1,1
"460","163_5",2,163,217,2,2,2,1,1,1,2,2,2,2,2
"461","164_2",1,164,217,2,2,3,2,2,2,3,3,2,2,2
"462","164_5",1,164,217,1,1,3,1,2,2,1,1,1,1,1
"463","165_3",2,165,179,1,1,1,1,1,1,1,1,1,1,2
"464","165_4",2,165,179,2,2,2,2,1,1,1,1,2,2,3
"465","166_2",2,166,225,1,1,1,1,1,1,1,1,1,1,1
"466","166_5",2,166,225,2,1,1,2,1,1,1,2,1,1,3
"467","167_1",1,167,221,1,1,2,2,2,1,2,2,2,2,2
"468","167_3",1,167,221,3,3,2,1,1,2,3,3,3,3,3
"469","167_4",1,167,221,2,2,1,1,2,2,2,2,3,2,4
"470","167_5",1,167,221,2,1,1,1,4,2,2,1,2,1,2
"471","168_2",3,168,270,3,2,2,1,2,1,1,2,2,2,2
"472","168_3",3,168,270,1,1,1,1,1,2,2,2,2,2,3
"473","168_5",3,168,270,1,1,1,1,1,1,1,2,2,2,1
"474","169_1",3,169,248,3,2,3,2,1,2,2,2,1,1,1
"475","169_2",3,169,248,2,3,4,2,2,2,3,3,3,2,3
"476","169_3",3,169,248,2,2,2,2,2,2,2,2,1,1,2
"477","169_4",3,169,248,2,2,1,1,1,2,2,2,2,2,2
"478","169_5",3,169,248,1,1,1,1,1,1,1,1,1,1,1
"479","170_2",3,170,211,1,1,1,1,1,2,1,1,1,1,1
"480","170_3",3,170,211,1,1,2,1,1,1,2,1,2,2,2
"481","170_4",3,170,211,4,2,4,3,3,3,2,2,3,2,2
"482","170_5",3,170,211,1,1,1,1,1,1,1,2,2,1,2
"483","171_1",3,171,231,1,1,1,1,1,1,1,1,1,1,1
"484","171_4",3,171,231,1,2,2,1,1,1,1,1,2,1,3
"485","172_1",3,172,232,2,2,1,1,1,1,2,2,2,2,2
"486","172_3",3,172,232,1,1,2,1,1,2,1,2,2,1,1
"487","173_1",3,173,213,1,1,2,1,1,1,1,3,1,1,1
"488","173_3",3,173,213,2,2,3,2,3,3,3,4,2,2,3
"489","174_2",3,174,225,2,2,2,2,2,2,3,3,2,2,4
"490","174_3",3,174,225,1,1,1,1,2,1,1,1,1,1,1
"491","174_5",3,174,225,2,1,1,1,1,1,2,2,2,2,1
"492","175_1",3,175,229,1,1,1,2,1,1,2,2,1,2,1
"493","175_4",3,175,229,1,1,1,1,1,2,1,1,1,1,1
"494","175_5",3,175,229,2,2,1,1,1,3,1,1,1,1,1
"495","176_1",3,176,241,1,1,1,1,1,1,1,1,1,1,1
"496","176_2",3,176,241,2,1,2,1,1,1,1,1,1,1,1
"497","176_3",3,176,241,2,3,2,1,1,1,3,4,2,2,2
"498","176_4",3,176,241,1,1,1,1,1,1,1,1,1,1,1
"499","176_5",3,176,241,1,1,1,1,1,2,1,1,1,1,1
"500","177_1",3,177,218,1,3,1,1,2,2,1,1,1,1,1
"501","177_3",3,177,218,1,1,1,1,1,2,1,1,1,1,1
"502","177_5",3,177,218,1,1,1,1,1,1,1,1,1,1,1
"503","178_1",1,178,220,1,1,2,1,1,1,1,1,1,1,1
"504","178_2",1,178,220,1,2,3,2,2,1,2,3,3,1,1
"505","178_3",1,178,220,1,1,1,1,1,1,1,1,1,1,1
"506","178_5",1,178,220,2,1,2,1,1,1,2,2,2,2,1
"507","179_1",1,179,239,1,2,2,2,1,1,2,1,3,3,1
"508","179_3",1,179,239,1,1,1,1,1,1,1,1,1,1,1
"509","179_4",1,179,239,2,2,2,1,1,1,2,2,2,2,2
"510","179_5",1,179,239,1,1,2,2,2,1,1,1,1,1,1
"511","180_1",1,180,165,3,2,1,2,1,2,3,1,1,1,1
"512","180_2",1,180,165,3,2,2,2,2,2,2,3,3,2,2
"513","180_3",1,180,165,2,2,1,2,2,2,1,2,2,2,1
"514","181_1",3,181,225,2,2,2,2,1,2,1,1,1,1,1
"515","181_3",3,181,225,2,2,2,2,2,2,3,2,2,2,2
"516","181_4",3,181,225,1,2,1,1,2,1,2,1,2,1,1
"517","181_5",3,181,225,1,2,2,1,1,1,1,1,1,1,1
"518","182_1",2,182,223,1,3,3,4,2,2,1,1,1,1,1
"519","182_2",2,182,223,1,1,1,1,1,1,1,1,1,1,1
"520","182_3",2,182,223,2,2,3,1,1,2,1,1,1,1,3
"521","182_5",2,182,223,3,3,3,4,2,3,1,3,3,3,4
"522","183_2",2,183,226,1,1,1,1,1,1,1,1,1,1,1
"523","183_4",2,183,226,1,1,2,1,1,1,1,1,1,1,1
"524","184_5",1,184,232,2,1,1,1,1,2,1,2,1,1,1
"525","185_1",3,185,202,1,1,1,1,1,1,2,1,2,2,1
"526","185_2",3,185,202,1,1,1,2,1,1,2,1,2,2,2
"527","185_3",3,185,202,1,2,1,2,2,1,1,1,2,2,1
"528","185_4",3,185,202,1,2,2,1,1,1,2,1,1,2,2
"529","185_5",3,185,202,1,1,2,1,1,1,1,1,1,1,1
"530","186_3",3,186,220,1,1,1,2,2,1,1,2,1,1,2
"531","186_5",3,186,220,1,3,1,1,1,1,1,1,1,1,1
"532","188_1",3,188,225,4,4,2,1,1,1,3,1,4,4,3
"533","188_2",3,188,225,1,1,1,1,1,1,1,1,1,1,1
"534","188_3",3,188,225,2,1,2,1,1,1,2,2,2,2,2
"535","188_4",3,188,225,2,2,1,1,1,1,3,3,2,2,3
"536","189_1",1,189,292,3,2,3,2,1,1,2,2,1,2,2
