vid,EST_DIS,UPM_DIS,FACTOR
2830_3,151,2830,370
2830_4,151,2830,370
2830_5,151,2830,370
2830_6,151,2830,370
2830_7,151,2830,370
2830_8,151,2830,370
2830_9,151,2830,370
2830_10,151,2830,370
2830_11,151,2830,370
2830_12,151,2830,370
2830_13,151,2830,370
2830_15,151,2830,370
2830_16,151,2830,370
2830_17,151,2830,370
2830_18,151,2830,370
2830_19,151,2830,370
2830_20,151,2830,370
2831_1,152,2831,303
2831_3,152,2831,303
2831_4,152,2831,303
2831_5,152,2831,303
2831_7,152,2831,303
2831_8,152,2831,303
2831_9,152,2831,303
2831_10,152,2831,303
2831_11,152,2831,303
2831_12,152,2831,303
2831_15,152,2831,303
2831_16,152,2831,303
2831_17,152,2831,303
2831_18,152,2831,303
2831_19,152,2831,303
2831_20,152,2831,303
2832_1,149,2832,200
2832_2,149,2832,200
2832_4,149,2832,200
2833_1,152,2833,356
2833_2,152,2833,356
2833_3,152,2833,356
2833_4,152,2833,356
2833_5,152,2833,356
2833_6,152,2833,356
2833_7,152,2833,356
2833_8,152,2833,356
2833_9,152,2833,356
2833_10,152,2833,356
2833_11,152,2833,356
2833_12,152,2833,356
2833_13,152,2833,356
2833_14,152,2833,356
2833_16,152,2833,356
2833_17,152,2833,356
2833_18,152,2833,356
2833_19,152,2833,356
2833_20,152,2833,356
2834_1,151,2834,315
2834_2,151,2834,315
2834_4,151,2834,315
2834_5,151,2834,315
2834_6,151,2834,315
2834_7,151,2834,315
2834_8,151,2834,315
2834_9,151,2834,315
2834_10,151,2834,315
2834_11,151,2834,315
2834_12,151,2834,315
2834_13,151,2834,315
2834_14,151,2834,315
2834_15,151,2834,315
2834_16,151,2834,315
2834_17,151,2834,315
2834_18,151,2834,315
2834_19,151,2834,315
2835_1,151,2835,296
2835_2,151,2835,296
2835_4,151,2835,296
2835_5,151,2835,296
2835_6,151,2835,296
2835_8,151,2835,296
2835_9,151,2835,296
2835_11,151,2835,296
2835_12,151,2835,296
2835_15,151,2835,296
2835_16,151,2835,296
2835_18,151,2835,296
2835_19,151,2835,296
2835_20,151,2835,296
2836_1,152,2836,241
2836_2,152,2836,241
2836_3,152,2836,241
2836_4,152,2836,241
2836_5,152,2836,241
2836_6,152,2836,241
2836_7,152,2836,241
2836_8,152,2836,241
2836_9,152,2836,241
2836_10,152,2836,241
2836_11,152,2836,241
2836_12,152,2836,241
2836_13,152,2836,241
2836_14,152,2836,241
2836_15,152,2836,241
2836_17,152,2836,241
2836_18,152,2836,241
2836_19,152,2836,241
2836_20,152,2836,241
2837_1,152,2837,288
2837_2,152,2837,288
2837_3,152,2837,288
2837_4,152,2837,288
2837_5,152,2837,288
2837_6,152,2837,288
2837_7,152,2837,288
2837_8,152,2837,288
2837_9,152,2837,288
2837_10,152,2837,288
2837_11,152,2837,288
2837_12,152,2837,288
2837_13,152,2837,288
2837_14,152,2837,288
2837_15,152,2837,288
2837_16,152,2837,288
2837_17,152,2837,288
2837_18,152,2837,288
2837_20,152,2837,288
2838_1,151,2838,272
2838_2,151,2838,272
2838_3,151,2838,272
2838_4,151,2838,272
2838_5,151,2838,272
2838_6,151,2838,272
2838_7,151,2838,272
2838_9,151,2838,272
2838_10,151,2838,272
2838_12,151,2838,272
2838_13,151,2838,272
2838_14,151,2838,272
2838_15,151,2838,272
2838_16,151,2838,272
2838_17,151,2838,272
2838_19,151,2838,272
2838_20,151,2838,272
2839_1,151,2839,296
2839_2,151,2839,296
2839_4,151,2839,296
2839_5,151,2839,296
2839_6,151,2839,296
2839_7,151,2839,296
2839_8,151,2839,296
2839_9,151,2839,296
2839_10,151,2839,296
2839_12,151,2839,296
2839_13,151,2839,296
2839_14,151,2839,296
2839_15,151,2839,296
2839_16,151,2839,296
2839_17,151,2839,296
2839_20,151,2839,296
2840_1,149,2840,255
2840_2,149,2840,255
2840_4,149,2840,255
2841_1,154,2841,361
2841_2,154,2841,361
2841_3,154,2841,361
2841_4,154,2841,361
2841_5,154,2841,361
2841_6,154,2841,361
2841_7,154,2841,361
2841_8,154,2841,361
2841_9,154,2841,361
2841_10,154,2841,361
2841_12,154,2841,361
2841_13,154,2841,361
2841_14,154,2841,361
2841_15,154,2841,361
2841_16,154,2841,361
2841_17,154,2841,361
2841_18,154,2841,361
2841_19,154,2841,361
2841_20,154,2841,361
2842_1,153,2842,300
2842_2,153,2842,300
2842_3,153,2842,300
2842_5,153,2842,300
2842_6,153,2842,300
2842_7,153,2842,300
2842_8,153,2842,300
2842_9,153,2842,300
2842_10,153,2842,300
2842_11,153,2842,300
2842_12,153,2842,300
2842_13,153,2842,300
2842_14,153,2842,300
2842_15,153,2842,300
2842_16,153,2842,300
2842_17,153,2842,300
2842_18,153,2842,300
2842_19,153,2842,300
2842_20,153,2842,300
2843_2,154,2843,259
2843_4,154,2843,259
2843_5,154,2843,259
2843_6,154,2843,259
2843_7,154,2843,259
2843_9,154,2843,259
2843_10,154,2843,259
2843_11,154,2843,259
2843_12,154,2843,259
2843_13,154,2843,259
2843_15,154,2843,259
2843_16,154,2843,259
2843_17,154,2843,259
2843_18,154,2843,259
2843_19,154,2843,259
2843_20,154,2843,259
2844_1,154,2844,256
2844_2,154,2844,256
2844_3,154,2844,256
2844_4,154,2844,256
2844_5,154,2844,256
2844_6,154,2844,256
2844_7,154,2844,256
2844_8,154,2844,256
2844_9,154,2844,256
2844_10,154,2844,256
2844_11,154,2844,256
2844_12,154,2844,256
2844_13,154,2844,256
2844_14,154,2844,256
2844_15,154,2844,256
2844_17,154,2844,256
2844_18,154,2844,256
2844_19,154,2844,256
2844_20,154,2844,256
2845_1,153,2845,198
2845_2,153,2845,198
2845_3,153,2845,198
2845_4,153,2845,198
2845_5,153,2845,198
2845_6,153,2845,198
2845_7,153,2845,198
2845_8,153,2845,198
2845_9,153,2845,198
2845_10,153,2845,198
2845_11,153,2845,198
2845_12,153,2845,198
2845_13,153,2845,198
2845_14,153,2845,198
2845_15,153,2845,198
2845_16,153,2845,198
2845_17,153,2845,198
2845_18,153,2845,198
2845_19,153,2845,198
2845_20,153,2845,198
2845_21,153,2845,198
2846_1,154,2846,289
2846_2,154,2846,289
2846_3,154,2846,289
2846_4,154,2846,289
2846_5,154,2846,289
2846_6,154,2846,289
2846_8,154,2846,289
2846_9,154,2846,289
2846_10,154,2846,289
2846_11,154,2846,289
2846_12,154,2846,289
2846_13,154,2846,289
2846_14,154,2846,289
2846_15,154,2846,289
2846_16,154,2846,289
2846_18,154,2846,289
2846_19,154,2846,289
2846_20,154,2846,289
2847_1,154,2847,300
2847_2,154,2847,300
2847_3,154,2847,300
2847_4,154,2847,300
2847_5,154,2847,300
2847_6,154,2847,300
2847_7,154,2847,300
2847_8,154,2847,300
2847_10,154,2847,300
2847_12,154,2847,300
2847_13,154,2847,300
2847_14,154,2847,300
2847_15,154,2847,300
2847_16,154,2847,300
2847_17,154,2847,300
2847_18,154,2847,300
2847_20,154,2847,300
2848_1,153,2848,281
2848_2,153,2848,281
2848_4,153,2848,281
2848_5,153,2848,281
2848_6,153,2848,281
2848_7,153,2848,281
2848_9,153,2848,281
2848_10,153,2848,281
2848_11,153,2848,281
2848_12,153,2848,281
2848_13,153,2848,281
2848_14,153,2848,281
2848_15,153,2848,281
2848_16,153,2848,281
2848_17,153,2848,281
2848_18,153,2848,281
2848_19,153,2848,281
2848_20,153,2848,281
2849_1,154,2849,349
2849_2,154,2849,349
2849_3,154,2849,349
2849_4,154,2849,349
2849_5,154,2849,349
2849_6,154,2849,349
2849_7,154,2849,349
2849_8,154,2849,349
2849_9,154,2849,349
2849_10,154,2849,349
2849_11,154,2849,349
2849_12,154,2849,349
2849_13,154,2849,349
2849_14,154,2849,349
2849_15,154,2849,349
2849_16,154,2849,349
2849_17,154,2849,349
2849_18,154,2849,349
2849_19,154,2849,349
2849_20,154,2849,349
2850_1,153,2850,322
2850_2,153,2850,322
2850_3,153,2850,322
2850_4,153,2850,322
2850_5,153,2850,322
2850_6,153,2850,322
2850_7,153,2850,322
2850_8,153,2850,322
2850_9,153,2850,322
2850_11,153,2850,322
2850_13,153,2850,322
2850_14,153,2850,322
2850_16,153,2850,322
2850_17,153,2850,322
2850_18,153,2850,322
2850_19,153,2850,322
2850_20,153,2850,322
2851_1,154,2851,380
2851_2,154,2851,380
2851_3,154,2851,380
2851_4,154,2851,380
2851_5,154,2851,380
2851_8,154,2851,380
2851_9,154,2851,380
2851_10,154,2851,380
2851_12,154,2851,380
2851_13,154,2851,380
2851_14,154,2851,380
2851_15,154,2851,380
2851_16,154,2851,380
2851_17,154,2851,380
2851_18,154,2851,380
2851_20,154,2851,380
2852_1,153,2852,308
2852_2,153,2852,308
2852_3,153,2852,308
2852_4,153,2852,308
2852_5,153,2852,308
2852_6,153,2852,308
2852_7,153,2852,308
2852_8,153,2852,308
2852_9,153,2852,308
2852_10,153,2852,308
2852_11,153,2852,308
2852_12,153,2852,308
2852_13,153,2852,308
2852_14,153,2852,308
2852_15,153,2852,308
2852_16,153,2852,308
2852_17,153,2852,308
2852_18,153,2852,308
2852_19,153,2852,308
2852_20,153,2852,308
2853_1,153,2853,278
2853_3,153,2853,278
2853_4,153,2853,278
2853_5,153,2853,278
2853_6,153,2853,278
2853_7,153,2853,278
2853_9,153,2853,278
2853_10,153,2853,278
2853_11,153,2853,278
2853_12,153,2853,278
2853_13,153,2853,278
2853_14,153,2853,278
2853_15,153,2853,278
2853_16,153,2853,278
2853_17,153,2853,278
2853_18,153,2853,278
2853_19,153,2853,278
2853_20,153,2853,278
2854_1,154,2854,277
2854_2,154,2854,277
2854_3,154,2854,277
2854_4,154,2854,277
2854_5,154,2854,277
2854_6,154,2854,277
2854_7,154,2854,277
2854_8,154,2854,277
2854_9,154,2854,277
2854_10,154,2854,277
2854_11,154,2854,277
2854_12,154,2854,277
2854_13,154,2854,277
2854_14,154,2854,277
2854_15,154,2854,277
2854_16,154,2854,277
2854_17,154,2854,277
2854_18,154,2854,277
2854_19,154,2854,277
2854_20,154,2854,277
2855_2,154,2855,300
2855_3,154,2855,300
2855_4,154,2855,300
2855_5,154,2855,300
2855_6,154,2855,300
2855_7,154,2855,300
2855_8,154,2855,300
2855_9,154,2855,300
2855_10,154,2855,300
2855_11,154,2855,300
2855_13,154,2855,300
2855_14,154,2855,300
2855_15,154,2855,300
2855_16,154,2855,300
2855_17,154,2855,300
2855_18,154,2855,300
2855_19,154,2855,300
2855_20,154,2855,300
2856_1,154,2856,303
2856_3,154,2856,303
2856_4,154,2856,303
2856_5,154,2856,303
2856_6,154,2856,303
2856_7,154,2856,303
2856_8,154,2856,303
2856_9,154,2856,303
2856_10,154,2856,303
2856_11,154,2856,303
2856_12,154,2856,303
2856_13,154,2856,303
2856_15,154,2856,303
2856_16,154,2856,303
2856_17,154,2856,303
2856_18,154,2856,303
2856_19,154,2856,303
2857_1,153,2857,249
2857_2,153,2857,249
2857_3,153,2857,249
2857_4,153,2857,249
2857_6,153,2857,249
2857_7,153,2857,249
2857_8,153,2857,249
2857_9,153,2857,249
2857_12,153,2857,249
2857_13,153,2857,249
2857_15,153,2857,249
2857_17,153,2857,249
2857_18,153,2857,249
2857_19,153,2857,249
2857_20,153,2857,249
2858_1,154,2858,319
2858_2,154,2858,319
2858_3,154,2858,319
2858_4,154,2858,319
2858_7,154,2858,319
2858_8,154,2858,319
2858_11,154,2858,319
2858_13,154,2858,319
2858_14,154,2858,319
2858_16,154,2858,319
2858_17,154,2858,319
2858_18,154,2858,319
2858_19,154,2858,319
2858_20,154,2858,319
2859_1,153,2859,337
2859_2,153,2859,337
2859_3,153,2859,337
2859_6,153,2859,337
2859_7,153,2859,337
2859_10,153,2859,337
2859_11,153,2859,337
2859_12,153,2859,337
2859_13,153,2859,337
2859_14,153,2859,337
2859_16,153,2859,337
2859_17,153,2859,337
2859_18,153,2859,337
2859_19,153,2859,337
2859_21,153,2859,337
2860_1,154,2860,300
2860_2,154,2860,300
2860_3,154,2860,300
2860_4,154,2860,300
2860_5,154,2860,300
2860_6,154,2860,300
2860_7,154,2860,300
2860_8,154,2860,300
2860_9,154,2860,300
2860_10,154,2860,300
2860_11,154,2860,300
2860_12,154,2860,300
2860_13,154,2860,300
2860_14,154,2860,300
2860_15,154,2860,300
2860_16,154,2860,300
2860_17,154,2860,300
2860_18,154,2860,300
2860_19,154,2860,300
2860_20,154,2860,300
2861_1,154,2861,191
2861_3,154,2861,191
2861_4,154,2861,191
2861_5,154,2861,191
2861_7,154,2861,191
2861_8,154,2861,191
2861_9,154,2861,191
2861_10,154,2861,191
2861_11,154,2861,191
2861_14,154,2861,191
2861_15,154,2861,191
2861_16,154,2861,191
2861_17,154,2861,191
2861_19,154,2861,191
2861_20,154,2861,191
2862_1,153,2862,341
2862_2,153,2862,341
2862_3,153,2862,341
2862_4,153,2862,341
2862_5,153,2862,341
2862_6,153,2862,341
2862_7,153,2862,341
2862_8,153,2862,341
2862_9,153,2862,341
2862_10,153,2862,341
2862_11,153,2862,341
2862_12,153,2862,341
2862_13,153,2862,341
2862_14,153,2862,341
2862_15,153,2862,341
2862_16,153,2862,341
2862_17,153,2862,341
2862_18,153,2862,341
2862_20,153,2862,341
2863_1,154,2863,217
2863_2,154,2863,217
2863_3,154,2863,217
2863_4,154,2863,217
2863_5,154,2863,217
2863_6,154,2863,217
2863_7,154,2863,217
2863_8,154,2863,217
2863_9,154,2863,217
2863_10,154,2863,217
2863_11,154,2863,217
2863_12,154,2863,217
2863_13,154,2863,217
2863_14,154,2863,217
2863_15,154,2863,217
2863_16,154,2863,217
2863_17,154,2863,217
2863_18,154,2863,217
2863_19,154,2863,217
2863_20,154,2863,217
2864_1,153,2864,336
2864_2,153,2864,336
2864_4,153,2864,336
2864_5,153,2864,336
2864_8,153,2864,336
2864_9,153,2864,336
2864_10,153,2864,336
2864_11,153,2864,336
2864_13,153,2864,336
2864_14,153,2864,336
2864_15,153,2864,336
2864_16,153,2864,336
2864_17,153,2864,336
2864_18,153,2864,336
2864_19,153,2864,336
2865_1,154,2865,283
2865_2,154,2865,283
2865_3,154,2865,283
2865_4,154,2865,283
2865_5,154,2865,283
2865_6,154,2865,283
2865_7,154,2865,283
2865_8,154,2865,283
2865_9,154,2865,283
2865_10,154,2865,283
2865_11,154,2865,283
2865_12,154,2865,283
2865_13,154,2865,283
2865_14,154,2865,283
2865_15,154,2865,283
2865_16,154,2865,283
2865_17,154,2865,283
2865_18,154,2865,283
2865_19,154,2865,283
2865_20,154,2865,283
2866_1,153,2866,294
2866_2,153,2866,294
2866_3,153,2866,294
2866_4,153,2866,294
2866_5,153,2866,294
2866_6,153,2866,294
2866_7,153,2866,294
2866_8,153,2866,294
2866_9,153,2866,294
2866_10,153,2866,294
2866_11,153,2866,294
2866_12,153,2866,294
2866_13,153,2866,294
2866_14,153,2866,294
2866_15,153,2866,294
2866_16,153,2866,294
2866_17,153,2866,294
2866_18,153,2866,294
2866_20,153,2866,294
2867_1,154,2867,278
2867_2,154,2867,278
2867_3,154,2867,278
2867_5,154,2867,278
2867_6,154,2867,278
2867_7,154,2867,278
2867_8,154,2867,278
2867_9,154,2867,278
2867_10,154,2867,278
2867_11,154,2867,278
2867_13,154,2867,278
2867_15,154,2867,278
2867_16,154,2867,278
2867_17,154,2867,278
2867_18,154,2867,278
2867_19,154,2867,278
2867_20,154,2867,278
2868_3,154,2868,284
2868_4,154,2868,284
2868_5,154,2868,284
2868_6,154,2868,284
2868_7,154,2868,284
2868_8,154,2868,284
2868_10,154,2868,284
2868_12,154,2868,284
2868_13,154,2868,284
2868_14,154,2868,284
2868_15,154,2868,284
2868_16,154,2868,284
2868_17,154,2868,284
2868_18,154,2868,284
2868_19,154,2868,284
2868_20,154,2868,284
2869_2,154,2869,209
2869_5,154,2869,209
2869_7,154,2869,209
2869_8,154,2869,209
2869_9,154,2869,209
2869_10,154,2869,209
2869_12,154,2869,209
2869_13,154,2869,209
2869_14,154,2869,209
2869_15,154,2869,209
2869_18,154,2869,209
2869_19,154,2869,209
2870_1,143,2870,680
2870_2,143,2870,680
2870_4,143,2870,680
2870_5,143,2870,680
2871_1,143,2871,331
2871_3,143,2871,331
2871_4,143,2871,331
2871_5,143,2871,331
2872_1,143,2872,570
2872_2,143,2872,570
2872_3,143,2872,570
2872_5,143,2872,570
2874_3,143,2874,147
2874_5,143,2874,147
2875_1,143,2875,184
2875_2,143,2875,184
2875_3,143,2875,184
2875_4,143,2875,184
2875_5,143,2875,184
2877_3,143,2877,423
2877_4,143,2877,423
2877_5,143,2877,423
2878_4,143,2878,110
2878_5,143,2878,110
2879_1,143,2879,643
2879_2,143,2879,643
2879_3,143,2879,643
2880_1,146,2880,717
2880_2,146,2880,717
2880_4,146,2880,717
2880_5,146,2880,717
2881_1,146,2881,257
2881_2,146,2881,257
2881_3,146,2881,257
2881_4,146,2881,257
2881_5,146,2881,257
2882_1,146,2882,607
2882_2,146,2882,607
2882_4,146,2882,607
2882_5,146,2882,607
2883_1,151,2883,147
2883_2,151,2883,147
2883_3,151,2883,147
2883_4,151,2883,147
2884_1,154,2884,276
2884_2,154,2884,276
2884_3,154,2884,276
2884_4,154,2884,276
2884_5,154,2884,276
2885_1,154,2885,92
2885_3,154,2885,92
2885_4,154,2885,92
2885_5,154,2885,92
2886_2,143,2886,460
2886_3,143,2886,460
2886_4,143,2886,460
2886_5,143,2886,460
2887_1,143,2887,515
2887_2,143,2887,515
2887_3,143,2887,515
2887_4,143,2887,515
2888_1,143,2888,239
2888_2,143,2888,239
2888_3,143,2888,239
2888_4,143,2888,239
2888_5,143,2888,239
2889_1,150,2889,92
2889_2,150,2889,92
2889_3,150,2889,92
2889_4,150,2889,92
2889_5,150,2889,92
2890_2,164,2890,705
2890_3,164,2890,705
2890_4,164,2890,705
2890_5,164,2890,705
2891_1,165,2891,792
2891_2,165,2891,792
2891_3,165,2891,792
2891_4,165,2891,792
2891_5,165,2891,792
2892_1,164,2892,767
2892_2,164,2892,767
2892_3,164,2892,767
2892_4,164,2892,767
2892_5,164,2892,767
2893_2,164,2893,672
2893_3,164,2893,672
2893_4,164,2893,672
2894_2,165,2894,808
2894_4,165,2894,808
2894_5,165,2894,808
2895_1,165,2895,993
2895_2,165,2895,993
2895_3,165,2895,993
2895_4,165,2895,993
2895_5,165,2895,993
2896_1,164,2896,756
2896_2,164,2896,756
2896_3,164,2896,756
2896_4,164,2896,756
2896_5,164,2896,756
2897_1,164,2897,855
2897_2,164,2897,855
2897_3,164,2897,855
2897_4,164,2897,855
2897_5,164,2897,855
2898_1,164,2898,737
2898_2,164,2898,737
2898_3,164,2898,737
2898_4,164,2898,737
2898_5,164,2898,737
2899_1,164,2899,730
2899_2,164,2899,730
2899_3,164,2899,730
2899_4,164,2899,730
2899_5,164,2899,730
2900_3,165,2900,805
2900_4,165,2900,805
2900_5,165,2900,805
2901_1,164,2901,728
2901_2,164,2901,728
2901_3,164,2901,728
2901_4,164,2901,728
2901_5,164,2901,728
2902_1,165,2902,854
2902_3,165,2902,854
2902_4,165,2902,854
2902_5,165,2902,854
2903_1,165,2903,918
2903_3,165,2903,918
2903_5,165,2903,918
2904_1,164,2904,706
2904_2,164,2904,706
2904_3,164,2904,706
2904_4,164,2904,706
2904_5,164,2904,706
2905_1,165,2905,945
2905_2,165,2905,945
2905_3,165,2905,945
2905_5,165,2905,945
2906_1,165,2906,981
2906_3,165,2906,981
2906_4,165,2906,981
2906_5,165,2906,981
2907_1,166,2907,1086
2907_2,166,2907,1086
2907_4,166,2907,1086
2907_5,166,2907,1086
2908_1,164,2908,697
2908_2,164,2908,697
2908_3,164,2908,697
2908_4,164,2908,697
2908_5,164,2908,697
2909_1,165,2909,766
2909_2,165,2909,766
2909_3,165,2909,766
2909_4,165,2909,766
2909_5,165,2909,766
2910_1,166,2910,1117
2910_2,166,2910,1117
2910_3,166,2910,1117
2910_4,166,2910,1117
2910_5,166,2910,1117
2911_1,165,2911,794
2911_2,165,2911,794
2911_3,165,2911,794
2911_4,165,2911,794
2912_2,166,2912,1021
2912_3,166,2912,1021
2912_4,166,2912,1021
2913_1,166,2913,802
2913_2,166,2913,802
2913_4,166,2913,802
2913_5,166,2913,802
2914_1,166,2914,791
2914_2,166,2914,791
2914_3,166,2914,791
2914_4,166,2914,791
2914_5,166,2914,791
2915_2,163,2915,788
2915_3,163,2915,788
2915_4,163,2915,788
2915_5,163,2915,788
2916_1,161,2916,840
2916_2,161,2916,840
2916_3,161,2916,840
2916_5,161,2916,840
2917_2,161,2917,721
2917_4,161,2917,721
2917_5,161,2917,721
2918_1,162,2918,832
2918_2,162,2918,832
2918_3,162,2918,832
2918_4,162,2918,832
2918_5,162,2918,832
2919_1,161,2919,1145
2919_2,161,2919,1145
2919_3,161,2919,1145
2919_5,161,2919,1145
2920_1,163,2920,922
2920_2,163,2920,922
2920_3,163,2920,922
2920_4,163,2920,922
2920_5,163,2920,922
2921_1,161,2921,1065
2921_2,161,2921,1065
2921_3,161,2921,1065
2921_4,161,2921,1065
2921_5,161,2921,1065
2922_2,163,2922,776
2922_3,163,2922,776
2922_5,163,2922,776
2923_1,162,2923,756
2923_2,162,2923,756
2923_3,162,2923,756
2923_4,162,2923,756
2923_5,162,2923,756
2924_2,162,2924,889
2924_3,162,2924,889
2924_4,162,2924,889
2924_5,162,2924,889
2925_1,161,2925,798
2925_2,161,2925,798
2925_4,161,2925,798
2925_5,161,2925,798
2926_1,161,2926,888
2926_2,161,2926,888
2926_3,161,2926,888
2926_4,161,2926,888
2926_5,161,2926,888
2927_1,162,2927,755
2927_2,162,2927,755
2927_3,162,2927,755
2927_4,162,2927,755
2928_1,163,2928,920
2928_2,163,2928,920
2928_3,163,2928,920
2928_4,163,2928,920
2929_1,161,2929,776
2929_2,161,2929,776
2929_3,161,2929,776
2929_4,161,2929,776
2929_5,161,2929,776
2930_1,161,2930,880
2930_2,161,2930,880
2930_3,161,2930,880
2930_4,161,2930,880
2930_5,161,2930,880
2931_1,161,2931,673
2931_2,161,2931,673
2931_3,161,2931,673
2931_4,161,2931,673
2931_5,161,2931,673
2932_2,161,2932,473
2932_3,161,2932,473
2932_4,161,2932,473
2933_1,162,2933,576
2933_2,162,2933,576
2933_3,162,2933,576
2933_4,162,2933,576
2933_5,162,2933,576
2934_1,162,2934,868
2934_3,162,2934,868
2934_4,162,2934,868
2934_5,162,2934,868
2935_1,161,2935,681
2935_2,161,2935,681
2935_3,161,2935,681
2935_4,161,2935,681
2935_5,161,2935,681
2936_1,161,2936,714
2936_2,161,2936,714
2936_3,161,2936,714
2936_4,161,2936,714
2936_5,161,2936,714
2937_1,162,2937,966
2937_2,162,2937,966
2937_3,162,2937,966
2937_4,162,2937,966
2937_5,162,2937,966
2938_1,162,2938,708
2938_2,162,2938,708
2938_4,162,2938,708
2938_5,162,2938,708
2939_1,161,2939,941
2939_2,161,2939,941
2939_3,161,2939,941
2939_4,161,2939,941
2939_5,161,2939,941
2940_1,161,2940,902
2940_2,161,2940,902
2940_3,161,2940,902
2940_4,161,2940,902
2940_5,161,2940,902
2941_1,157,2941,821
2941_2,157,2941,821
2941_3,157,2941,821
2941_4,157,2941,821
2941_5,157,2941,821
2942_1,157,2942,836
2942_2,157,2942,836
2942_3,157,2942,836
2942_4,157,2942,836
2942_5,157,2942,836
2943_1,156,2943,773
2943_2,156,2943,773
2943_3,156,2943,773
2943_4,156,2943,773
2943_5,156,2943,773
2944_1,157,2944,783
2944_2,157,2944,783
2944_3,157,2944,783
2944_4,157,2944,783
2944_5,157,2944,783
2945_1,156,2945,883
2945_2,156,2945,883
2945_3,156,2945,883
2945_5,156,2945,883
2946_1,157,2946,833
2946_3,157,2946,833
2946_4,157,2946,833
2946_5,157,2946,833
2947_1,156,2947,812
2947_2,156,2947,812
2947_3,156,2947,812
2947_5,156,2947,812
2948_2,157,2948,1135
2948_4,157,2948,1135
2949_1,156,2949,842
2949_2,156,2949,842
2949_3,156,2949,842
2949_4,156,2949,842
2950_1,156,2950,680
2950_2,156,2950,680
2950_3,156,2950,680
2950_4,156,2950,680
2950_5,156,2950,680
2951_1,156,2951,851
2951_2,156,2951,851
2951_3,156,2951,851
2951_4,156,2951,851
2951_5,156,2951,851
2952_1,156,2952,959
2952_2,156,2952,959
2952_4,156,2952,959
2952_5,156,2952,959
2953_1,156,2953,781
2953_2,156,2953,781
2953_3,156,2953,781
2953_4,156,2953,781
2953_5,156,2953,781
2954_1,156,2954,983
2954_2,156,2954,983
2954_3,156,2954,983
2954_4,156,2954,983
2954_5,156,2954,983
2955_1,158,2955,833
2955_2,158,2955,833
2955_4,158,2955,833
2956_1,158,2956,849
2956_4,158,2956,849
2956_5,158,2956,849
2957_1,156,2957,816
2957_2,156,2957,816
2957_3,156,2957,816
2957_4,156,2957,816
2958_1,157,2958,742
2958_2,157,2958,742
2958_3,157,2958,742
2958_4,157,2958,742
2958_5,157,2958,742
2959_2,156,2959,768
2959_5,156,2959,768
2960_1,156,2960,802
2960_2,156,2960,802
2960_3,156,2960,802
2960_4,156,2960,802
2961_1,157,2961,865
2961_3,157,2961,865
2961_4,157,2961,865
2962_1,158,2962,921
2962_2,158,2962,921
2962_5,158,2962,921
2963_1,157,2963,791
2963_2,157,2963,791
2963_3,157,2963,791
2963_4,157,2963,791
2964_1,157,2964,865
2964_2,157,2964,865
2964_3,157,2964,865
2964_4,157,2964,865
2964_5,157,2964,865
2965_2,158,2965,841
2965_3,158,2965,841
2965_5,158,2965,841
2966_1,158,2966,898
2966_2,158,2966,898
2966_3,158,2966,898
2966_4,158,2966,898
2966_5,158,2966,898
2967_1,157,2967,730
2967_2,157,2967,730
2967_3,157,2967,730
2967_4,157,2967,730
