vid,EST_DIS,UPM_DIS,FACTOR
6028_1,375,6028,344
6028_3,375,6028,344
6028_5,375,6028,344
6029_1,375,6029,215
6029_2,375,6029,215
6029_3,375,6029,215
6029_4,375,6029,215
6029_5,375,6029,215
6030_1,375,6030,275
6030_2,375,6030,275
6030_4,375,6030,275
6031_1,375,6031,271
6031_2,375,6031,271
6031_3,375,6031,271
6031_4,375,6031,271
6031_5,375,6031,271
6032_1,375,6032,327
6032_2,375,6032,327
6032_3,375,6032,327
6032_5,375,6032,327
6033_1,375,6033,230
6033_2,375,6033,230
6033_3,375,6033,230
6033_4,375,6033,230
6033_5,375,6033,230
6034_2,375,6034,264
6034_3,375,6034,264
6035_1,378,6035,215
6035_2,378,6035,215
6035_3,378,6035,215
6035_4,378,6035,215
6035_5,378,6035,215
6035_9,378,6035,215
6035_10,378,6035,215
6035_11,378,6035,215
6035_13,378,6035,215
6035_14,378,6035,215
6035_15,378,6035,215
6035_16,378,6035,215
6035_17,378,6035,215
6035_18,378,6035,215
6035_19,378,6035,215
6036_1,378,6036,242
6036_2,378,6036,242
6036_3,378,6036,242
6036_4,378,6036,242
6036_5,378,6036,242
6036_6,378,6036,242
6036_8,378,6036,242
6036_9,378,6036,242
6036_10,378,6036,242
6036_12,378,6036,242
6036_13,378,6036,242
6036_14,378,6036,242
6036_15,378,6036,242
6036_16,378,6036,242
6036_17,378,6036,242
6036_18,378,6036,242
6036_19,378,6036,242
6037_1,378,6037,305
6037_3,378,6037,305
6037_4,378,6037,305
6037_6,378,6037,305
6037_7,378,6037,305
6037_8,378,6037,305
6037_9,378,6037,305
6037_10,378,6037,305
6037_11,378,6037,305
6037_12,378,6037,305
6037_13,378,6037,305
6037_15,378,6037,305
6037_16,378,6037,305
6037_17,378,6037,305
6037_18,378,6037,305
6037_19,378,6037,305
6037_20,378,6037,305
6038_2,378,6038,259
6038_3,378,6038,259
6038_4,378,6038,259
6038_6,378,6038,259
6038_7,378,6038,259
6038_8,378,6038,259
6038_9,378,6038,259
6038_10,378,6038,259
6038_11,378,6038,259
6038_12,378,6038,259
6038_13,378,6038,259
6038_14,378,6038,259
6038_15,378,6038,259
6038_16,378,6038,259
6038_17,378,6038,259
6038_18,378,6038,259
6038_19,378,6038,259
6038_20,378,6038,259
6039_1,378,6039,185
6039_2,378,6039,185
6039_3,378,6039,185
6039_4,378,6039,185
6039_5,378,6039,185
6039_6,378,6039,185
6039_7,378,6039,185
6039_8,378,6039,185
6039_9,378,6039,185
6039_10,378,6039,185
6039_11,378,6039,185
6039_12,378,6039,185
6039_13,378,6039,185
6039_14,378,6039,185
6039_15,378,6039,185
6039_18,378,6039,185
6039_19,378,6039,185
6039_20,378,6039,185
6040_1,379,6040,323
6040_6,379,6040,323
6040_7,379,6040,323
6040_9,379,6040,323
6040_11,379,6040,323
6040_12,379,6040,323
6040_13,379,6040,323
6040_15,379,6040,323
6040_16,379,6040,323
6040_17,379,6040,323
6040_19,379,6040,323
6040_20,379,6040,323
6041_1,379,6041,442
6041_2,379,6041,442
6041_3,379,6041,442
6041_4,379,6041,442
6041_6,379,6041,442
6041_8,379,6041,442
6041_9,379,6041,442
6041_11,379,6041,442
6041_12,379,6041,442
6041_13,379,6041,442
6041_15,379,6041,442
6041_16,379,6041,442
6041_17,379,6041,442
6041_18,379,6041,442
6041_19,379,6041,442
6041_20,379,6041,442
6042_1,379,6042,498
6042_4,379,6042,498
6042_5,379,6042,498
6042_6,379,6042,498
6042_7,379,6042,498
6042_8,379,6042,498
6042_9,379,6042,498
6042_10,379,6042,498
6042_11,379,6042,498
6042_12,379,6042,498
6042_14,379,6042,498
6042_15,379,6042,498
6042_16,379,6042,498
6042_17,379,6042,498
6042_19,379,6042,498
6042_20,379,6042,498
6043_3,370,6043,638
6043_4,370,6043,638
6043_5,370,6043,638
6044_1,370,6044,318
6044_2,370,6044,318
6044_3,370,6044,318
6044_4,370,6044,318
6044_5,370,6044,318
6045_2,370,6045,331
6045_3,370,6045,331
6045_4,370,6045,331
6046_1,370,6046,510
6046_2,370,6046,510
6046_3,370,6046,510
6046_4,370,6046,510
6046_5,370,6046,510
6047_1,370,6047,636
6047_2,370,6047,636
6047_3,370,6047,636
6047_4,370,6047,636
6047_5,370,6047,636
6048_1,380,6048,195
6048_3,380,6048,195
6048_5,380,6048,195
6048_6,380,6048,195
6048_7,380,6048,195
6048_8,380,6048,195
6048_9,380,6048,195
6048_10,380,6048,195
6048_11,380,6048,195
6048_12,380,6048,195
6048_13,380,6048,195
6048_14,380,6048,195
6048_15,380,6048,195
6048_16,380,6048,195
6048_17,380,6048,195
6048_18,380,6048,195
6048_19,380,6048,195
6048_20,380,6048,195
6049_1,381,6049,263
6049_2,381,6049,263
6049_3,381,6049,263
6049_5,381,6049,263
6049_6,381,6049,263
6049_7,381,6049,263
6049_8,381,6049,263
6049_9,381,6049,263
6049_10,381,6049,263
6049_11,381,6049,263
6049_12,381,6049,263
6049_13,381,6049,263
6049_14,381,6049,263
6049_15,381,6049,263
6049_16,381,6049,263
6049_17,381,6049,263
6049_18,381,6049,263
6049_19,381,6049,263
6049_20,381,6049,263
6050_1,380,6050,211
6050_3,380,6050,211
6050_4,380,6050,211
6050_5,380,6050,211
6050_6,380,6050,211
6050_8,380,6050,211
6050_9,380,6050,211
6050_10,380,6050,211
6050_11,380,6050,211
6050_12,380,6050,211
6050_13,380,6050,211
6050_14,380,6050,211
6050_16,380,6050,211
6050_17,380,6050,211
6050_18,380,6050,211
6050_19,380,6050,211
6050_20,380,6050,211
6051_1,381,6051,213
6051_2,381,6051,213
6051_3,381,6051,213
6051_4,381,6051,213
6051_5,381,6051,213
6051_6,381,6051,213
6051_7,381,6051,213
6051_8,381,6051,213
6051_10,381,6051,213
6051_11,381,6051,213
6051_12,381,6051,213
6051_13,381,6051,213
6051_15,381,6051,213
6051_16,381,6051,213
6051_18,381,6051,213
6051_19,381,6051,213
6051_20,381,6051,213
6052_1,380,6052,204
6052_3,380,6052,204
6052_4,380,6052,204
6052_5,380,6052,204
6052_8,380,6052,204
6052_9,380,6052,204
6052_10,380,6052,204
6052_11,380,6052,204
6052_12,380,6052,204
6052_14,380,6052,204
6052_15,380,6052,204
6052_16,380,6052,204
6052_17,380,6052,204
6052_18,380,6052,204
6052_19,380,6052,204
6052_20,380,6052,204
6053_1,380,6053,282
6053_2,380,6053,282
6053_4,380,6053,282
6053_5,380,6053,282
6053_6,380,6053,282
6053_7,380,6053,282
6053_8,380,6053,282
6053_10,380,6053,282
6053_11,380,6053,282
6053_13,380,6053,282
6053_14,380,6053,282
6053_15,380,6053,282
6053_16,380,6053,282
6053_17,380,6053,282
6053_18,380,6053,282
6053_19,380,6053,282
6053_20,380,6053,282
6054_1,380,6054,370
6054_3,380,6054,370
6054_4,380,6054,370
6054_5,380,6054,370
6054_6,380,6054,370
6054_7,380,6054,370
6054_8,380,6054,370
6054_9,380,6054,370
6054_10,380,6054,370
6054_12,380,6054,370
6054_13,380,6054,370
6054_14,380,6054,370
6054_15,380,6054,370
6054_16,380,6054,370
6054_17,380,6054,370
6054_18,380,6054,370
6054_19,380,6054,370
6054_20,380,6054,370
6055_1,367,6055,275
6055_2,367,6055,275
6055_3,367,6055,275
6055_5,367,6055,275
6056_1,377,6056,612
6056_2,377,6056,612
6056_3,377,6056,612
6056_5,377,6056,612
6057_3,374,6057,526
6057_5,374,6057,526
6058_1,383,6058,294
6058_2,383,6058,294
6058_4,383,6058,294
6058_5,383,6058,294
6058_6,383,6058,294
6058_7,383,6058,294
6058_8,383,6058,294
6058_9,383,6058,294
6058_10,383,6058,294
6058_11,383,6058,294
6058_12,383,6058,294
6058_14,383,6058,294
6058_15,383,6058,294
6058_16,383,6058,294
6058_17,383,6058,294
6058_18,383,6058,294
6058_19,383,6058,294
6058_20,383,6058,294
6059_1,383,6059,411
6059_2,383,6059,411
6059_3,383,6059,411
6059_4,383,6059,411
6059_5,383,6059,411
6059_6,383,6059,411
6059_7,383,6059,411
6059_8,383,6059,411
6059_9,383,6059,411
6059_10,383,6059,411
6059_12,383,6059,411
6059_14,383,6059,411
6059_16,383,6059,411
6059_17,383,6059,411
6059_18,383,6059,411
6059_19,383,6059,411
6059_20,383,6059,411
6060_1,382,6060,248
6060_2,382,6060,248
6060_3,382,6060,248
6060_4,382,6060,248
6060_5,382,6060,248
6060_6,382,6060,248
6060_7,382,6060,248
6060_8,382,6060,248
6060_9,382,6060,248
6060_10,382,6060,248
6060_11,382,6060,248
6060_13,382,6060,248
6060_14,382,6060,248
6060_15,382,6060,248
6060_16,382,6060,248
6060_17,382,6060,248
6060_18,382,6060,248
6060_20,382,6060,248
6061_1,382,6061,249
6061_2,382,6061,249
6061_3,382,6061,249
6061_4,382,6061,249
6061_5,382,6061,249
6061_6,382,6061,249
6061_7,382,6061,249
6061_8,382,6061,249
6061_9,382,6061,249
6061_10,382,6061,249
6061_12,382,6061,249
6061_13,382,6061,249
6061_14,382,6061,249
6061_15,382,6061,249
6061_16,382,6061,249
6061_17,382,6061,249
6061_18,382,6061,249
6061_19,382,6061,249
6061_20,382,6061,249
6061_21,382,6061,249
6062_1,382,6062,302
6062_3,382,6062,302
6062_4,382,6062,302
6062_5,382,6062,302
6062_6,382,6062,302
6062_7,382,6062,302
6062_8,382,6062,302
6062_9,382,6062,302
6062_10,382,6062,302
6062_11,382,6062,302
6062_12,382,6062,302
6062_13,382,6062,302
6062_14,382,6062,302
6062_15,382,6062,302
6062_16,382,6062,302
6062_17,382,6062,302
6062_18,382,6062,302
6062_19,382,6062,302
6062_20,382,6062,302
6063_1,382,6063,272
6063_2,382,6063,272
6063_3,382,6063,272
6063_4,382,6063,272
6063_5,382,6063,272
6063_7,382,6063,272
6063_8,382,6063,272
6063_9,382,6063,272
6063_10,382,6063,272
6063_11,382,6063,272
6063_13,382,6063,272
6063_14,382,6063,272
6063_15,382,6063,272
6063_16,382,6063,272
6063_17,382,6063,272
6063_18,382,6063,272
6063_19,382,6063,272
6064_2,382,6064,226
6064_3,382,6064,226
6064_4,382,6064,226
6064_5,382,6064,226
6064_6,382,6064,226
6064_7,382,6064,226
6064_9,382,6064,226
6064_10,382,6064,226
6064_11,382,6064,226
6064_12,382,6064,226
6064_13,382,6064,226
6064_14,382,6064,226
6064_15,382,6064,226
6064_18,382,6064,226
6064_19,382,6064,226
6065_1,382,6065,266
6065_2,382,6065,266
6065_3,382,6065,266
6065_4,382,6065,266
6065_5,382,6065,266
6065_6,382,6065,266
6065_7,382,6065,266
6065_8,382,6065,266
6065_9,382,6065,266
6065_10,382,6065,266
6065_11,382,6065,266
6065_12,382,6065,266
6065_13,382,6065,266
6065_15,382,6065,266
6065_18,382,6065,266
6065_19,382,6065,266
6065_20,382,6065,266
6066_1,382,6066,243
6066_2,382,6066,243
6066_3,382,6066,243
6066_4,382,6066,243
6066_5,382,6066,243
6066_6,382,6066,243
6066_7,382,6066,243
6066_9,382,6066,243
6066_10,382,6066,243
6066_11,382,6066,243
6066_12,382,6066,243
6066_13,382,6066,243
6066_14,382,6066,243
6066_15,382,6066,243
6066_16,382,6066,243
6066_17,382,6066,243
6066_18,382,6066,243
6066_19,382,6066,243
6067_1,382,6067,370
6067_2,382,6067,370
6067_3,382,6067,370
6067_4,382,6067,370
6067_6,382,6067,370
6067_7,382,6067,370
6067_8,382,6067,370
6067_9,382,6067,370
6067_10,382,6067,370
6067_11,382,6067,370
6067_13,382,6067,370
6067_15,382,6067,370
6067_16,382,6067,370
6067_17,382,6067,370
6067_18,382,6067,370
6068_2,378,6068,114
6068_3,378,6068,114
6068_4,378,6068,114
6069_1,368,6069,2461
6069_2,368,6069,2461
6069_3,368,6069,2461
6069_4,368,6069,2461
6069_5,368,6069,2461
6070_1,368,6070,2047
6070_2,368,6070,2047
6070_3,368,6070,2047
6070_4,368,6070,2047
6070_5,368,6070,2047
6071_1,368,6071,645
6071_2,368,6071,645
6071_5,368,6071,645
6072_1,368,6072,2256
6072_2,368,6072,2256
6072_3,368,6072,2256
6072_5,368,6072,2256
6073_1,368,6073,471
6073_2,368,6073,471
6073_3,368,6073,471
6073_4,368,6073,471
6073_5,368,6073,471
6074_1,368,6074,419
6074_2,368,6074,419
6074_3,368,6074,419
6074_5,368,6074,419
6075_1,368,6075,906
6075_2,368,6075,906
6075_4,368,6075,906
6075_5,368,6075,906
6076_1,368,6076,473
6076_2,368,6076,473
6076_3,368,6076,473
6076_4,368,6076,473
6076_5,368,6076,473
6077_1,368,6077,537
6077_2,368,6077,537
6077_3,368,6077,537
6077_4,368,6077,537
6077_5,368,6077,537
6078_1,376,6078,1410
6078_2,376,6078,1410
6078_3,376,6078,1410
6078_4,376,6078,1410
6078_5,376,6078,1410
6079_1,368,6079,1680
6079_2,368,6079,1680
6079_3,368,6079,1680
6079_4,368,6079,1680
6079_5,368,6079,1680
6080_1,368,6080,1546
6080_4,368,6080,1546
6080_5,368,6080,1546
6081_1,368,6081,1248
6081_2,368,6081,1248
6081_3,368,6081,1248
6081_4,368,6081,1248
6081_5,368,6081,1248
6082_1,376,6082,2417
6082_2,376,6082,2417
6082_3,376,6082,2417
6082_4,376,6082,2417
6082_5,376,6082,2417
6083_1,376,6083,437
6083_2,376,6083,437
6083_3,376,6083,437
6083_4,376,6083,437
6083_5,376,6083,437
6084_1,376,6084,1194
6084_2,376,6084,1194
6084_3,376,6084,1194
6084_5,376,6084,1194
6085_1,379,6085,947
6085_2,379,6085,947
6085_3,379,6085,947
6085_4,379,6085,947
6085_5,379,6085,947
6086_1,379,6086,921
6086_2,379,6086,921
6086_3,379,6086,921
6086_4,379,6086,921
6086_5,379,6086,921
6087_1,379,6087,968
6087_2,379,6087,968
6087_3,379,6087,968
6087_4,379,6087,968
6087_5,379,6087,968
6088_1,387,6088,445
6088_2,387,6088,445
6088_3,387,6088,445
6088_5,387,6088,445
6089_1,388,6089,441
6089_2,388,6089,441
6089_4,388,6089,441
6089_5,388,6089,441
6090_1,388,6090,405
6090_2,388,6090,405
6090_3,388,6090,405
6090_5,388,6090,405
6091_1,387,6091,474
6091_2,387,6091,474
6091_3,387,6091,474
6091_4,387,6091,474
6091_5,387,6091,474
6092_1,387,6092,520
6092_2,387,6092,520
6092_3,387,6092,520
6092_4,387,6092,520
6092_5,387,6092,520
6093_1,388,6093,512
6093_2,388,6093,512
6093_3,388,6093,512
6093_4,388,6093,512
6094_1,388,6094,408
6094_2,388,6094,408
6094_3,388,6094,408
6094_4,388,6094,408
6094_5,388,6094,408
6095_1,387,6095,441
6095_3,387,6095,441
6095_5,387,6095,441
6096_1,388,6096,469
6096_2,388,6096,469
6096_3,388,6096,469
6096_4,388,6096,469
6096_5,388,6096,469
6097_2,387,6097,430
6097_3,387,6097,430
6097_4,387,6097,430
6097_5,387,6097,430
6098_1,387,6098,613
6098_2,387,6098,613
6098_3,387,6098,613
6098_4,387,6098,613
6098_5,387,6098,613
6099_1,387,6099,613
6099_2,387,6099,613
6099_3,387,6099,613
6099_4,387,6099,613
6099_5,387,6099,613
6100_1,388,6100,430
6100_2,388,6100,430
6100_3,388,6100,430
6100_4,388,6100,430
6100_5,388,6100,430
6101_1,387,6101,415
6101_2,387,6101,415
6101_3,387,6101,415
6101_4,387,6101,415
6101_5,387,6101,415
6102_1,387,6102,393
6102_2,387,6102,393
6102_3,387,6102,393
6102_4,387,6102,393
6103_1,388,6103,456
6103_2,388,6103,456
6103_3,388,6103,456
6103_5,388,6103,456
6104_1,388,6104,411
6104_2,388,6104,411
6104_4,388,6104,411
6104_5,388,6104,411
6105_1,387,6105,536
6105_2,387,6105,536
6105_4,387,6105,536
6105_5,387,6105,536
6106_1,387,6106,488
6106_2,387,6106,488
6106_3,387,6106,488
6106_5,387,6106,488
6107_1,385,6107,399
6107_2,385,6107,399
6107_3,385,6107,399
6107_4,385,6107,399
6107_5,385,6107,399
6108_1,385,6108,469
6108_2,385,6108,469
6108_3,385,6108,469
6108_5,385,6108,469
6109_1,385,6109,379
6109_2,385,6109,379
6109_3,385,6109,379
6109_4,385,6109,379
6109_5,385,6109,379
6110_2,385,6110,435
6110_3,385,6110,435
6110_4,385,6110,435
6110_5,385,6110,435
6111_1,385,6111,426
6111_2,385,6111,426
6111_4,385,6111,426
6111_5,385,6111,426
6112_1,386,6112,473
6112_2,386,6112,473
6112_3,386,6112,473
6112_4,386,6112,473
6112_5,386,6112,473
6113_3,386,6113,601
6113_4,386,6113,601
6113_5,386,6113,601
6114_2,385,6114,323
6114_3,385,6114,323
6114_5,385,6114,323
6115_1,385,6115,389
6115_2,385,6115,389
6115_4,385,6115,389
6115_5,385,6115,389
6116_1,385,6116,495
6116_2,385,6116,495
6116_3,385,6116,495
6116_4,385,6116,495
6116_5,385,6116,495
6117_1,384,6117,520
6117_2,384,6117,520
6117_3,384,6117,520
6117_4,384,6117,520
6118_1,384,6118,519
6118_2,384,6118,519
6118_3,384,6118,519
6118_4,384,6118,519
6118_5,384,6118,519
6119_1,384,6119,523
6119_3,384,6119,523
6119_4,384,6119,523
6119_5,384,6119,523
6120_2,384,6120,483
6120_3,384,6120,483
6120_4,384,6120,483
6121_1,385,6121,476
6121_2,385,6121,476
6121_3,385,6121,476
6121_4,385,6121,476
6121_5,385,6121,476
6122_1,385,6122,483
6122_2,385,6122,483
6122_4,385,6122,483
6122_5,385,6122,483
6123_1,385,6123,512
6123_2,385,6123,512
6123_3,385,6123,512
6123_4,385,6123,512
6123_5,385,6123,512
6124_1,384,6124,461
6124_2,384,6124,461
6124_3,384,6124,461
6124_5,384,6124,461
6125_1,385,6125,438
6125_2,385,6125,438
6125_3,385,6125,438
6125_4,385,6125,438
6125_5,385,6125,438
6126_1,385,6126,432
6126_2,385,6126,432
6126_3,385,6126,432
6126_4,385,6126,432
6126_5,385,6126,432
6127_1,385,6127,507
6127_2,385,6127,507
6127_3,385,6127,507
6127_4,385,6127,507
6127_5,385,6127,507
6128_1,384,6128,437
6128_2,384,6128,437
6128_3,384,6128,437
6128_4,384,6128,437
6128_5,384,6128,437
6129_1,385,6129,502
6129_3,385,6129,502
6129_4,385,6129,502
6129_5,385,6129,502
6130_1,385,6130,496
6130_2,385,6130,496
6130_3,385,6130,496
6130_4,385,6130,496
6131_1,386,6131,471
6131_2,386,6131,471
6131_3,386,6131,471
6131_4,386,6131,471
6131_5,386,6131,471
6132_2,386,6132,527
6132_3,386,6132,527
6132_4,386,6132,527
6133_1,385,6133,507
6133_2,385,6133,507
6133_3,385,6133,507
6133_4,385,6133,507
6133_5,385,6133,507
6134_1,385,6134,444
6134_3,385,6134,444
6134_4,385,6134,444
6134_5,385,6134,444
6135_1,385,6135,474
6135_2,385,6135,474
6135_3,385,6135,474
6135_4,385,6135,474
6135_5,385,6135,474
6136_1,384,6136,532
6136_2,384,6136,532
6136_3,384,6136,532
6136_4,384,6136,532
6137_1,386,6137,463
6138_1,385,6138,445
6138_2,385,6138,445
6138_3,385,6138,445
6138_4,385,6138,445
6138_5,385,6138,445
6139_1,386,6139,489
6139_2,386,6139,489
6139_3,386,6139,489
6139_5,386,6139,489
6140_1,384,6140,488
6140_2,384,6140,488
6140_4,384,6140,488
6140_5,384,6140,488
6141_1,385,6141,357
6141_2,385,6141,357
6141_3,385,6141,357
6141_4,385,6141,357
6141_5,385,6141,357
6142_1,385,6142,463
6142_2,385,6142,463
6142_3,385,6142,463
6142_4,385,6142,463
6142_5,385,6142,463
6143_1,385,6143,478
6143_2,385,6143,478
6143_3,385,6143,478
6143_4,385,6143,478
6143_5,385,6143,478
6144_2,386,6144,477
6144_3,386,6144,477
6144_4,386,6144,477
6144_5,386,6144,477
6145_1,384,6145,478
6145_2,384,6145,478
6145_3,384,6145,478
6145_4,384,6145,478
6145_5,384,6145,478
6146_1,386,6146,545
6146_2,386,6146,545
6146_3,386,6146,545
6146_4,386,6146,545
6146_5,386,6146,545
6147_1,384,6147,422
6147_2,384,6147,422
6147_5,384,6147,422
6148_2,385,6148,450
6148_3,385,6148,450
6148_4,385,6148,450
6148_5,385,6148,450
6149_4,386,6149,349
6150_1,386,6150,491
6150_2,386,6150,491
6150_4,386,6150,491
6151_1,386,6151,634
6151_2,386,6151,634
6151_4,386,6151,634
6152_1,386,6152,502
6152_2,386,6152,502
6152_3,386,6152,502
6152_5,386,6152,502
6153_3,386,6153,499
6153_5,386,6153,499
6154_1,385,6154,456
6154_2,385,6154,456
6154_3,385,6154,456
6154_4,385,6154,456
6154_5,385,6154,456
6155_1,385,6155,525
6155_2,385,6155,525
6155_3,385,6155,525
6155_4,385,6155,525
6155_5,385,6155,525
6156_1,386,6156,511
6156_2,386,6156,511
6156_3,386,6156,511
6156_4,386,6156,511
6156_5,386,6156,511
6157_1,385,6157,497
6157_2,385,6157,497
6157_3,385,6157,497
6157_4,385,6157,497
6158_1,385,6158,433
6158_2,385,6158,433
6158_3,385,6158,433
6158_5,385,6158,433
6159_1,385,6159,423
6159_2,385,6159,423
6159_5,385,6159,423
6160_1,385,6160,474
6160_2,385,6160,474
6160_3,385,6160,474
6160_4,385,6160,474
6160_5,385,6160,474
6161_2,385,6161,423
6161_3,385,6161,423
6161_4,385,6161,423
6161_5,385,6161,423
6162_1,385,6162,483
6162_2,385,6162,483
6162_3,385,6162,483
6162_4,385,6162,483
6162_5,385,6162,483
6163_1,385,6163,404
6163_2,385,6163,404
6163_3,385,6163,404
6163_4,385,6163,404
6163_5,385,6163,404
6164_1,385,6164,492
6164_2,385,6164,492
6164_3,385,6164,492
6164_4,385,6164,492
6164_5,385,6164,492
6165_1,385,6165,376
6165_2,385,6165,376
6165_3,385,6165,376
6165_4,385,6165,376
6165_5,385,6165,376
6166_1,386,6166,662
6166_2,386,6166,662
6166_3,386,6166,662
6166_4,386,6166,662
6167_1,385,6167,492
6167_3,385,6167,492
6167_4,385,6167,492
6167_5,385,6167,492
6168_1,385,6168,467
6168_2,385,6168,467
6168_3,385,6168,467
6168_5,385,6168,467
6169_1,384,6169,506
6169_2,384,6169,506
6169_3,384,6169,506
6169_4,384,6169,506
6170_1,385,6170,421
6170_3,385,6170,421
6170_4,385,6170,421
6170_5,385,6170,421
6171_1,385,6171,483
6171_2,385,6171,483
6171_3,385,6171,483
6171_4,385,6171,483
6171_5,385,6171,483
6172_1,385,6172,480
6172_2,385,6172,480
6172_3,385,6172,480
6172_4,385,6172,480
6172_5,385,6172,480
6173_1,385,6173,498
6173_2,385,6173,498
6173_3,385,6173,498
6173_4,385,6173,498
6174_1,385,6174,493
6174_2,385,6174,493
6174_3,385,6174,493
6174_4,385,6174,493
6174_5,385,6174,493
6175_2,384,6175,465
6175_3,384,6175,465
6175_5,384,6175,465
6176_1,384,6176,455
6176_2,384,6176,455
6176_4,384,6176,455
6176_5,384,6176,455
6177_1,385,6177,477
6177_2,385,6177,477
6177_3,385,6177,477
6177_4,385,6177,477
6177_5,385,6177,477
6178_1,385,6178,428
6178_2,385,6178,428
6178_3,385,6178,428
6178_5,385,6178,428
6179_1,386,6179,687
6179_2,386,6179,687
6179_3,386,6179,687
6179_5,386,6179,687
6180_1,385,6180,492
6180_2,385,6180,492
6180_3,385,6180,492
6180_4,385,6180,492
6181_1,384,6181,788
6181_2,384,6181,788
6181_3,384,6181,788
6181_4,384,6181,788
6181_5,384,6181,788
6182_1,385,6182,497
6182_2,385,6182,497
6182_3,385,6182,497
6182_4,385,6182,497
6182_5,385,6182,497
6183_1,384,6183,514
6183_2,384,6183,514
6183_3,384,6183,514
6183_4,384,6183,514
6183_5,384,6183,514
6184_1,384,6184,541
6184_2,384,6184,541
6184_3,384,6184,541
6184_4,384,6184,541
6184_5,384,6184,541
6185_1,384,6185,514
6185_2,384,6185,514
6185_3,384,6185,514
6185_5,384,6185,514
6186_1,384,6186,636
6186_3,384,6186,636
6186_4,384,6186,636
6186_5,384,6186,636
6187_1,385,6187,462
6187_2,385,6187,462
6187_3,385,6187,462
6187_4,385,6187,462
6187_5,385,6187,462
6188_1,385,6188,466
6188_2,385,6188,466
6188_3,385,6188,466
6188_5,385,6188,466
6189_1,386,6189,518
6189_2,386,6189,518
6189_3,386,6189,518
6189_4,386,6189,518
6189_5,386,6189,518
6190_1,386,6190,504
6190_2,386,6190,504
6190_3,386,6190,504
6190_4,386,6190,504
6190_5,386,6190,504
6191_1,386,6191,478
6191_2,386,6191,478
6191_4,386,6191,478
6191_5,386,6191,478
6192_1,385,6192,438
6192_2,385,6192,438
6192_3,385,6192,438
6192_4,385,6192,438
6192_5,385,6192,438
6193_2,385,6193,456
6193_3,385,6193,456
6193_4,385,6193,456
6194_1,385,6194,521
6194_3,385,6194,521
6194_4,385,6194,521
6195_1,384,6195,493
6195_2,384,6195,493
6195_3,384,6195,493
6195_4,384,6195,493
6195_5,384,6195,493
6196_1,384,6196,461
6196_2,384,6196,461
6196_3,384,6196,461
6196_4,384,6196,461
6196_5,384,6196,461
6197_1,385,6197,494
6197_2,385,6197,494
6197_3,385,6197,494
6197_4,385,6197,494
6197_5,385,6197,494
6198_1,384,6198,521
6198_2,384,6198,521
6198_3,384,6198,521
6198_5,384,6198,521
6199_1,384,6199,507
6199_2,384,6199,507
6199_3,384,6199,507
6199_4,384,6199,507
6199_5,384,6199,507
6200_1,384,6200,1140
6200_2,384,6200,1140
6200_3,384,6200,1140
6200_4,384,6200,1140
6200_5,384,6200,1140
6201_1,386,6201,491
6201_2,386,6201,491
6201_3,386,6201,491
6201_4,386,6201,491
6201_5,386,6201,491
6202_1,386,6202,485
6202_2,386,6202,485
6202_3,386,6202,485
6202_4,386,6202,485
6202_5,386,6202,485
6203_2,386,6203,473
6203_4,386,6203,473
6204_1,385,6204,488
6204_2,385,6204,488
6204_3,385,6204,488
6204_4,385,6204,488
6205_1,385,6205,458
6205_2,385,6205,458
6205_3,385,6205,458
6205_4,385,6205,458
6205_5,385,6205,458
6206_1,386,6206,516
6206_2,386,6206,516
6206_3,386,6206,516
6206_4,386,6206,516
6206_5,386,6206,516
6207_1,384,6207,524
6207_2,384,6207,524
6207_3,384,6207,524
6207_5,384,6207,524
6208_1,386,6208,501
6208_2,386,6208,501
6208_3,386,6208,501
6208_4,386,6208,501
6208_5,386,6208,501
6209_1,386,6209,478
6209_3,386,6209,478
6209_4,386,6209,478
6209_5,386,6209,478
6210_1,386,6210,514
6210_3,386,6210,514
6210_5,386,6210,514
6211_1,386,6211,475
6211_2,386,6211,475
6211_4,386,6211,475
6211_5,386,6211,475
6212_1,386,6212,466
6212_2,386,6212,466
6212_3,386,6212,466
6212_4,386,6212,466
6213_1,384,6213,479
6213_2,384,6213,479
6213_3,384,6213,479
6213_4,384,6213,479
6213_5,384,6213,479
6214_1,384,6214,532
6214_2,384,6214,532
6214_3,384,6214,532
6214_4,384,6214,532
6214_5,384,6214,532
6215_1,386,6215,489
6215_2,386,6215,489
6215_3,386,6215,489
6215_4,386,6215,489
6215_5,386,6215,489
6216_1,384,6216,761
6216_2,384,6216,761
6216_3,384,6216,761
6216_4,384,6216,761
6216_5,384,6216,761
6217_1,384,6217,463
6217_2,384,6217,463
6217_3,384,6217,463
6217_4,384,6217,463
6217_5,384,6217,463
6218_1,386,6218,545
6218_2,386,6218,545
6218_3,386,6218,545
6218_4,386,6218,545
6219_1,386,6219,374
6219_2,386,6219,374
6219_3,386,6219,374
6219_4,386,6219,374
6219_5,386,6219,374
6220_1,385,6220,428
6220_2,385,6220,428
6220_3,385,6220,428
6220_4,385,6220,428
6220_5,385,6220,428
6221_1,384,6221,508
6221_2,384,6221,508
6221_3,384,6221,508
6221_4,384,6221,508
6221_5,384,6221,508
6222_1,385,6222,366
6222_2,385,6222,366
6222_5,385,6222,366
6223_1,386,6223,621
6223_3,386,6223,621
6223_5,386,6223,621
6224_1,384,6224,504
6224_2,384,6224,504
